,Dataset,Model,Fold,R2_score_train,MAE_score_train,RMSE_score_train,R2_score_test,MAE_score_test,RMSE_score_test,rho_score_train,rho_score_test,nun_zero_coefs,Compression_method
650,SS_E,Lasso,1,0.0035399292970149,0.119844338153054,0.1506381536135325,0.0007937302030898,0.118441307154784,0.1489453330497329,0.0645820118409789,0.0258693498702843,12,sigmoid1
651,SS_E,Lasso,2,0.0070506983508005,0.1196495842599378,0.1503082970191293,0.0053064313575812,0.1178322498068267,0.148864458462672,0.0836674319623952,0.0782689357363159,36,sigmoid1
652,SS_E,Lasso,3,0.00794147332657,0.1190072969262087,0.1497701606969049,0.0017021845089199,0.1204640018685227,0.15103185359829,0.0870334686005105,0.0463966106593334,31,sigmoid1
653,SS_E,Lasso,4,0.0043856719109235,0.1193535538619053,0.1500371106480839,0.002765268854323,0.1199646123770237,0.1509563454182785,0.0688776618304005,0.0487147974270829,14,sigmoid1
654,SS_E,Lasso,5,0.0061345905101088,0.1190179961727119,0.1496908669405695,0.003354020383866,0.1211273486909368,0.1517601551593802,0.0812626666665055,0.0492614690591689,30,sigmoid1
655,SS_E,Lasso,1,0.0753869905253735,0.1147154351674716,0.1451058873633443,0.0385716151111212,0.1151118118855407,0.1461025495489831,0.2704056588658668,0.1895812344777365,299,rbf1
656,SS_E,Lasso,2,0.0764190532620752,0.1147823043261123,0.1449629103123892,0.0377034164381493,0.1152786360952708,0.1464201471162564,0.2727945228747162,0.1891685144820628,286,rbf1
657,SS_E,Lasso,3,0.0737539131313117,0.1143532439106996,0.1447170969054064,0.0406730220643432,0.1176097639314483,0.1480545712508524,0.2697144700349104,0.1822687381096299,281,rbf1
658,SS_E,Lasso,4,0.0693149322460128,0.1146500650891382,0.1450622789775036,0.0451147344896206,0.1167265627157903,0.1477162491717748,0.2595398335276651,0.2085504544307949,263,rbf1
659,SS_E,Lasso,5,0.0643013537829824,0.1148851945274379,0.1452444399661565,0.0407098102537192,0.1177851700419177,0.1488888940160061,0.2511359318322469,0.1957113218187367,221,rbf1
660,SS_E,Lasso,1,0.3794227863400197,0.0934279675870264,0.1188783985852318,0.2747271529162721,0.0989204053717813,0.1268966140037512,0.5986632842052231,0.5100061700371863,930,mean
661,SS_E,Lasso,2,0.3635114934214576,0.0946506124365421,0.1203413003173,0.284658201953297,0.0990345331787371,0.1262417969997316,0.5856920810130725,0.5178137328645819,807,mean
662,SS_E,Lasso,3,0.37730320685436,0.0931913427587014,0.1186574369717688,0.2907793982987569,0.0993505799145852,0.1273002227021475,0.5961215009804349,0.5240363368624893,923,mean
663,SS_E,Lasso,4,0.3828380982517395,0.0929327677925019,0.1181279527618657,0.2918310885168019,0.0991922908094481,0.1272099565188615,0.6011329553378763,0.5253484560162827,966,mean
664,SS_E,Lasso,5,0.3704201655415249,0.0937085352506424,0.1191398147054482,0.2844943654893996,0.100203366168013,0.1285860428397481,0.5906208223564257,0.520499389848122,862,mean
665,SS_E,Lasso,1,0.0276667270349649,0.1182542691077021,0.1488033152756296,0.0098761238103984,0.1177031169483328,0.1482668603994935,0.1810322478775358,0.0862349645881875,150,iDCT4
666,SS_E,Lasso,2,0.0233740394869158,0.1185989373620541,0.1490676994825666,0.0050332702533876,0.1177067978006206,0.1488848975153336,0.164354303559194,0.0692741360846379,102,iDCT4
667,SS_E,Lasso,3,0.0285471517800439,0.1176257839957608,0.1482065888667695,0.0044093139642231,0.1201844534071459,0.1508269346188963,0.1838218915795535,0.0697259012762122,139,iDCT4
668,SS_E,Lasso,4,0.025436524099951,0.1179391802819537,0.1484424756410589,0.0127270130529739,0.1194644893665831,0.1502004738062813,0.174029917851246,0.1061713404415223,139,iDCT4
669,SS_E,Lasso,5,0.0195266654234377,0.1180705596024552,0.1486789239378847,0.0146033047949087,0.1202454784718546,0.1509012554619493,0.1544967357151463,0.1246777926468373,99,iDCT4
670,SS_E,Lasso,1,0.0220802268934526,0.1186200392221447,0.1492301746394342,0.0090509025044457,0.1178062396775873,0.1483286342299597,0.1624676159280104,0.0883522183073751,126,iDCT3
671,SS_E,Lasso,2,0.024539605702338,0.1185030322974212,0.1489787195901542,0.0055266796400015,0.1177517459611215,0.1488479765241719,0.166506885196208,0.076676926534088,128,iDCT3
672,SS_E,Lasso,3,0.0183578595361937,0.11834963055208,0.1489818097513386,0.0027563506926692,0.1201292226146861,0.1509520904639001,0.1435824497271186,0.0592323305233369,74,iDCT3
673,SS_E,Lasso,4,0.0128559246477094,0.1187419480350659,0.1493975222378307,0.0084876776980418,0.119628036662689,0.1505226076548061,0.1254741484189978,0.0918365141082973,46,iDCT3
674,SS_E,Lasso,5,0.0153582216187215,0.1183095966024459,0.1489946400277898,0.0124667265267504,0.1204221009452585,0.1510647620815986,0.1381791867178489,0.1194853283631133,79,iDCT3
675,SS_E,Lasso,1,0.0058548137432707,0.1196919219200038,0.1504630775179808,0.0036258215214728,0.1181943950042467,0.1487341023349207,0.0716783168647422,0.0531882471034929,22,rbf2
676,SS_E,Lasso,2,0.0062735710662389,0.1196869032911848,0.150367104569781,0.0039950185792377,0.117885484670884,0.1489625582472456,0.0739327136983004,0.0560549116890238,26,rbf2
677,SS_E,Lasso,3,0.0094069869618966,0.1189183694780265,0.1496594961912818,0.0042362290402925,0.1203096571403251,0.1508400447927528,0.0899777244153398,0.0590595211815289,48,rbf2
678,SS_E,Lasso,4,0.0085355221010851,0.1190626789306232,0.1497240970279608,0.0043887145953667,0.1198495857203992,0.150833420870173,0.0875702982284169,0.0531688659619052,41,rbf2
679,SS_E,Lasso,5,0.0114800015995334,0.1186774182844413,0.1492877751281821,0.0039037139899896,0.1209788001011091,0.1517182982239721,0.1032117944701798,0.0577366514412634,72,rbf2
680,SS_E,Lasso,1,0.0106038126827524,0.1193759180697318,0.1501032687123678,0.0048315377212042,0.1180793003666479,0.1486440832408494,0.1067635950261586,0.0658371933674335,60,iDCT1
681,SS_E,Lasso,2,0.0112968447715933,0.1193209221906007,0.1499865712192507,0.0028798301269699,0.1177872976700711,0.1490459287393494,0.1109961412749672,0.0594216702506259,65,iDCT1
682,SS_E,Lasso,3,0.0126425424543104,0.1186601272838321,0.1494148812713495,-0.0008056356548267,0.1205041790716352,0.1512214378833647,0.1180351948900932,0.0328765849533552,68,iDCT1
683,SS_E,Lasso,4,0.0092827964076933,0.1189449771965258,0.149667662297635,0.0066838339431908,0.1198626322543337,0.1506594672172818,0.1039318747908097,0.0789612480377328,58,iDCT1
684,SS_E,Lasso,5,0.0087416100963879,0.118779223900346,0.1494944101216611,0.0060325801896785,0.1207432210085347,0.1515560846310826,0.0996214987008992,0.0816286315726467,47,iDCT1
685,SS_E,Lasso,1,0.0034902986604095,0.119839082846036,0.150641904980291,0.0035086741650111,0.1182338276487473,0.148742845684139,0.0681588306534857,0.0717080173719973,20,sigmoid2
686,SS_E,Lasso,2,0.0079268430417139,0.1195685999388584,0.1502419689200344,0.0019282027526663,0.1179928115526484,0.149117034692766,0.1000007152497828,0.051991977727561,53,sigmoid2
687,SS_E,Lasso,3,0.0097368656039619,0.1189119420582221,0.1496345749665417,-0.0014082047334376,0.1205649001082807,0.1512669550385915,0.1064350612849588,0.0140653718249609,67,sigmoid2
688,SS_E,Lasso,4,0.008360074274916,0.1190860591657589,0.1497373438995928,0.0020414187099327,0.1200174926755773,0.1510111218654089,0.1025063669103877,0.0466651713441029,56,sigmoid2
689,SS_E,Lasso,5,0.0100679754833989,0.118738130414841,0.1493943602321858,0.0010200465220882,0.1211770233568484,0.1519377493672113,0.1067560520072557,0.0432083794830697,73,sigmoid2
690,SS_E,Lasso,1,0.0017708842658864,0.1199597029713235,0.1507718105029937,0.0001154294692062,0.1184742701023016,0.1489958794643435,0.0452701576819076,0.006927121545384,8,pca1
691,SS_E,Lasso,2,0.0012192782109186,0.120039314098745,0.1507490182597628,0.001582114111568,0.1180618095950964,0.1491428861590543,0.037293393606355,0.0523502055540738,9,pca1
692,SS_E,Lasso,3,0.0046631911609081,0.1192440436562693,0.150017416217198,0.0020545263153699,0.1204624443163571,0.1510051984601255,0.0745585317656008,0.0464194515893954,40,pca1
