,Dataset,Compression_method,Model,Fold,nun_zero_coefs,R2_score_train,MAE_score_train,RMSE_score_train,rho_score_train,R2_score_test,MAE_score_test,RMSE_score_test,rho_score_test,dataset_size,group,prot_length
2073,BF520 env,iDCT4,esm2_150M,4,43,0.172450518521665,1.6167471875119723,1.9204284669531504,0.429410466192057,0.1479897339424982,1.6341307460018548,1.9470189952700745,0.400780962543282,12577,Viral replication,852
2074,BF520 env,iDCT4,esm2_150M,5,24,0.1204784456724875,1.6605070565461928,1.968834524669128,0.3694504669789018,0.1418744983995856,1.7022155436012023,1.996700481460744,0.399204762319685,12577,Viral replication,852
2075,DLG4 RAT,mean,esm2_150M,1,71,0.5716944753950156,0.1750447248999188,0.2580637820564096,0.6449264037259209,0.5690146511425983,0.1833074687208775,0.2705876650967357,0.6685673360731771,1659,Peptide binding,724
2076,DLG4 RAT,mean,esm2_150M,2,69,0.5676023676428255,0.1750848170626111,0.2575516797195987,0.6447644366546514,0.5573786224691093,0.1922579891712819,0.280411466260852,0.6513216602036251,1659,Peptide binding,724
2077,DLG4 RAT,mean,esm2_150M,3,45,0.5053827992110257,0.1925085295451242,0.2838363037495491,0.6084206085504322,0.4640399622921601,0.1895904316270191,0.2733987263208023,0.5560697528684411,1659,Peptide binding,724
2078,DLG4 RAT,mean,esm2_150M,4,74,0.6018307221404902,0.168468802522205,0.2472479630773398,0.6613068905580453,0.5246754056398926,0.1913737122315981,0.2902159221184493,0.6300841814935425,1659,Peptide binding,724
2079,DLG4 RAT,mean,esm2_150M,5,85,0.625242033860391,0.1730232884565032,0.2497916898790534,0.6783583501766819,0.4356953172627535,0.1791015964324702,0.2654862957724067,0.6046513400873346,1659,Peptide binding,724
2080,DLG4 RAT,iDCT5,esm2_150M,1,239,0.7104532428905894,0.1456419670444959,0.2121825049712208,0.7126704629544965,0.6046129869164825,0.175991477796793,0.259171917513911,0.6845972653860338,1659,Peptide binding,724
2081,DLG4 RAT,iDCT5,esm2_150M,2,355,0.7915059194633021,0.1243333659873208,0.1788420328001075,0.7573612085326689,0.6064289712075153,0.1812266417884643,0.2644180734338574,0.654297543237808,1659,Peptide binding,724
2082,DLG4 RAT,iDCT5,esm2_150M,3,196,0.6899894226951886,0.1544913569729891,0.2247095814870704,0.706228332326507,0.5364355197805049,0.1804536152033489,0.2542642829995524,0.5884471026286301,1659,Peptide binding,724
2083,DLG4 RAT,iDCT5,esm2_150M,4,40,0.4353448805141866,0.1989184164627171,0.2944357116007409,0.5664856471521914,0.3601251790776386,0.2231561013726095,0.336723636379347,0.5540483708192465,1659,Peptide binding,724
2084,DLG4 RAT,iDCT5,esm2_150M,5,177,0.6890504933181827,0.1585329402066097,0.227534620216197,0.6957277711491838,0.4605579274225614,0.1719483743715534,0.2595719074710914,0.5921326640717163,1659,Peptide binding,724
2085,TIM THEMA,rbf1,esm2_150M,1,33,0.2505157039667258,0.3995637129982548,0.5307076742385008,0.6228747666012853,0.2417137981513752,0.3955325070827347,0.5059956071507163,0.5707464367056855,1519,Growth,252
2086,TIM THEMA,rbf1,esm2_150M,2,84,0.4213379271504089,0.3330822212409967,0.4498958982088993,0.7278990183539783,0.3339445754432769,0.38933093216935,0.5416409618758328,0.6645443750587311,1519,Growth,252
2087,TIM THEMA,rbf1,esm2_150M,3,70,0.3946367111698785,0.3571780089724648,0.4782188723882963,0.7150996403901392,0.3577057346950907,0.3520997966893033,0.4595507935975488,0.6489022629614126,1519,Growth,252
2088,TIM THEMA,rbf1,esm2_150M,4,81,0.4364490770098599,0.3456883445401897,0.4633955680912209,0.7225522693416253,0.2973825878561784,0.3533885092203378,0.4697262635135518,0.6405146122895292,1519,Growth,252
2089,TIM THEMA,rbf1,esm2_150M,5,40,0.3071580836562013,0.3693964245396847,0.4966742241716056,0.6533611923556737,0.2182859112117928,0.4296953754228633,0.5689865636781654,0.6122649878577966,1519,Growth,252
2090,BLAT ECOLX 2015,sigmoid2,esm2_150M,1,1,2.1927554549883155e-08,1.0539683741121648,1.1503107692516576,0.2249272573239207,-0.0009288363123483,1.059068298631645,1.1565221646559491,0.1724306729420146,4996,Growth,286
2091,BLAT ECOLX 2015,sigmoid2,esm2_150M,2,1,-4.440892098500626e-15,1.059562022477022,1.1563217408828637,,-2.029467763065007e-05,1.0360739465399296,1.1321838310088594,,4996,Growth,286
2092,BLAT ECOLX 2015,sigmoid2,esm2_150M,3,25,0.1273911233050636,0.9734337178660936,1.0749311473559064,0.4138649059152354,0.1129937605608886,0.9882084409623448,1.0874320160575048,0.3820323300716518,4996,Growth,286
2093,BLAT ECOLX 2015,sigmoid2,esm2_150M,4,28,0.1527924859557079,0.9624291355234909,1.0626395546373268,0.4542923233842523,0.12871604223744,0.9593147168719686,1.0632160319858466,0.400382434538747,4996,Growth,286
2094,BLAT ECOLX 2015,sigmoid2,esm2_150M,5,16,0.0906399740919645,0.9934698437777698,1.092522398120583,0.3598359095467849,0.0951013364186551,1.0136957282814558,1.1162779819840678,0.3848781406657158,4996,Growth,286
2095,TPMT HUMAN,sigmoid1,esm2_150M,1,67,0.2935055284762562,0.2395649638093147,0.3147383813664948,0.4957711613776854,0.247069145825017,0.2522915296954066,0.3304063746504974,0.4544507273928979,3984,Protein stability,245
2096,TPMT HUMAN,sigmoid1,esm2_150M,2,84,0.3089097914060275,0.2394826296694231,0.3170334823676576,0.5125280299839984,0.2833199680056426,0.2304567795948108,0.2982951212188405,0.4771068616986614,3984,Protein stability,245
2097,TPMT HUMAN,sigmoid1,esm2_150M,3,48,0.2491887623902894,0.2485591994214983,0.3221906482961669,0.4632575457676436,0.1822784330108203,0.264607175291859,0.3531630476964445,0.4362981476480801,3984,Protein stability,245
2098,TPMT HUMAN,sigmoid1,esm2_150M,4,53,0.2461334366642551,0.2523261499749948,0.3283360329476971,0.4819524218236242,0.2229765775531297,0.2491130993573594,0.3222075432363324,0.4074450428238648,3984,Protein stability,245
2099,TPMT HUMAN,sigmoid1,esm2_150M,5,152,0.3567496574516772,0.2237091392859057,0.2990092647522838,0.54238017660814,0.3441028666583856,0.2377195746808911,0.3136347691619256,0.5144549579458793,3984,Protein stability,245
2100,BRCA1 RING,mean,esm2_150M,1,38,0.5263653119186995,0.441229206247225,0.5931717236505634,0.5533547688972998,0.4431012239331783,0.4786573146924749,0.6964032034533605,0.6022090025714518,660,Growth,1863
2101,BRCA1 RING,mean,esm2_150M,2,21,0.452995341318433,0.4724367439367226,0.6440806644937221,0.5666753719352804,0.4350598794842545,0.5133117672970814,0.6818817420142487,0.5289591212374424,660,Growth,1863
2102,BRCA1 RING,mean,esm2_150M,3,31,0.5086429087148465,0.4480457365672997,0.6149986142780555,0.5666137790918201,0.4236600668884805,0.4933322424687873,0.6692044738659514,0.5124554271345113,660,Growth,1863
2103,BRCA1 RING,mean,esm2_150M,4,23,0.4907877143028962,0.460400561814039,0.6226004802222003,0.5565022961815256,0.3857583487920141,0.4950496875517421,0.7056327258982267,0.4758463902798377,660,Growth,1863
2104,BRCA1 RING,mean,esm2_150M,5,41,0.5426250306274699,0.4472145733298227,0.613470588301205,0.6035339079622076,0.4134527517864658,0.4445070269930704,0.5692999587924858,0.4450622198286704,660,Growth,1863
2105,B3VI55 LIPSTSTABLE,mean,esm2_150M,1,50,0.2313230455196041,0.3720730104228245,0.4526337674571396,0.5021349105584912,0.2374422795406847,0.3724880833948646,0.4511180447002703,0.5166064600806373,8329,Growth,447
2106,B3VI55 LIPSTSTABLE,mean,esm2_150M,2,55,0.2360911145379358,0.3705662139194193,0.4498322899802459,0.5060588857926573,0.2359844607563296,0.371167191060594,0.4574155251220977,0.51903033984112,8329,Growth,447
2107,B3VI55 LIPSTSTABLE,mean,esm2_150M,3,48,0.2379318686295367,0.3688169072523724,0.4494950417021834,0.5099631647856602,0.2233496775801572,0.3794021468861048,0.4604349338851403,0.4833530926402791,8329,Growth,447
2108,B3VI55 LIPSTSTABLE,mean,esm2_150M,4,71,0.2480535889842201,0.368211224906988,0.4494113739087477,0.5200137931210272,0.2376917901518784,0.3664906157065125,0.4444231358612519,0.4987156138261092,8329,Growth,447
2109,B3VI55 LIPSTSTABLE,mean,esm2_150M,5,60,0.256186586005025,0.366244406386176,0.4467276110899831,0.5237379813854102,0.2179807125355863,0.3698980371816595,0.4509629217096318,0.4921439268312165,8329,Growth,447
2110,GAL4 YEAST,pca2,esm2_150M,1,20,0.315178112145565,3.695465689079532,4.358862761848506,0.6057163152617088,0.2254947444418819,3.978632434441953,4.717685756124671,0.5406975044992334,1195,Growth,881
2111,GAL4 YEAST,pca2,esm2_150M,2,21,0.2858862570978293,3.816662887349787,4.477064007090386,0.5827281677556709,0.2893515072983694,3.8077647760223647,4.425733706725323,0.6084050795017003,1195,Growth,881
2112,GAL4 YEAST,pca2,esm2_150M,3,14,0.2694427897192745,3.870787059245748,4.533599650093228,0.57693466463371,0.2229461944388678,3.966936265614242,4.620157042228409,0.5142316170662693,1195,Growth,881
2113,GAL4 YEAST,pca2,esm2_150M,4,20,0.3164134321814724,3.705791040953233,4.367758724480203,0.6158179245858898,0.2822559235363033,3.806843864009968,4.513968331090532,0.5413649164410729,1195,Growth,881
2114,GAL4 YEAST,pca2,esm2_150M,5,19,0.2687610075924699,3.865724193052268,4.536300898867927,0.568933699033886,0.2760588599372809,3.7760006349555617,4.458141268743787,0.5908949667119413,1195,Growth,881
2115,TIM SULSO,pca2,esm2_150M,1,51,0.3709862300858036,0.3906964575782146,0.4829776732240514,0.6465065568798997,0.3137442750731622,0.4290451041346676,0.5069177294312848,0.5808510888220885,1519,Growth,248
2116,TIM SULSO,pca2,esm2_150M,2,78,0.4626042348019303,0.3588708257959928,0.4492656749326019,0.7029239867416153,0.4147516759677451,0.3726570475930464,0.456753243575358,0.6504591701620551,1519,Growth,248
2117,TIM SULSO,pca2,esm2_150M,3,118,0.5564914902187568,0.3221282731725346,0.4045678659994183,0.7485607105349036,0.4027162977932162,0.346389346833601,0.4780331965293575,0.6697434626982975,1519,Growth,248
2118,TIM SULSO,pca2,esm2_150M,4,78,0.4811467843467998,0.3549058737636095,0.4411908609856212,0.7151993812842666,0.3446094140982472,0.3871149899511462,0.4846100073275445,0.5944950836757533,1519,Growth,248
2119,TIM SULSO,pca2,esm2_150M,5,62,0.4015245412172665,0.3822303252257606,0.4694675775613198,0.6675431311310112,0.3945923490111562,0.3952935780221168,0.4833801192534751,0.6909167302230397,1519,Growth,248
2120,TIM THETH,pca1,esm2_150M,1,46,0.4355810572261627,0.3784507030837856,0.4501759633152717,0.6953394221302462,0.4044154639994441,0.4130552512032928,0.4858631319602173,0.6959576683507575,1519,Growth,254
2121,TIM THETH,pca1,esm2_150M,2,46,0.4451111671286929,0.3842989618483751,0.4526534198577975,0.7052231376245208,0.3836087127211426,0.3812370147605413,0.4694357274038156,0.6161750288503086,1519,Growth,254
2122,TIM THETH,pca1,esm2_150M,3,54,0.4621664005766615,0.3768197660873558,0.4480014897468757,0.7152446887406776,0.3821031805524331,0.3879668822730352,0.4589661319816874,0.6391054938108134,1519,Growth,254
2123,TIM THETH,pca1,esm2_150M,4,49,0.4294265402259994,0.3869866222383299,0.4601566013051911,0.6919853406430524,0.3945917667056189,0.4000679221942143,0.4619699967139624,0.6702462006338684,1519,Growth,254
2124,TIM THETH,pca1,esm2_150M,5,47,0.4417672149027469,0.3803753052716139,0.4508534934689809,0.6976871884472476,0.4043634207715542,0.3987290825024979,0.4758879155509567,0.6651078100141836,1519,Growth,254
2125,BRCA1 RING,bos,esm2_150M,1,30,0.4555341827083534,0.4687131307428492,0.6359807913580766,0.5244962344440993,0.4009133034290734,0.5218419878610561,0.722299752977997,0.5391821344412724,660,Growth,1863
2126,BRCA1 RING,bos,esm2_150M,2,27,0.3980762472370894,0.5017149458463034,0.6756402125979415,0.4814626658445376,0.406311103357683,0.5159242148433277,0.6990163213266077,0.4719151033796659,660,Growth,1863
2127,BRCA1 RING,bos,esm2_150M,3,27,0.4313061725601342,0.4842787396462261,0.6616293774356488,0.5232459324909985,0.2358588666293676,0.5751539416211517,0.7705596593611997,0.3735564559841653,660,Growth,1863
2128,BRCA1 RING,bos,esm2_150M,4,27,0.4389460341139413,0.4868962008126863,0.6535251914240787,0.4930269217685455,0.3158738478592127,0.5267256214607459,0.7446928421242326,0.4349968101788416,660,Growth,1863
2129,BRCA1 RING,bos,esm2_150M,5,36,0.4566076177422803,0.4887410948832397,0.668673823608475,0.5319107915580248,0.4837743824999988,0.4174816913196535,0.5340838279986281,0.4791224472176855,660,Growth,1863
2130,CALM1 HUMAN,bos,esm2_150M,1,82,0.1669122445901977,0.2550778100257304,0.324404767639668,0.4006663989609774,0.0602523440026635,0.2788224423887039,0.3539687463389437,0.2206204920624847,1962,Growth,149
2131,CALM1 HUMAN,bos,esm2_150M,2,58,0.1168972189123251,0.2582957781242765,0.32737472918489,0.3335761769933573,0.0248566061751798,0.3025494017417288,0.3843548904545096,0.1790678199422402,1962,Growth,149
2132,CALM1 HUMAN,bos,esm2_150M,3,89,0.1771669260252367,0.2587776157124648,0.3281648865426532,0.3949435107242237,-0.0017093146563567,0.2685095635989664,0.3380828504552193,0.2207258223654705,1962,Growth,149
2133,CALM1 HUMAN,bos,esm2_150M,4,51,0.1173836332938423,0.2715008968340504,0.3401649421208392,0.3307345288412283,0.0103129910205095,0.265976317455621,0.3352922285606614,0.1518146789030146,1962,Growth,149
2134,CALM1 HUMAN,bos,esm2_150M,5,57,0.0945708160273558,0.2713031941925728,0.3414961808332292,0.3103538938732454,0.0628321008582278,0.2691259593461551,0.3399052912228342,0.2243243666181556,1962,Growth,149
2135,UBE4B singles,rbf1,esm2_150M,1,91,0.5063909799162372,0.572298822270253,0.7818032060193005,0.6786974660012408,0.2403129300521359,0.6931972681865078,1.0248378685073314,0.4850969964567384,899,Other,1173
2136,UBE4B singles,rbf1,esm2_150M,2,58,0.4110748089799024,0.6231237613369439,0.8674580935721766,0.646811219936547,0.2145538185658041,0.7402848491479131,0.9828584402783188,0.4373509470456907,899,Other,1173
2137,UBE4B singles,rbf1,esm2_150M,3,11,0.1832116020735896,0.7541588382908923,1.0138461759396569,0.4570967016703843,0.107939335445876,0.8137911877400509,1.0788145430083365,0.3428285116692102,899,Other,1173
2138,UBE4B singles,rbf1,esm2_150M,4,24,0.2756430010356407,0.7119886622173153,0.9789784268911336,0.5296410809554702,0.1859406932551195,0.7130006231722313,0.9242454477953682,0.4096597880086701,899,Other,1173
2139,UBE4B singles,rbf1,esm2_150M,5,39,0.3341506143665065,0.6694463458315119,0.9099315386202788,0.5569412702738324,0.2339064809800497,0.7130493465714095,1.0237447293389312,0.4550405369899739,899,Other,1173
2140,TPMT HUMAN,pca2,esm2_150M,1,40,0.256614201884787,0.2472484626358987,0.3228512357805955,0.4548434885174694,0.2328969133877646,0.2531035030325655,0.3335014570518344,0.4332269502150804,3984,Protein stability,245
2141,TPMT HUMAN,pca2,esm2_150M,2,58,0.2907977450460191,0.2428131204952812,0.3211610100204493,0.476771888600441,0.2862075653167087,0.2312206811940339,0.2976935797129678,0.4639737920363793,3984,Protein stability,245
2142,TPMT HUMAN,pca2,esm2_150M,3,79,0.3319516197986809,0.2310261279777966,0.3039145595879327,0.5090081186521277,0.2525758775711808,0.2469515140217514,0.3376417052535457,0.456380211450551,3984,Protein stability,245
2143,TPMT HUMAN,pca2,esm2_150M,4,57,0.2867130151605883,0.2424980811206055,0.3193768666637312,0.4774182868044979,0.2598366096619096,0.2428777489078426,0.3144723373124743,0.4189001914697022,3984,Protein stability,245
2144,TPMT HUMAN,pca2,esm2_150M,5,85,0.3186461768766062,0.2314407646299437,0.3077378962567683,0.5114838761983039,0.3200538414901986,0.2436195234149021,0.3193328506318459,0.4703616803270156,3984,Protein stability,245
2145,DLG4 RAT,iDCT2,esm2_150M,1,79,0.5506690400563848,0.1827914771510814,0.2643220484787787,0.5869020908348366,0.4892930761495079,0.204085779759232,0.2945524331955176,0.5487990957394916,1659,Peptide binding,724
2146,DLG4 RAT,iDCT2,esm2_150M,2,66,0.4986771729699644,0.1905192449001262,0.2773201797588577,0.5468158901352835,0.5098564030203963,0.2038452835316779,0.2950809971562693,0.5563542786350064,1659,Peptide binding,724
2147,DLG4 RAT,iDCT2,esm2_150M,3,90,0.5672962888933556,0.1841485800463433,0.2654780658629936,0.5995960385231967,0.4923454820431692,0.1920101409692631,0.2660813346628152,0.5220577967649938,1659,Peptide binding,724
2148,DLG4 RAT,iDCT2,esm2_150M,4,54,0.4896018875318962,0.1906027913143078,0.2799325359324621,0.5436199574738838,0.4251417880745382,0.216535184968079,0.319158534465228,0.5003546502887803,1659,Peptide binding,724
2149,DLG4 RAT,iDCT2,esm2_150M,5,67,0.5399625396565086,0.194342423729027,0.2767573401484823,0.561653841070956,0.3778700289141705,0.1855814859641162,0.2787570391098272,0.507231814406206,1659,Peptide binding,724
2150,KKA2 KLEPN,pca2,esm2_150M,1,60,0.3203879056649521,0.6212079695902163,0.7828518060193858,0.6419557686779435,0.3073158172925687,0.6074870431974857,0.7702202153961468,0.6268511782833733,5224,Growth,264
2151,KKA2 KLEPN,pca2,esm2_150M,2,66,0.3499258466503113,0.6027513751584396,0.7620792031716368,0.661296117735761,0.3273317852521964,0.6082469455349161,0.7746474096598284,0.6372461617697188,5224,Growth,264
2152,KKA2 KLEPN,pca2,esm2_150M,3,84,0.3519383506365071,0.6042072663561867,0.7664262762161898,0.6617886301235065,0.3465096479944359,0.5914624851168285,0.7392822017049169,0.6581091956667331,5224,Growth,264
2153,KKA2 KLEPN,pca2,esm2_150M,4,89,0.3702219107963443,0.5876716417486773,0.7464287478734908,0.6755215490563832,0.3353797148532432,0.6158634033139243,0.7851724966242891,0.6446481763077269,5224,Growth,264
2154,KKA2 KLEPN,pca2,esm2_150M,5,50,0.3150257771337068,0.6142166583892817,0.7762638061781759,0.6369048744903026,0.2767242580572057,0.6619610693172705,0.8274298821952351,0.5937090910485875,5224,Growth,264
2155,YAP1 singles,maxPool,esm2_150M,1,86,0.7941695461140112,0.2045980834677181,0.2746114601960183,0.8954803523843614,0.4713316083568939,0.270176475002907,0.3746055724261599,0.6885104282364557,362,Peptide binding,504
2156,YAP1 singles,maxPool,esm2_150M,2,44,0.6281588438107795,0.269408004851642,0.3664024324914912,0.8087007318140238,0.6166616654012727,0.2656424209589436,0.3332666764065619,0.7308712822411453,362,Peptide binding,504
2157,YAP1 singles,maxPool,esm2_150M,3,1,0.0318864256457523,0.444275060388657,0.5737931315767637,0.1965931777449484,0.0137929913894956,0.4792499357331865,0.6067229809133253,0.2077304006688533,362,Peptide binding,504
2158,YAP1 singles,maxPool,esm2_150M,4,53,0.6681143157237039,0.2358569036849893,0.3194298922417767,0.8627888067880589,0.5029379297206267,0.3839617928398108,0.4981944292227366,0.6102643256801082,362,Peptide binding,504
2159,YAP1 singles,maxPool,esm2_150M,5,1,0.0525170694990015,0.4505007775710762,0.5821111797892152,0.2179724142851344,-0.047237140918189,0.4504466458975266,0.5518111311122266,0.1232876712328767,362,Peptide binding,504
2160,BRCA1 BRCT,bos,esm2_150M,1,75,0.4290125038535581,0.4828925802519014,0.6427544965072874,0.556688351320026,0.3413000967019667,0.4924455752841913,0.6589031152269974,0.5159086332991215,1450,Growth,1863
2161,BRCA1 BRCT,bos,esm2_150M,2,79,0.4082344190139214,0.492480335400856,0.6488766372926276,0.5453229928254566,0.3351561350742401,0.5007993202110271,0.6858278667467851,0.4906946852299769,1450,Growth,1863
2162,BRCA1 BRCT,bos,esm2_150M,3,52,0.3518356117624068,0.5035842455132135,0.6673500878080774,0.5026575404992707,0.2690803861710148,0.5779075397605692,0.7667753162951452,0.4597770911813265,1450,Growth,1863
2163,BRCA1 BRCT,bos,esm2_150M,4,49,0.3384581021874701,0.5181125189903896,0.689133053786544,0.4950088022962732,0.2790694688776381,0.5449881239537961,0.7011741048338728,0.4234349680272881,1450,Growth,1863
2164,BRCA1 BRCT,bos,esm2_150M,5,73,0.4198061931636144,0.481526537412568,0.6434032325563473,0.5528919344355221,0.325794425544867,0.5234805541357941,0.6867121484731912,0.4687745807170146,1450,Growth,1863
2165,RL401 2016,sigmoid2,esm2_150M,1,10,0.070487216219377,0.1521369223768201,0.1798385706894218,0.238259867280778,0.0190388545525852,0.1562941464484878,0.1855171477227196,0.0874198684940165,1324,Growth,128
2166,RL401 2016,sigmoid2,esm2_150M,2,0,-2.220446049250313e-16,0.1601172321698015,0.1876608977592263,,-1.892150124294112e-05,0.1555163002417535,0.1828351440471637,,1324,Growth,128
2167,RL401 2016,sigmoid2,esm2_150M,3,6,0.0312585192476309,0.1591996366809066,0.1861080085194642,0.1791241721085793,0.0100288319497283,0.1503272719183091,0.1752084536124398,0.1529053469566181,1324,Growth,128
2168,RL401 2016,sigmoid2,esm2_150M,4,3,0.0308344904790591,0.1523764077284435,0.1817115340231625,0.1603399400979452,-0.0067629760345737,0.1643106608881703,0.1942779030843067,0.0787288157538745,1324,Growth,128
2169,RL401 2016,sigmoid2,esm2_150M,5,33,0.1581205937560912,0.1421692722777446,0.1702233208638326,0.362367921793271,0.0717215272095405,0.151605895240343,0.184392323628458,0.2202876101997535,1324,Growth,128
2170,PABP singles,pca2,esm2_150M,1,64,0.6209026020674411,0.1795509686996744,0.2255874596430808,0.761985418656515,0.4986524478898669,0.2022058111006638,0.2512375451385403,0.6811473098756489,1187,Growth,577
2171,PABP singles,pca2,esm2_150M,2,35,0.5463360096876297,0.2013806468010561,0.241098245292695,0.7137355807576906,0.4223098032439488,0.2268285560341271,0.2945595504483749,0.6990021757238177,1187,Growth,577
2172,PABP singles,pca2,esm2_150M,3,31,0.5053392151904853,0.2039493339029217,0.2534008138254164,0.6980132117156087,0.4164753967485003,0.2419216725658093,0.2867382753016295,0.6350721794832501,1187,Growth,577
2173,PABP singles,pca2,esm2_150M,4,44,0.5230916326014747,0.2085476359097542,0.2546741712252897,0.719396065967652,0.5262211887457301,0.1954342354045255,0.2369969661780167,0.6972328944450554,1187,Growth,577
2174,PABP singles,pca2,esm2_150M,5,34,0.4890120436930772,0.2145260529043119,0.2623978871608052,0.7077351135318672,0.529128027138855,0.2074771947820977,0.2410063548391691,0.652557697612407,1187,Growth,577
2175,IF1 ECOLI,sigmoid1,esm2_150M,1,17,0.255879764766988,0.1800136482672241,0.2460270396876792,0.4315349810466967,0.2047310346761878,0.1852389872743071,0.2375545809400736,0.3106999231483363,1439,Growth,72
2176,IF1 ECOLI,sigmoid1,esm2_150M,2,36,0.3102187767978871,0.1706756555217284,0.2331811995026064,0.4449775489658706,0.2556549480413682,0.172361712759514,0.2459852887445328,0.3964850623096265,1439,Growth,72
2177,IF1 ECOLI,sigmoid1,esm2_150M,3,26,0.2503821763310633,0.1728665720615972,0.2385567042980915,0.4239010896514117,0.2322212133864254,0.1948440312483103,0.265887500145113,0.4183404644919809,1439,Growth,72
2178,IF1 ECOLI,sigmoid1,esm2_150M,4,26,0.2726092764555938,0.1773898277256994,0.2425236175655148,0.4273081934121966,0.2263398572583729,0.1735683609193783,0.2378821714478988,0.420337012799661,1439,Growth,72
2179,IF1 ECOLI,sigmoid1,esm2_150M,5,20,0.2443434928820742,0.181316137956896,0.2452424957606191,0.4011429225675739,0.2243324888131288,0.1765591288725012,0.2462166647274294,0.4055874337342177,1439,Growth,72
2180,PTEN HUMAN,mean,esm2_150M,1,174,0.4886249154142685,0.1768477195584232,0.2282126592122691,0.7086629091293732,0.4360742460728136,0.1835361581864631,0.2324532191823466,0.6477785072993377,4229,Protein stability,403
2181,PTEN HUMAN,mean,esm2_150M,2,201,0.4975185540381779,0.1734299661280949,0.2235262335087179,0.7137577946520239,0.4606500140209624,0.1856805529887651,0.2384409463498856,0.6743444417419936,4229,Protein stability,403
2182,PTEN HUMAN,mean,esm2_150M,3,171,0.4730908954362193,0.1796854730438527,0.2299495198563906,0.6942043513568859,0.471114029176826,0.1786494246531288,0.2318464633772231,0.7034139658465429,4229,Protein stability,403
2183,PTEN HUMAN,mean,esm2_150M,4,154,0.4705149774460899,0.1810127416481151,0.2321152123578988,0.7003582576078752,0.3680505062843423,0.1944576063751177,0.2464986274219848,0.6174671930386615,4229,Protein stability,403
2184,PTEN HUMAN,mean,esm2_150M,5,189,0.4953949475265253,0.1745556043998276,0.2244263250874766,0.7104146738636072,0.4197177382118463,0.190221215830968,0.2456086292078647,0.651519896615808,4229,Protein stability,403
2185,RL401 2013,bos,esm2_150M,1,33,0.3841585169414873,0.2022788197277802,0.2591739901429788,0.6126875649092878,0.2284368681129965,0.2460981557923038,0.3292733981360946,0.5687292508973462,1269,Growth,128
2186,RL401 2013,bos,esm2_150M,2,20,0.3090138628978701,0.2280679375737758,0.2846007450189393,0.5739123779327577,0.2471699219822789,0.2244129911980291,0.2888393242888344,0.4766892720861385,1269,Growth,128
2187,RL401 2013,bos,esm2_150M,3,24,0.301722830861387,0.2311925791014591,0.2904743781645966,0.5768314511633493,0.274884311251509,0.2210248668832103,0.2621929022163415,0.5347326393701025,1269,Growth,128
2188,RL401 2013,bos,esm2_150M,4,71,0.4981215343443568,0.1849214038050233,0.2437651812669302,0.6876286784959129,0.4096468427531289,0.2007450286797651,0.2502353798558984,0.6278950276904158,1269,Growth,128
2189,RL401 2013,bos,esm2_150M,5,29,0.2971354410143785,0.2239191908313064,0.283162617095072,0.5699730466146565,0.3060928002317346,0.2313570440192467,0.2925883625820914,0.5715587483714969,1269,Growth,128
2190,PTEN HUMAN,iDCT5,esm2_150M,1,34,0.1584332271395047,0.2433392875603581,0.2927616859131565,0.4867924717434235,0.1442584880967575,0.2397321163958531,0.2863491515251986,0.4444470265222112,4229,Protein stability,403
2191,PTEN HUMAN,iDCT5,esm2_150M,2,31,0.1513941859098883,0.2426218174138127,0.290483511956072,0.4696330618796774,0.1361101451713222,0.252284840182443,0.3017690445854518,0.4351699240995118,4229,Protein stability,403
2192,PTEN HUMAN,iDCT5,esm2_150M,3,22,0.1265700275766964,0.2480887895010899,0.2960592953457611,0.4387783061797706,0.1182769490897021,0.2482108196509232,0.2993543333900763,0.438914477890171,4229,Protein stability,403
2193,PTEN HUMAN,iDCT5,esm2_150M,4,43,0.1954203931779583,0.2382977188346439,0.2861286030617501,0.5231715603311471,0.1647085420576772,0.2357818442419648,0.2833951022262598,0.4570789544380936,4229,Protein stability,403
2194,PTEN HUMAN,iDCT5,esm2_150M,5,26,0.146069763064929,0.243684517681308,0.2919504820418482,0.4631170641593402,0.1231791627387114,0.2533063278833849,0.301911325376272,0.416337562229367,4229,Protein stability,403
2195,PTEN HUMAN,iDCT2,esm2_150M,1,0,0.0,0.269616406700996,0.3191317027130866,,-0.0002616978771172,0.2629726266264642,0.309586076403081,,4229,Protein stability,403
2196,PTEN HUMAN,iDCT2,esm2_150M,2,0,0.0,0.2669132821020997,0.3153323193032493,,-0.0007794994128589,0.2755796644580223,0.3247990132388652,,4229,Protein stability,403
2197,PTEN HUMAN,iDCT2,esm2_150M,3,5,0.0165011602201885,0.2662448087534492,0.3141605015481794,0.2479852646836526,0.0143418854943774,0.2638361532469946,0.3165064776376999,0.2184064320528447,4229,Protein stability,403
2198,PTEN HUMAN,iDCT2,esm2_150M,4,1,0.0033664436416445,0.2699039439241091,0.318452393262692,0.1818700362155546,0.002890094835743,0.2612081180569353,0.3096312852332218,0.204326906736923,4229,Protein stability,403
2199,PTEN HUMAN,iDCT2,esm2_150M,5,1,0.007688826610432,0.2655521122975495,0.3147182600226835,0.1967169267278122,0.0039433523803794,0.2754684056771616,0.3217851461012488,0.1451749514219376,4229,Protein stability,403
