,Dataset,Model,Fold,R2_score_train,MAE_score_train,RMSE_score_train,R2_score_test,MAE_score_test,RMSE_score_test,rho_score_train,rho_score_test,nun_zero_coefs,Compression_methd
9,PTEN_HUMAN_Fowler2018,Lasso,10,0.5797063427133611,0.15327298662595,0.20468243541964,0.3258633282245423,0.1991158131811462,0.2714566033916636,0.761581244324793,0.5873307672737873,545,pca1-2
0,PTEN_HUMAN_Fowler2018,Lasso,1,0.4862524697680033,0.1719436478892955,0.2276593042095887,0.4194413605925742,0.1834727324350088,0.2389788356262631,0.7002301426356217,0.6045029087336846,331,pca2
1,PTEN_HUMAN_Fowler2018,Lasso,2,0.4874801765977977,0.1727041301193009,0.2280478740949969,-0.3795441785759488,0.1924002702623643,0.3585611306660138,0.6990067846256404,0.6333852421640496,323,pca2
2,PTEN_HUMAN_Fowler2018,Lasso,3,0.4892168700134303,0.1717776384264074,0.2265488931286541,0.3801863452491295,0.1903866176557045,0.2511082957966635,0.7028318358419108,0.5745129543766723,338,pca2
3,PTEN_HUMAN_Fowler2018,Lasso,4,0.4804000599053653,0.1721386719999698,0.2276385076179815,0.4706441544633654,0.1886008573273153,0.2400478556156435,0.6920267103089097,0.7020628131732373,331,pca2
4,PTEN_HUMAN_Fowler2018,Lasso,5,0.4931115620582237,0.1710012347479457,0.2265590037796962,0.3489547680582325,0.1894216752277442,0.2487537452080985,0.702242022464233,0.5892308677748583,333,pca2
5,PTEN_HUMAN_Fowler2018,Lasso,6,0.4875241241685318,0.1709075810231791,0.2261110626077683,0.393300249207886,0.1890051781036683,0.25559421126181,0.6961960682786784,0.666040716563832,332,pca2
6,PTEN_HUMAN_Fowler2018,Lasso,7,0.4926275854045805,0.1710493375393188,0.2264900923767239,0.3467064058437231,0.1919109698301418,0.2509989434457541,0.7004625092858726,0.5892671754176012,323,pca2
7,PTEN_HUMAN_Fowler2018,Lasso,8,0.4972776265521546,0.1711142358363256,0.2255185321648372,0.3266556018065333,0.1880999360342158,0.2535739684788492,0.7063494014400024,0.5911748328738593,325,pca2
8,PTEN_HUMAN_Fowler2018,Lasso,9,0.4838140226540545,0.1722562549725478,0.2281839792085407,0.4399100104527013,0.1800675921337492,0.2349999841576464,0.6944654865395984,0.6480658966275432,320,pca2
9,PTEN_HUMAN_Fowler2018,Lasso,10,0.4983122283315135,0.1698449299443451,0.2236252893526212,0.331381816075006,0.2011674720684358,0.2703432473287854,0.7047593987230633,0.5884345211734036,327,pca2
0,PTEN_HUMAN_Fowler2018,Lasso,1,0.5354702216828064,0.1624132589361036,0.2164797662515119,0.3808335020339397,0.1887256479019487,0.2467971381617318,0.7288652952162874,0.5975226679723767,471,maxPool
1,PTEN_HUMAN_Fowler2018,Lasso,2,0.5365762679367201,0.1621923588591405,0.2168502011273675,0.3765863948998542,0.1858217386739405,0.2410369038697685,0.7285025291079688,0.6096861191446019,457,maxPool
2,PTEN_HUMAN_Fowler2018,Lasso,3,0.5306811244945978,0.1634358958913896,0.2171589248618591,0.4190199990090096,0.1810350381713441,0.2431146232426744,0.7251619615147759,0.6166363269115194,457,maxPool
3,PTEN_HUMAN_Fowler2018,Lasso,4,0.5281212750973008,0.1629304279449218,0.2169333796052968,0.4658729664115516,0.1882688317066299,0.2411272281225561,0.7226979060839421,0.6781247605285012,450,maxPool
4,PTEN_HUMAN_Fowler2018,Lasso,5,0.5341141083817114,0.1627692568830327,0.2172025467991971,0.3972970723705776,0.18552099837195,0.2393402263298713,0.7255278093259575,0.6319184339122121,463,maxPool
5,PTEN_HUMAN_Fowler2018,Lasso,6,0.5297858557423512,0.1626489856878653,0.2165872774615083,0.4353943358734471,0.179854088700847,0.2465680046688867,0.7218309560157375,0.6868679918237117,447,maxPool
6,PTEN_HUMAN_Fowler2018,Lasso,7,0.5357140816098636,0.1626058230142007,0.2166599004172176,0.3960898212791972,0.1857761034920669,0.2413258631886315,0.724847096677532,0.6369730440187673,457,maxPool
7,PTEN_HUMAN_Fowler2018,Lasso,8,0.5402016768914335,0.1618746286078532,0.2156760002336434,0.329938480528725,0.187577394681901,0.2529550654918719,0.7282709595931273,0.5953634196532205,452,maxPool
8,PTEN_HUMAN_Fowler2018,Lasso,9,0.5293729268469747,0.1631909835849735,0.2178815727393744,0.4201140115520438,0.1785505440823318,0.2391168799402076,0.7230775791132272,0.6403026098013641,447,maxPool
9,PTEN_HUMAN_Fowler2018,Lasso,10,0.5413965293410805,0.1610635602416993,0.2138074462758679,0.3421983531803725,0.197044710660337,0.2681475989674767,0.7279799456004536,0.6082915522564015,453,maxPool
0,PTEN_HUMAN_Fowler2018,Lasso,1,0.5359529101322018,0.1619919559886226,0.2163672659921951,0.4107155892769979,0.1861128467316289,0.2407680585111687,0.7322977932195788,0.6294601777814509,477,pca1
1,PTEN_HUMAN_Fowler2018,Lasso,2,0.5361788929713043,0.1627510010462153,0.2169431531826467,0.4016713220094484,0.1810816740245939,0.2361376907203275,0.7293180074466643,0.6369957304023842,465,pca1
2,PTEN_HUMAN_Fowler2018,Lasso,3,0.5385720993161303,0.1619086765617405,0.2153255660775564,0.3870022771093356,0.1845391328678928,0.2497237922407244,0.7337736759264724,0.6010027491153793,471,pca1
3,PTEN_HUMAN_Fowler2018,Lasso,4,0.5283380658706955,0.1625779114652517,0.2168835420565385,0.4761414819220243,0.1863290364931614,0.238798161641005,0.7253197133451887,0.6922048977650813,470,pca1
4,PTEN_HUMAN_Fowler2018,Lasso,5,0.5382172022602938,0.1618787023491588,0.216243971569273,0.3745588947708983,0.1875961239610095,0.243813223905288,0.7310388022455558,0.6099739647207059,473,pca1
5,PTEN_HUMAN_Fowler2018,Lasso,6,0.5353631770173655,0.1607495386096736,0.2152989492896627,0.3892716946891608,0.1890604831880736,0.2564413943825466,0.7284132603776233,0.6516626486463574,490,pca1
6,PTEN_HUMAN_Fowler2018,Lasso,7,0.5413838678433744,0.160947800443205,0.2153329285549512,0.3505903021697856,0.1921096584540156,0.2502517241961031,0.7309748312391319,0.6005312015088836,477,pca1
7,PTEN_HUMAN_Fowler2018,Lasso,8,0.5433604441482054,0.1617490928947013,0.214933887492047,0.3313229796722494,0.1833400717866703,0.2526935990780069,0.7337172935217563,0.5899397063187134,467,pca1
8,PTEN_HUMAN_Fowler2018,Lasso,9,0.5319238196132248,0.162560543499068,0.2172902896044104,0.4275406506356229,0.176631939409781,0.237580752741122,0.7289101509661995,0.6577066063420732,476,pca1
9,PTEN_HUMAN_Fowler2018,Lasso,10,0.5468929632972587,0.1600888184333165,0.2125223263216616,0.312568376618302,0.2020845916136593,0.2741202932577821,0.7351250134164158,0.5804037917894761,484,pca1
0,PTEN_HUMAN_Fowler2018,Lasso,1,0.412245988791467,0.1904409279952432,0.2435052513553258,0.3372664548934071,0.204745901949132,0.2553323670798123,0.6585565102357526,0.6011044655565054,261,bos
1,PTEN_HUMAN_Fowler2018,Lasso,2,0.4170696828844964,0.1905534431350299,0.2432086491123059,0.2280437904753175,0.207206399068563,0.2682203560660452,0.6642323429388841,0.5710705435369364,251,bos
2,PTEN_HUMAN_Fowler2018,Lasso,3,0.4177168583365154,0.190065847127394,0.2418860265180126,0.2904681172292509,0.212454393046096,0.2686683130256797,0.6672348711238988,0.5184358555267709,253,bos
3,PTEN_HUMAN_Fowler2018,Lasso,4,0.4134910880537766,0.1900030677352343,0.241851336312362,0.3549039161381768,0.2091811428322405,0.2649940830264207,0.660754562359985,0.604684912906064,265,bos
4,PTEN_HUMAN_Fowler2018,Lasso,5,0.4047715431426668,0.1932198467044642,0.2455087509163139,0.4200170096752821,0.1851965382500705,0.234785717990465,0.6533791089075984,0.6608030614865502,250,bos
5,PTEN_HUMAN_Fowler2018,Lasso,6,0.4124063116733211,0.189673203160203,0.2421160939642733,0.3262662932652254,0.2100730810575502,0.2693445815052789,0.6613322459004085,0.6191959290279059,243,bos
6,PTEN_HUMAN_Fowler2018,Lasso,7,0.4196365548420431,0.1901741921356025,0.2422343946648535,0.29384491336639,0.2046177692018855,0.2609562719687889,0.6636069784253907,0.5914497600334687,249,bos
7,PTEN_HUMAN_Fowler2018,Lasso,8,0.4180764971689381,0.1903340966570986,0.2426336761390068,0.2799087665038025,0.2050999152121854,0.2622284474428767,0.6628834511334717,0.5923655769885076,261,bos
8,PTEN_HUMAN_Fowler2018,Lasso,9,0.411292193921153,0.1909284928430848,0.2436867665500051,0.3684775916193352,0.1976478915711441,0.249536058121044,0.6624333987723733,0.6172410229865932,251,bos
9,PTEN_HUMAN_Fowler2018,Lasso,10,0.4167263207922567,0.1898217922809218,0.2411239487510569,0.2906011462606525,0.2146716237781928,0.2784656788219479,0.6632951151896107,0.5641667223251875,256,bos
0,PTEN_HUMAN_Fowler2018,Lasso,1,0.5200511055482061,0.1652325587986463,0.220043238694388,0.4151542330082503,0.1823279709603173,0.2398595806778472,0.7235247888477176,0.6138748235303821,430,rbf2
1,PTEN_HUMAN_Fowler2018,Lasso,2,0.5204038818131785,0.1659202309556188,0.2206015318054026,0.396263576775093,0.1806849816305689,0.2372024066014158,0.7208605204633463,0.6319901433462335,425,rbf2
2,PTEN_HUMAN_Fowler2018,Lasso,3,0.5217573882053687,0.1648482553216554,0.2192137577893216,0.398888374861611,0.1872517929795356,0.2472908539572329,0.7241468914932999,0.5896411591715313,427,rbf2
3,PTEN_HUMAN_Fowler2018,Lasso,4,0.5123711640553359,0.1656233769476627,0.2205240061227687,0.4635605781064655,0.1875456404408721,0.2416486186997338,0.7134743880932721,0.7085942020495133,422,rbf2
4,PTEN_HUMAN_Fowler2018,Lasso,5,0.5239592166514242,0.1646765770737827,0.2195569627711777,0.3593888059157775,0.1873598295487366,0.2467523562691936,0.7237801542967515,0.6028115833285316,416,rbf2
5,PTEN_HUMAN_Fowler2018,Lasso,6,0.520889848495323,0.1640743904334645,0.2186264909605045,0.3921441243576585,0.1884791891560255,0.2558376250570433,0.7195764788041955,0.6658883776971659,440,rbf2
6,PTEN_HUMAN_Fowler2018,Lasso,7,0.5248432836540688,0.1646029662895877,0.2191816638676237,0.3739100951823867,0.1858745120730895,0.2457174751376898,0.7225294330872891,0.6167397919619383,424,rbf2
7,PTEN_HUMAN_Fowler2018,Lasso,8,0.5301472611887568,0.1644012495912023,0.218021343060945,0.3187964413232099,0.1875249187955707,0.2550495113621807,0.7290927977391767,0.5940764318687877,418,rbf2
8,PTEN_HUMAN_Fowler2018,Lasso,9,0.5158886291283394,0.1652405761206616,0.2209808755311219,0.4398715723390953,0.1790362115374452,0.2350080478628392,0.7171960707650857,0.6577134239343786,428,rbf2
9,PTEN_HUMAN_Fowler2018,Lasso,10,0.5331641357637523,0.1625813552532488,0.2157179399484875,0.3076483721577552,0.2046270168988316,0.2750994950255941,0.7275682083575533,0.5753687066166132,435,rbf2
0,PTEN_HUMAN_Fowler2018,Lasso,1,0.4865820749896768,0.1718555363833961,0.2275862627540414,0.4186821022968836,0.1834462441590525,0.2391350535908371,0.7004669094604695,0.6070099041783406,332,sigmoid2
1,PTEN_HUMAN_Fowler2018,Lasso,2,0.4874548546915315,0.1726265807827796,0.228053507570332,-0.4566036812093728,0.1926728942498002,0.3684394317542354,0.6993894499960079,0.6359802332623451,328,sigmoid2
2,PTEN_HUMAN_Fowler2018,Lasso,3,0.489353379587594,0.1716610966491697,0.2265186178927659,0.3787842282465921,0.1903947389324931,0.2513921587901379,0.7034189526202543,0.5704082881628205,339,sigmoid2
3,PTEN_HUMAN_Fowler2018,Lasso,4,0.4803249601462001,0.1720732907069514,0.2276549577540395,0.471089074164856,0.1888253414723782,0.2399469551795955,0.6925811143382062,0.7041178226048792,331,sigmoid2
4,PTEN_HUMAN_Fowler2018,Lasso,5,0.4933253417971177,0.1708320744247154,0.2265112232141483,0.3487322732756985,0.1894565610492156,0.248796247387576,0.7027954055278692,0.5868862967414382,330,sigmoid2
5,PTEN_HUMAN_Fowler2018,Lasso,6,0.4877112446145213,0.1707989075780814,0.2260697788442346,0.3922651964345103,0.188678687650396,0.2558121450572779,0.6967773731793369,0.6666813588429156,331,sigmoid2
6,PTEN_HUMAN_Fowler2018,Lasso,7,0.4928728364904524,0.1708447213684134,0.226435345948244,0.3458351437159646,0.1919252882926352,0.2511662594976051,0.7007587970599013,0.5906579083855876,325,sigmoid2
7,PTEN_HUMAN_Fowler2018,Lasso,8,0.4976797407649068,0.1709551780039362,0.2254283209935839,0.3237234155486898,0.18804237798491,0.2541254829894259,0.7070340486743912,0.589128762438935,325,sigmoid2
8,PTEN_HUMAN_Fowler2018,Lasso,9,0.4839689271082276,0.1722005130369714,0.2281497382871128,0.4400108958440725,0.1797777106867258,0.234978818690036,0.6949024883932954,0.648869843318643,328,sigmoid2
9,PTEN_HUMAN_Fowler2018,Lasso,10,0.498432723901023,0.1697598048951494,0.2235984325342173,0.3292591208513062,0.2017387429185913,0.2707720433088356,0.7047233855316253,0.5876378853430425,329,sigmoid2
0,SUMO1_HUMAN_Roth2017,Lasso,1,0.5997553300177436,0.1822153783399002,0.2374067288466697,0.4122589255215244,0.2295834065912602,0.2985542943985573,0.7824809821550531,0.6567203756932918,352,bos
1,SUMO1_HUMAN_Roth2017,Lasso,2,0.6077428649973404,0.1824177228932555,0.2361769867011841,0.3279830671670256,0.2316713053956642,0.3112024706772451,0.7811451087965021,0.6220993656373883,351,bos
2,SUMO1_HUMAN_Roth2017,Lasso,3,0.6089414377392471,0.1803260680896571,0.2365088183088101,0.3210838366138534,0.2343088324496892,0.3055641639133998,0.7881231803149091,0.5796303250731788,315,bos
3,SUMO1_HUMAN_Roth2017,Lasso,4,0.6111586100355988,0.1805700376398493,0.2350880508268079,0.3253467237364733,0.2478967396420976,0.3133047275730552,0.7911299197581104,0.60623544934881,341,bos
4,SUMO1_HUMAN_Roth2017,Lasso,5,0.6083463525815653,0.1822375016612757,0.2373794957589966,0.2922650741043933,0.2403441211569371,0.3030491185927728,0.786443257277826,0.6097370262150705,335,bos
5,SUMO1_HUMAN_Roth2017,Lasso,6,0.6049343430132715,0.1829839815401618,0.2379991618276041,0.3400179809770925,0.2243136793082259,0.2976800033039169,0.7866673231347724,0.6285284488098398,334,bos
6,SUMO1_HUMAN_Roth2017,Lasso,7,0.6042636806846424,0.183017194061205,0.2365718082434355,0.4093701082089381,0.219606129020211,0.2987909800475002,0.7835062227967743,0.6885869330353561,344,bos
7,SUMO1_HUMAN_Roth2017,Lasso,8,0.6067638081387203,0.1816153894887302,0.2365109661860563,0.321486691545133,0.245355228606328,0.3123230134118823,0.7891426662960503,0.5957134474629661,342,bos
8,SUMO1_HUMAN_Roth2017,Lasso,9,0.6036487307794336,0.1822343499012387,0.2372056520908205,0.3538166150517604,0.2361154791707192,0.30807406746612,0.7863145319627712,0.5964799255725112,341,bos
9,SUMO1_HUMAN_Roth2017,Lasso,10,0.6055838907572046,0.1827330506861679,0.2380512781574315,0.3335600026731804,0.2246076004396893,0.2944262497567967,0.7884413438165692,0.6069689322866282,340,bos
0,SUMO1_HUMAN_Roth2017,Lasso,1,0.613069469424042,0.1816783531486153,0.233424665378765,0.1288692864418015,0.2811448555275258,0.3634728398180226,0.7902388021236167,0.5245671732331282,474,sigmoid2
1,SUMO1_HUMAN_Roth2017,Lasso,2,0.6179435999827885,0.1839750886010518,0.2330858400106401,0.180976637895059,0.2680626970141305,0.3435587968324736,0.7876885106575766,0.5403433695677361,466,sigmoid2
2,SUMO1_HUMAN_Roth2017,Lasso,3,0.6199537808271687,0.1836036609890428,0.2331549535288868,0.0633678865411081,0.2681169797215791,0.3589044700149244,0.7935648823458661,0.4350428648195649,458,sigmoid2
3,SUMO1_HUMAN_Roth2017,Lasso,4,0.6172747886911105,0.1829805520862713,0.2332318448022542,0.121723543951681,0.2824086649423464,0.3574721823647594,0.7937619950349032,0.4892016086764117,471,sigmoid2
4,SUMO1_HUMAN_Roth2017,Lasso,5,0.617409497209787,0.1833353721074276,0.2346168544552198,0.1070577650277579,0.2613871926108074,0.3403998763743145,0.7873380018985958,0.4655332239391202,465,sigmoid2
5,SUMO1_HUMAN_Roth2017,Lasso,6,0.6073039061704745,0.1860181837608011,0.2372843411193653,0.2570364278940769,0.24928303803372,0.31584017409646,0.7876482777140084,0.560755529739725,474,sigmoid2
6,SUMO1_HUMAN_Roth2017,Lasso,7,0.6162496409965124,0.1839276246815419,0.2329616489906824,0.1348233595464544,0.2689063575757889,0.3616280952680105,0.7902417976798297,0.5294201475614845,471,sigmoid2
7,SUMO1_HUMAN_Roth2017,Lasso,8,0.6097976917317054,0.1846580476978861,0.235596838598006,0.2324909657501235,0.261119931507386,0.3321746982436214,0.7861098467422909,0.5428997862213908,471,sigmoid2
8,SUMO1_HUMAN_Roth2017,Lasso,9,0.6056732066481783,0.1850075091942772,0.236599079161572,0.3013438382760462,0.2603480281351588,0.3203383954292541,0.7862226705794378,0.5581204925471238,475,sigmoid2
9,SUMO1_HUMAN_Roth2017,Lasso,10,0.6123226619443144,0.1842153392663527,0.2360089119570497,0.1536090924651008,0.2572632355960428,0.3318039064504473,0.7898030034797001,0.4841728488144537,465,sigmoid2
0,SUMO1_HUMAN_Roth2017,Lasso,1,0.6150387422094434,0.1822970911909934,0.2328299033013122,0.1123610734079613,0.2860417302060432,0.3669006413677398,0.7921072322773698,0.51126246332058,467,pca2
1,SUMO1_HUMAN_Roth2017,Lasso,2,0.6183271391371528,0.184141934286399,0.2329688154124909,0.1859991233125134,0.2683406318170336,0.3425037765404128,0.7882816005756671,0.5372869920806334,469,pca2
2,SUMO1_HUMAN_Roth2017,Lasso,3,0.6238307081153427,0.1828872072178959,0.231962674972877,0.0188284768857863,0.2727144951923321,0.3673388084061766,0.7969971609585648,0.4088821213633555,463,pca2
3,SUMO1_HUMAN_Roth2017,Lasso,4,0.6177502899604161,0.1833253628872577,0.2330869150944546,0.1176021938206667,0.2818839128984473,0.3583099275390538,0.7938097020511499,0.484815626723752,460,pca2
4,SUMO1_HUMAN_Roth2017,Lasso,5,0.6157218031782545,0.1845038088375078,0.235133759283559,0.1330902224072286,0.262350006525506,0.3354012383953337,0.7871320334494367,0.4697257617363185,475,pca2
5,SUMO1_HUMAN_Roth2017,Lasso,6,0.6081244864550276,0.1860517885417451,0.2370362960294182,0.2694763129598861,0.2452910089345768,0.313184861491883,0.7868416508352368,0.5723736743044903,480,pca2
6,SUMO1_HUMAN_Roth2017,Lasso,7,0.6145546259936595,0.1849921669977422,0.2334755747822956,0.1455088070013048,0.2666588392125442,0.3593879958217899,0.7887052478613457,0.5442460763491631,473,pca2
7,SUMO1_HUMAN_Roth2017,Lasso,8,0.6101350516905497,0.1850429583841386,0.235494970765771,0.2523647955786245,0.2586355593975429,0.3278458364412823,0.787090963464163,0.5486153218951374,480,pca2
8,SUMO1_HUMAN_Roth2017,Lasso,9,0.6067224776302862,0.1855112354315512,0.2362840841878987,0.3135862700510183,0.2605324299311317,0.3175193742379569,0.7872114187568948,0.5603507680846462,461,pca2
9,SUMO1_HUMAN_Roth2017,Lasso,10,0.6131604463905131,0.1843713982241613,0.2357537622304294,0.1560844461400229,0.2576102849763866,0.3313183545569705,0.7907328615688989,0.4777969793253911,471,pca2
0,SUMO1_HUMAN_Roth2017,Lasso,1,0.7899290209709451,0.1326850933394251,0.1719939914295179,0.2457501382746462,0.2589605790302161,0.3382111497149903,0.8880487961825946,0.631782628010041,704,pca1-2
1,SUMO1_HUMAN_Roth2017,Lasso,2,0.8030002920250118,0.127951375162256,0.1673728234850764,0.1448023397969048,0.2703644488618396,0.3510639056952092,0.8918650406253519,0.5858007712927862,713,pca1-2
2,SUMO1_HUMAN_Roth2017,Lasso,3,0.7960497379040881,0.1297779962175178,0.1708002776944944,0.2102511771981892,0.2521213726963454,0.3295632970068112,0.8918590366051646,0.5345785931763327,720,pca1-2
3,SUMO1_HUMAN_Roth2017,Lasso,4,0.7945398941777211,0.1314644401384195,0.1708866221878599,0.2639863742379188,0.2610656064735817,0.3272423920220097,0.8921804473909388,0.591021920493642,707,pca1-2
4,SUMO1_HUMAN_Roth2017,Lasso,5,0.7955587928740203,0.1307822571694517,0.1715048213925032,0.1733769372258995,0.2544254724026282,0.3275152073316579,0.8893006551296325,0.5677632425111004,714,pca1-2
5,SUMO1_HUMAN_Roth2017,Lasso,6,0.7877064204938093,0.1345137831863902,0.1744653630043798,0.3244882939368809,0.2279625668002622,0.301161914825816,0.887422829930828,0.6505399582997388,714,pca1-2
6,SUMO1_HUMAN_Roth2017,Lasso,7,0.7929861442723123,0.1314545949865984,0.1711038341817896,0.3738792323303149,0.2273142244804463,0.3076371829835622,0.8902523771304341,0.7065297024482861,727,pca1-2
7,SUMO1_HUMAN_Roth2017,Lasso,8,0.7926749229505543,0.1309600609977263,0.1717316960613545,0.212943340514052,0.2640936485542645,0.3363781672708546,0.8908567963255544,0.6164003178656507,710,pca1-2
8,SUMO1_HUMAN_Roth2017,Lasso,9,0.7945114614386265,0.1315415238491007,0.1707963983040291,0.2078408165072205,0.2717726480705455,0.3411013825835863,0.8920836780130119,0.5938773117521196,710,pca1-2
9,SUMO1_HUMAN_Roth2017,Lasso,10,0.7926073062725975,0.1314382702535488,0.1726195267324365,0.2370633020043576,0.2385145496922779,0.3150215419225018,0.8893945161903306,0.5529626217605268,689,pca1-2
0,SUMO1_HUMAN_Roth2017,Lasso,1,0.6622798509695411,0.1682476518782676,0.2180764313146913,0.3610242099680714,0.2369721650858556,0.3112952564857672,0.8218142441353361,0.6426926035383183,419,mean
1,SUMO1_HUMAN_Roth2017,Lasso,2,0.6644117780971832,0.1707253768077103,0.2184517390187424,0.3801663514347835,0.220378225183386,0.2988756286506361,0.8178449187814038,0.6938037468971394,425,mean
2,SUMO1_HUMAN_Roth2017,Lasso,3,0.6626697116540743,0.1695170656936083,0.2196615821411496,0.429432440812367,0.2208959930739646,0.2801224286475534,0.8243871894711695,0.6684613683013783,422,mean
3,SUMO1_HUMAN_Roth2017,Lasso,4,0.6740232314533983,0.166359877739464,0.2152472624860453,0.2862015128045817,0.2570862232762963,0.3222659660845691,0.8309012396041889,0.5990000061753427,423,mean
4,SUMO1_HUMAN_Roth2017,Lasso,5,0.6733656641637249,0.1686932342748867,0.2167819074052345,0.2779655897217482,0.2338226776068486,0.3060952983798272,0.8279072239097368,0.5962961438742335,415,mean
5,SUMO1_HUMAN_Roth2017,Lasso,6,0.6628887141114443,0.1695694204428574,0.2198504883239287,0.4333558600570441,0.2040419340485603,0.275828292512513,0.8223494491115106,0.6729451808133876,422,mean
6,SUMO1_HUMAN_Roth2017,Lasso,7,0.6685602185614421,0.1680223481340028,0.2165022186884696,0.3203993290456315,0.2337600255917533,0.3205063739805663,0.8222612344013634,0.6579043221118527,418,mean
7,SUMO1_HUMAN_Roth2017,Lasso,8,0.6645061209402774,0.1679231961615852,0.2184574409475325,0.3473125792439225,0.2390323949108297,0.3063214593411097,0.8241007098285633,0.6450767441142256,430,mean
8,SUMO1_HUMAN_Roth2017,Lasso,9,0.6648461595603777,0.1684350785245717,0.2181257846596839,0.3681268084653841,0.2437160203688118,0.3046437088737508,0.822919582334369,0.6208499882677908,417,mean
9,SUMO1_HUMAN_Roth2017,Lasso,10,0.6632768310232029,0.1696594647616196,0.2199529015032626,0.3438923829035971,0.2271309486987956,0.2921349651504187,0.8228617069896182,0.6100872300048163,422,mean
0,SUMO1_HUMAN_Roth2017,Lasso,1,0.7037041893853646,0.1577043734661564,0.2042645496870825,0.3254288805056882,0.2431709383276021,0.3198483929776605,0.8406371662894022,0.6350633577587952,516,maxPool
1,SUMO1_HUMAN_Roth2017,Lasso,2,0.7123607001694385,0.1553711169510616,0.2022442871247415,0.253733993370261,0.2517003973416259,0.327944051611165,0.84305729592818,0.6477517382194212,515,maxPool
2,SUMO1_HUMAN_Roth2017,Lasso,3,0.7069163372816195,0.1570678780163317,0.2047492142341801,0.3194830958814376,0.2315338192805145,0.3059241796661634,0.8447103227263016,0.5813506047215092,529,maxPool
3,SUMO1_HUMAN_Roth2017,Lasso,4,0.7143162120418022,0.1562329277023288,0.2015055951234835,0.2263779856528316,0.2502976568424008,0.3354988540541948,0.8488202250077529,0.6215276562721926,530,maxPool
4,SUMO1_HUMAN_Roth2017,Lasso,5,0.7091017803533833,0.1563855171153034,0.2045797515797242,0.2108004917015489,0.2486695705561065,0.3200155738609987,0.8436616663115779,0.574690316473929,516,maxPool
5,SUMO1_HUMAN_Roth2017,Lasso,6,0.7087109299139132,0.1578143537413772,0.2043632887647258,0.2625106772946178,0.236607427876763,0.3146744476823367,0.8452152012757616,0.6112239501340693,518,maxPool
6,SUMO1_HUMAN_Roth2017,Lasso,7,0.7060346882049631,0.157931649982051,0.2038957049461318,0.3231946936038514,0.2297085213095376,0.3198465340232448,0.8423889178465491,0.6800344896417894,535,maxPool
7,SUMO1_HUMAN_Roth2017,Lasso,8,0.7075546916564077,0.1573697868603617,0.2039608769650893,0.2648633736047284,0.254218486636758,0.3250939082147567,0.8450304536489174,0.5871362246631185,523,maxPool
8,SUMO1_HUMAN_Roth2017,Lasso,9,0.7088649053591396,0.1567244133793544,0.2032975695436246,0.3149285242758916,0.2491103215641517,0.3172087741894264,0.8450575038186581,0.6242173381469697,517,maxPool
9,SUMO1_HUMAN_Roth2017,Lasso,10,0.7027903191636597,0.1592951628509298,0.2066448903170386,0.387836836275923,0.220953819933475,0.2821821880129214,0.8405310235127268,0.6554579472338744,517,maxPool
0,SUMO1_HUMAN_Roth2017,Lasso,1,0.7016246945585523,0.1597981073888468,0.2049800920213119,0.3738702543962984,0.2396512120308475,0.3081502109157641,0.8373129323633663,0.6582428398522776,500,rbf1
1,SUMO1_HUMAN_Roth2017,Lasso,2,0.7130216703608213,0.1577371848251703,0.2020117835544653,0.2550119792690691,0.2594915697489514,0.3276631280162627,0.8423670634195254,0.6198661143359694,492,rbf1
2,SUMO1_HUMAN_Roth2017,Lasso,3,0.7040656339263185,0.1606935782013155,0.2057425600007141,0.3669468961920449,0.2218130876763466,0.2950627709458645,0.8422947119689581,0.6259945831700845,506,rbf1
3,SUMO1_HUMAN_Roth2017,Lasso,4,0.7121305229045181,0.1575062943928784,0.2022749586928301,0.2639048046509609,0.2565496399521962,0.3272605250336058,0.8468590265368845,0.5665292150828014,491,rbf1
4,SUMO1_HUMAN_Roth2017,Lasso,5,0.7063461300798326,0.159670569420266,0.2055464495673973,0.2771639151239266,0.2394534311486445,0.3062651799988561,0.8401330051449876,0.5992314538154218,497,rbf1
5,SUMO1_HUMAN_Roth2017,Lasso,6,0.7005978265761541,0.1618545435562689,0.2071897483095197,0.3825357318144218,0.2128735073420011,0.2879317291682315,0.8378117651527194,0.6527321502175242,494,rbf1
6,SUMO1_HUMAN_Roth2017,Lasso,7,0.7033226563248196,0.1600576428249697,0.2048340845670289,0.3837588278127847,0.2273923163040452,0.3052004199345152,0.8388672683068278,0.7052641766056841,513,rbf1
7,SUMO1_HUMAN_Roth2017,Lasso,8,0.706538849983359,0.1593534641398966,0.2043148103985611,0.2890207767893918,0.2542280394533629,0.3197078175628779,0.8416582987175834,0.6328811040366711,507,rbf1
8,SUMO1_HUMAN_Roth2017,Lasso,9,0.7078874281989085,0.1590625148210916,0.2036385662424511,0.3353334631894189,0.2452782259257977,0.3124490123949138,0.8437256971322422,0.6256232543571469,505,rbf1
9,SUMO1_HUMAN_Roth2017,Lasso,10,0.7065062186643505,0.1594598305592693,0.2053490259522652,0.2858269526894696,0.2391217796281446,0.3047879046164761,0.8422708114436764,0.5858655976463266,484,rbf1
0,SUMO1_HUMAN_Roth2017,Lasso,1,0.9332253221300886,0.0741287415472866,0.0969697210449054,0.2562552091061653,0.2642143181241371,0.3358476158646241,0.9648352850917146,0.6607930853001903,1113,iDCT
