,Unnamed: 0,Dataset,Model,Fold,R2_score_train,MAE_score_train,RMSE_score_train,R2_score_test,MAE_score_test,RMSE_score_test,rho_score_train,rho_score_test,nun_zero_coefs,Compression_methd
87,87,Length,Lasso,3,0.9212655629872316,29.67560175003703,41.38301653084303,0.8662929417056848,37.52392120615532,53.61404273226647,0.9598676303321834,0.935023517464674,3796,iDCT5
88,88,Length,Lasso,4,0.9240853112096034,29.11818519794776,40.5078044336997,0.8653416652902133,38.35199505659598,54.47020495757821,0.9598405992192192,0.9384015540894364,3939,iDCT5
89,89,Length,Lasso,5,0.9213556988226064,29.392176772111515,40.982502127742656,0.8699316534054728,37.48316368616614,54.77130685307742,0.9597137028032936,0.939864463893298,3852,iDCT5
90,90,Length,Lasso,1,0.4509421721834681,78.35310894768891,109.2847209507355,0.4318515328716403,80.55475404742259,110.52174332464044,0.6970953718514845,0.6850070703246085,536,sigmoid1
91,91,Length,Lasso,2,0.4559603814968921,78.84357573776788,109.48175009012346,0.4147044305051917,79.0489564368713,109.16582983580815,0.6996323932141015,0.6732037460545438,564,sigmoid1
92,92,Length,Lasso,3,0.4503544672407471,78.36598945553509,109.34051939746745,0.4372708671493819,80.53778712914529,109.98946482387882,0.6971601634113271,0.6814590933953408,542,sigmoid1
93,93,Length,Lasso,4,0.4551032244437502,77.99373832416349,108.52577992071303,0.4128365285136022,81.46669184207813,113.74227343141636,0.6990624237790959,0.6706697269152501,541,sigmoid1
94,94,Length,Lasso,5,0.4577810606048077,77.65127325438466,107.60988885399112,0.4078604210218142,81.76032268926453,116.86362104035406,0.7015725951908268,0.6758480681888545,557,sigmoid1
95,95,Length,Lasso,1,0.9027539272417076,32.80181780976973,45.992438855732814,0.8568929365447826,40.18014255286191,55.468617556932585,0.9515296373518798,0.928622041086654,3249,iDCT4
96,96,Length,Lasso,2,0.9074038666162794,32.6981056111767,45.16717136344947,0.8454037384999756,39.67174418943067,56.10461620760047,0.9518861066118158,0.9260488819307244,3385,iDCT4
97,97,Length,Lasso,3,0.9038289140380442,32.71286034974942,45.73640672715453,0.8496049193283126,40.29563339917957,56.86148592942149,0.9518304986469708,0.926829908004735,3219,iDCT4
98,98,Length,Lasso,4,0.9069505607734534,32.23029377168225,44.8469256564833,0.8498584533517458,40.8140565692565,57.51655058665369,0.9516382015121436,0.9317663314266726,3414,iDCT4
99,99,Length,Lasso,5,0.9031785208468468,32.62384926289665,45.472695397763886,0.8542890405760053,39.817154958696,57.97134845456185,0.9515213712257,0.9318570855264416,3278,iDCT4
100,100,Length,Lasso,1,0.4473799306691726,78.73502518648934,109.6386628818504,0.4391056380532724,79.90314258232388,109.81390725374077,0.6880239813335132,0.6880652717882632,529,rbf1
101,101,Length,Lasso,2,0.4547070951214317,79.00881978718402,109.6077823213052,0.4075188151385681,79.5247712302933,109.8338946552646,0.6935671040388537,0.6645103636992779,523,rbf1
102,102,Length,Lasso,3,0.4484177407812642,78.63623797186547,109.53298567893556,0.4379129278639762,80.39841676637585,109.92669921812411,0.6903108616712849,0.6762349542044426,538,rbf1
103,103,Length,Lasso,4,0.4536400833677966,78.20681931403323,108.67138738509982,0.4115107273052407,81.6905700744471,113.87061470377128,0.691714531657285,0.6640902830911345,524,rbf1
104,104,Length,Lasso,5,0.456637469399209,77.69706924665532,107.72330881658914,0.4045694820025929,82.5039808270436,117.18791803265532,0.6963440087868425,0.6651206675370529,534,rbf1
105,105,Length,Lasso,1,0.7099062052555285,56.45481354859684,79.43641269717514,0.6671175920804759,60.97666300873008,84.59841555006754,0.8632215514898774,0.8417439528395366,1071,iDCT3
106,106,Length,Lasso,2,0.7099194272849838,57.19935787020788,79.94398436818344,0.6694166636312398,58.69287890124494,82.04263140817426,0.8616280559852925,0.8413522389398106,1059,iDCT3
107,107,Length,Lasso,3,0.7108629188084431,56.59874784697601,79.30337629696288,0.6660920230076445,60.47578055400723,84.72562600869396,0.8642003493236199,0.834002233088787,1084,iDCT3
108,108,Length,Lasso,4,0.706459189826729,56.71067711904982,79.65444956556608,0.6807326414393943,59.15760422812807,83.87251178756023,0.8599574526744762,0.8580331273639704,1052,iDCT3
109,109,Length,Lasso,5,0.7105003904772426,56.09855294627433,78.63010079635552,0.6618089546383028,61.73529544506856,88.31782103511466,0.8646717938185802,0.8455240006440496,1041,iDCT3
110,110,Length,Lasso,1,0.8744414794997488,37.92217007366162,52.26049256142101,0.8652771936077783,38.878831122387886,53.81921606787607,0.9478608125326218,0.9430401541221286,589,bos
111,111,Length,Lasso,2,0.8749009923911191,38.17915854496202,52.4992863244178,0.8625521573493173,38.84422537034664,52.90150968451663,0.947565423827673,0.9420153182168228,584,bos
112,112,Length,Lasso,3,0.8750348370642996,37.89459962569256,52.135586219735245,0.8619407959319354,39.2696555719464,54.47962026999334,0.9481718014938204,0.9440946354439196,578,bos
113,113,Length,Lasso,4,0.8735504162601104,37.82809136781246,52.27986995509848,0.8683361124055196,39.45780844623631,53.86116301833584,0.9473217050644942,0.9449401130828784,585,bos
114,114,Length,Lasso,5,0.874209352158744,37.63027613600549,51.83093199525757,0.8639488181651589,39.72709104247152,56.0168202682908,0.9482394893860392,0.9466555342791484,588,bos
115,115,Length,Lasso,1,0.6664250064598058,60.96363572187919,85.18186550893188,0.643864161260917,63.24665271791117,87.50334335229847,0.7933583862745729,0.7871492928950686,816,pca1-2
116,116,Length,Lasso,2,0.6709920122387056,61.07051260450263,85.13922417766426,0.6000321063737079,64.11050712103368,90.24261416968652,0.7984441430102956,0.7683978690353811,732,pca1-2
117,117,Length,Lasso,3,0.6640005234212172,61.11718854339621,85.4887725872282,0.6393762107332506,64.04692951193755,88.0498408666152,0.7947951926245147,0.7759883836865235,757,pca1-2
118,118,Length,Lasso,4,0.66790689965543,60.81695766954913,84.72385785942025,0.6207161384742137,64.32097270094374,91.41649620466866,0.7943537893598098,0.7776088847298674,742,pca1-2
119,119,Length,Lasso,5,0.6694819988838667,60.742233300892885,84.01607720803366,0.6082572776885775,64.62901221068223,95.05342323955684,0.7961978987737406,0.7775252470933152,734,pca1-2
120,120,Length,Lasso,1,0.8872523081979073,34.47472446993658,49.52269077740405,0.872753789810687,36.18312254398322,52.3045217298959,0.9636444051259512,0.9599350836988436,552,mean
121,121,Length,Lasso,2,0.8846557466527515,35.060246795833635,50.4108996911902,0.884136640385111,34.44428181437446,48.57045375745366,0.963158687200771,0.961724380306906,554,mean
122,122,Length,Lasso,3,0.8849894171315522,34.78898933382674,50.01596857833783,0.8834435734231534,35.304744750897584,50.057539795887344,0.9632727366937004,0.960689253281346,547,mean
123,123,Length,Lasso,4,0.8865409290418133,34.34533474304976,49.521684406566806,0.8769350104557947,36.27502240676008,52.07264635964648,0.9635834995422096,0.9608406642293112,545,mean
124,124,Length,Lasso,5,0.8865944641941542,34.1463450770556,49.21324119008625,0.8762723779102213,36.1180060088236,53.41959938660146,0.9642358918503272,0.9630722231470382,553,mean
125,125,Length,Lasso,1,0.1138775734907319,105.60332188905508,138.8344576036226,0.0610646659710557,108.5895175732285,142.08055615079027,0.3154459909565449,0.2150478180472051,377,rbf2
126,126,Length,Lasso,2,0.1058892663023307,106.75422635797234,140.35313628170488,0.0765263434022384,106.19213339694748,137.12333197338725,0.298911845386732,0.2493363173185898,339,rbf2
127,127,Length,Lasso,3,0.1033834796919613,106.48923218155154,139.65071048623554,0.0875170933712015,107.6151630861481,140.05988260837185,0.3017476907226064,0.2574038497868277,343,rbf2
128,128,Length,Lasso,4,0.1068198515480346,105.81763497575336,138.94576927965664,0.0771237995133142,108.34054361408786,142.59822279557238,0.2978405403757685,0.2492176492073937,348,rbf2
129,129,Length,Lasso,5,0.1080275567201796,105.48161161421496,138.0195350210559,0.0719153904889495,110.15361660020938,146.30564361662468,0.3064560471493978,0.2383218798215093,364,rbf2
130,130,Length,Lasso,1,0.8181096829705777,44.84273026075398,62.90065875922928,0.801397267323518,46.9913040236818,65.3445568415899,0.9407666370678556,0.9341105404239836,565,maxPool
131,131,Length,Lasso,2,0.8160809332351373,45.494912133331006,63.656073231999024,0.8094527667929208,44.70187411494417,62.28743194562125,0.939994832921098,0.9391326937408012,560,maxPool
132,132,Length,Lasso,3,0.8153675483092389,45.19326672647594,63.37147265765219,0.8110762412412825,45.65817174526903,63.730111449242926,0.9408881386163856,0.9381674939718186,560,maxPool
133,133,Length,Lasso,4,0.8175029585745652,44.77522496989968,62.80637251139598,0.8045529363984916,46.8976678541824,65.62313359922113,0.9404131726979692,0.937969156099604,559,maxPool
134,134,Length,Lasso,5,0.8182256748886834,44.455628178514026,62.30617802971743,0.7993390351865847,47.53174466512984,68.02972911020387,0.9419041124846856,0.9354548518461356,559,maxPool
135,135,Length,Lasso,1,0.120659231408444,105.1956058647809,138.3021744121313,0.0693832280454218,108.15726696851054,141.44976969616107,0.3417491480443332,0.2564791240572427,364,sigmoid2
136,136,Length,Lasso,2,0.1150925168772839,106.16488582634942,139.6289271920097,0.0819616625123283,106.06317582252804,136.7192008034551,0.3302336082156524,0.2788417347732327,350,sigmoid2
137,137,Length,Lasso,3,0.1128589153624497,105.75423833844168,138.91083679633263,0.0947780232869673,107.31292730532564,139.501518086799,0.3322426223237651,0.2884090690391578,362,sigmoid2
138,138,Length,Lasso,4,0.1185089636780118,105.10914092714836,138.0335783914407,0.0725975199160996,108.20374391714972,142.94748414051182,0.331565137002084,0.2679074254832914,366,sigmoid2
139,139,Length,Lasso,5,0.1118598604505052,105.28549916142144,137.72271972238568,0.0947949956105123,108.76336422464264,144.49099000567674,0.3310967153907557,0.2889827345551569,370,sigmoid2
140,140,Length,Lasso,1,0.6358529339561059,63.4252361193129,88.99975507177354,0.6286494803899364,64.49453270710411,89.35293552333202,0.7817988631988334,0.783343981914961,520,pca1
141,141,Length,Lasso,2,0.645446199820731,63.17912269980583,88.38275596622877,0.5854134230537806,64.95735113173949,91.8769819196596,0.7874712986915564,0.76532777493789,522,pca1
142,142,Length,Lasso,3,0.6376871450255703,63.181992199905785,88.77315457019938,0.6233170674086386,65.52454525616653,89.98898650298965,0.7835018705181819,0.7692348533481039,528,pca1
143,143,Length,Lasso,4,0.6408833748969928,63.02705073814236,88.10357923258212,0.604204485505409,65.6635993116756,93.38515066291042,0.783555063759517,0.7714355749692964,521,pca1
144,144,Length,Lasso,5,0.6445670165597732,62.611343412582336,87.12518328450845,0.5934518558113839,66.00301854353874,96.83297726785722,0.7854239375209812,0.7722162112151919,541,pca1
145,145,Length,Lasso,1,0.3709828362347155,84.0715492062136,116.97192898028398,0.3493909557339513,85.63292929043281,118.27061500699104,0.6525832346870236,0.6333269458102292,205,iDCT1
146,146,Length,Lasso,2,0.367372458167043,84.89090630116375,118.05938458585749,0.365415002413301,82.43731884251925,113.6695138116538,0.6502956603842721,0.6480677285823896,210,iDCT1
147,147,Length,Lasso,3,0.370466358733566,83.93282196317237,117.0170789555234,0.3534614900176637,85.35384886601935,117.89586906577208,0.6562794340091787,0.6300113976241339,210,iDCT1
148,148,Length,Lasso,4,0.3703795578168517,83.96218474968474,116.65818267307732,0.3546962227676332,84.92850753282411,119.24069354019784,0.6505806741295411,0.6487249417627285,215,iDCT1
149,149,Length,Lasso,5,0.3718349788506886,83.2455431575426,115.82484186892104,0.348540293529905,87.10516770110087,122.57758853155022,0.6545563367343479,0.6460173056809638,209,iDCT1
150,150,Charge,Lasso,1,0.0971336041151248,5.462739686407044,7.441958605830565,0.0249718640751698,5.694240841173473,7.830972586654378,0.2568300226484475,0.1635766638243542,264,pca2
151,151,Charge,Lasso,2,0.0887311101772908,5.502654441415891,7.487853904208168,0.074216812601238,5.5423528877691846,7.586301297606693,0.2471637406077386,0.220992463473487,307,pca2
152,152,Charge,Lasso,3,0.084623470270098,5.503005232324703,7.514615269922901,0.0619218072536066,5.5768924290902,7.595415331642543,0.2467148906148406,0.2044428182219041,246,pca2
153,153,Charge,Lasso,4,0.0931263989699056,5.491668392235487,7.4709639107271935,0.0542401944550229,5.567730116779392,7.662773968474805,0.2489671047877185,0.1976327901073204,302,pca2
154,154,Charge,Lasso,5,0.0874504038925709,5.513353289788669,7.531881530345378,0.0610007514685624,5.5381172124296265,7.478465238061096,0.2513581146265458,0.1907949548867129,277,pca2
155,155,Charge,Lasso,1,0.1591586924391042,5.235537130533193,7.181787072406303,0.1005029967358234,5.486152736792596,7.521543819874192,0.3881697422249484,0.3083941923033738,452,iDCT2
156,156,Charge,Lasso,2,0.1556806426234995,5.259592657987056,7.207546673976116,0.1159653129422372,5.395717272865254,7.413274734749363,0.3828037107800138,0.3344063579665003,462,iDCT2
157,157,Charge,Lasso,3,0.1568498328510181,5.2518054130170535,7.212059971736517,0.1015150665379687,5.42574786053735,7.433398338610465,0.3884413054021967,0.3107753461460616,447,iDCT2
158,158,Charge,Lasso,4,0.1550505400958308,5.275587700154082,7.211384049071586,0.1147491633380242,5.373393687275517,7.413593372995279,0.3813454432061626,0.3382828598437248,431,iDCT2
159,159,Charge,Lasso,5,0.1512273861673547,5.297819513573737,7.263917798813506,0.1203878851788913,5.324588092465123,7.238114651537125,0.3771017373472312,0.3385813136397866,437,iDCT2
160,160,Charge,Lasso,1,0.4561236074537198,4.22216766903929,5.775979053305537,0.2528999042692289,4.98665556703591,6.854827425618309,0.6613984834080632,0.4979257573834587,2304,iDCT5
161,161,Charge,Lasso,2,0.4593190650964189,4.217672643264571,5.767725968114688,0.2744828748377025,4.881338391317593,6.715823539499329,0.6644354369068818,0.5093542075297414,2354,iDCT5
162,162,Charge,Lasso,3,0.4526604427281447,4.249043662128938,5.8107913651077325,0.2791760197953742,4.8310418988141,6.658043372018599,0.658963321204298,0.5227449121385793,2387,iDCT5
163,163,Charge,Lasso,4,0.4483402490011824,4.252487724781623,5.8269180222035,0.2997739304562199,4.81572910667195,6.593480508132663,0.6579837803723372,0.5275647936625233,2290,iDCT5
164,164,Charge,Lasso,5,0.4490654057972455,4.263817645415333,5.85228224806658,0.287864187167072,4.778609030337571,6.512702952897652,0.6570972882575089,0.5217231092599183,2293,iDCT5
165,165,Charge,Lasso,1,0.2203514524377439,5.044796833339015,6.915521606241176,0.166305855993798,5.282279932613591,7.241199372181321,0.4584062067733915,0.4093038106034493,504,sigmoid1
166,166,Charge,Lasso,2,0.2164795271064032,5.066941890912964,6.943193434464196,0.1781791018863467,5.200989351183119,7.147662418616035,0.4530486310315108,0.4209527532788262,494,sigmoid1
167,167,Charge,Lasso,3,0.2175435040538588,5.065564302508625,6.947634521282187,0.1679113628087289,5.194638969962495,7.153470697803004,0.458830283597129,0.4031778672785863,490,sigmoid1
168,168,Charge,Lasso,4,0.2159710544308276,5.063686822852442,6.946552253906818,0.1777921866469813,5.202985423404593,7.144739331277579,0.4550924066504077,0.4112177654204216,494,sigmoid1
169,169,Charge,Lasso,5,0.2143656052523186,5.0818021949858965,6.988524402045416,0.1773558694251503,5.149673770294124,6.999803662235547,0.4568638914917601,0.4081626881142871,488,sigmoid1
170,170,Charge,Lasso,1,0.4200845458888907,4.352934073078351,5.964277568156065,0.2409395281374717,5.032249869143454,6.909479261580652,0.6344622006375757,0.4860108599224499,1935,iDCT4
171,171,Charge,Lasso,2,0.4229309392348668,4.359212502298628,5.958651495578284,0.2647345450873868,4.893714349828004,6.760791198910837,0.6362664796688228,0.5052347501542238,2023,iDCT4
172,172,Charge,Lasso,3,0.4161189759498543,4.392649149742998,6.001627609798128,0.259469882087365,4.904334386869277,6.748439673868504,0.6297447326515279,0.5023338015333191,1990,iDCT4
173,173,Charge,Lasso,4,0.4203397592803277,4.363036486273949,5.972965620483373,0.2905060751759202,4.834609361471629,6.636971143375355,0.6362359322981507,0.5174246538366587,2076,iDCT4
174,174,Charge,Lasso,5,0.4097181434931263,4.4177056778177946,6.057660907746522,0.277102747532408,4.827962905552992,6.561726793546401,0.6273766584577901,0.5048432212614984,1953,iDCT4
175,175,Charge,Lasso,1,0.2195393163438032,5.047818933040232,6.919122512630326,0.1578970772057845,5.313540841037404,7.277625726964907,0.4528988742511901,0.3940332008929239,518,rbf1
176,176,Charge,Lasso,2,0.213567945373447,5.079828782521215,6.956082012488272,0.1731128148210563,5.20912239451282,7.169660199289292,0.4462742082750244,0.4106803796668608,495,rbf1
177,177,Charge,Lasso,3,0.2122095173739944,5.078386403130565,6.971275226974663,0.1702203143240301,5.197978778878805,7.1435387684353495,0.4505530701915591,0.3997805346608233,480,rbf1
178,178,Charge,Lasso,4,0.2117062393566668,5.081587776214829,6.96541991304108,0.1783478069716688,5.19237551365018,7.142324836300049,0.445712752783143,0.4108955399829465,500,rbf1
179,179,Charge,Lasso,5,0.2134252757513014,5.090982877826649,6.992705450198438,0.1716084257471859,5.165810746576912,7.024213337871382,0.4503818975404015,0.4011568270100985,506,rbf1
180,180,Charge,Lasso,1,0.2380720906754996,4.9850925313912064,6.836478407615896,0.1538035362142141,5.278050900000437,7.295292891889689,0.4753567070967558,0.3845288991928956,751,iDCT3
181,181,Charge,Lasso,2,0.2316253714057394,5.011013407217581,6.875758246834818,0.1648191556650824,5.215632473793206,7.20552625193482,0.4682741969601007,0.3971411466500248,710,iDCT3
182,182,Charge,Lasso,3,0.2316433593258563,5.008311015562181,6.884751807885424,0.1647663707648872,5.242673173046715,7.166976705043971,0.4714521653555733,0.3985964648736592,727,iDCT3
183,183,Charge,Lasso,4,0.2306155173925007,5.023182323929589,6.881370955392162,0.174390147981947,5.183966106413156,7.159505420572325,0.4679333244089454,0.4110653358957146,726,iDCT3
184,184,Charge,Lasso,5,0.2302567366576331,5.031820904926764,6.917484426776812,0.1769051455319769,5.140345846313867,7.001720983838346,0.4680153462660838,0.4078605333964475,719,iDCT3
185,185,Charge,Lasso,1,0.7255568900387659,2.924970106594208,4.103001459782392,0.6962033627774199,3.1216250935797807,4.371179196392453,0.8659014158162415,0.8511478930139165,591,bos
186,186,Charge,Lasso,2,0.7239288217729409,2.956258224404421,4.121398651564568,0.702597883636434,3.0368345468219613,4.299792221700333,0.8644564366771752,0.8568925063373894,579,bos
187,187,Charge,Lasso,3,0.7209558670272992,2.9620641375138166,4.148998827199734,0.7108032623373681,2.9900965397085946,4.217243733460623,0.8634770996327267,0.8617734083901124,579,bos
188,188,Charge,Lasso,4,0.7249597978187269,2.9390233119510487,4.11435108329645,0.6999072426273252,3.1042919002917144,4.316416518401626,0.8654307712470803,0.8516791939858239,591,bos
189,189,Charge,Lasso,5,0.723792589130898,2.958049785191061,4.143743888012263,0.7023758831525302,3.031659902215184,4.210308479835588,0.8653229738357273,0.8513482835036206,590,bos
190,190,Charge,Lasso,1,0.3236468997887275,4.74900817747951,6.441132720868052,0.2340678078602913,5.0629376465404805,6.940684307747114,0.5107773419162069,0.4505165430726371,713,pca1-2
191,191,Charge,Lasso,2,0.3189968322374422,4.776416410212633,6.473045449110159,0.2612166631387735,4.957737494366473,6.776945422354094,0.5078803783287223,0.4650773514310458,758,pca1-2
192,192,Charge,Lasso,3,0.3201466854181309,4.7761564915666606,6.476113832146201,0.2407248625158403,4.981624792259213,6.83331744218181,0.5117338584632651,0.4487832253153827,696,pca1-2
193,193,Charge,Lasso,4,0.3138481600716362,4.789667094827906,6.498503762467582,0.2482962262696162,4.989568677992303,6.831545325503492,0.5056298747180833,0.4528664989650973,656,pca1-2
194,194,Charge,Lasso,5,0.3148779912613965,4.790842422144357,6.526182302382058,0.2547306564285315,4.947161554686591,6.662488699888146,0.5106295944541163,0.4486032523022216,692,pca1-2
195,195,Charge,Lasso,1,0.7997365485910545,2.441138504082616,3.504905829803892,0.791604299959821,2.5364146127838603,3.620357903804047,0.9253911614604932,0.9201516966768244,570,mean
196,196,Charge,Lasso,2,0.8019440519486759,2.4484622281066093,3.49082465920263,0.7855373122299742,2.539830147005089,3.651331927268562,0.9244351491505832,0.9207599088074294,568,mean
197,197,Charge,Lasso,3,0.8005034218286469,2.4549853050407986,3.5081212043536327,0.7901438863947068,2.4935020959133056,3.592467266761316,0.9238893421821316,0.924119530110424,560,mean
198,198,Charge,Lasso,4,0.8018915292719528,2.4387826450472123,3.491843583703323,0.7852139823000042,2.55289481417434,3.651729431922476,0.9258454219678074,0.9184426274991938,567,mean
199,199,Charge,Lasso,5,0.8012221544124529,2.448920495426292,3.515274399618097,0.7872127894427621,2.498343442415456,3.560021473912204,0.9251605194089036,0.91778330712332,571,mean
200,200,Charge,Lasso,1,0.0733990253955814,5.530930190320825,7.539141278541101,0.0110711999246835,5.749144665492051,7.886596869106269,0.2270550501693541,0.1251093328198964,311,rbf2
201,201,Charge,Lasso,2,0.0626231991278849,5.566917909275028,7.594360181195483,0.0520947094684323,5.60863399734316,7.676405642203577,0.2176553992123406,0.1938943275434822,301,rbf2
202,202,Charge,Lasso,3,0.0567821048934314,5.57388316522057,7.6280385660323695,0.0412776970046074,5.639346693472691,7.678535953224122,0.2119417773508053,0.1686625527994396,250,rbf2
203,203,Charge,Lasso,4,0.0619210592550243,5.566436650141679,7.598413989455941,0.0420898618250739,5.629652486512803,7.711839345848689,0.2124668483434351,0.1643458555157997,289,rbf2
204,204,Charge,Lasso,5,0.0679679197951064,5.56662248153785,7.611857899832524,0.0289779223384876,5.615512867431485,7.604915784356008,0.2248884685490805,0.1412521213034989,295,rbf2
205,205,Charge,Lasso,1,0.6112502389845105,3.525061456840924,4.883268150683192,0.577466775475883,3.728881523904807,5.155105547236274,0.7996542485823311,0.7789496124310871,544,maxPool
206,206,Charge,Lasso,2,0.6109257539926121,3.54833028684229,4.892719660029802,0.5826312813292127,3.640549326915794,5.093723778220151,0.7980827802210083,0.785104573760497,552,maxPool
207,207,Charge,Lasso,3,0.6080522032850258,3.5477088564316825,4.917235155660135,0.5903708778651447,3.619271578473058,5.019118151173175,0.7966116406110961,0.7901385505632962,532,maxPool
208,208,Charge,Lasso,4,0.6072114486055922,3.548778974949761,4.916801428119206,0.597244673916886,3.62700791554125,5.000532278505264,0.7986932678960593,0.7864107062959704,558,maxPool
209,209,Charge,Lasso,5,0.6121414411359978,3.548981714999339,4.910344149824777,0.5770193774642224,3.6581412055653337,5.019264623295988,0.7988592400271677,0.7821400801948223,565,maxPool
210,210,Charge,Lasso,1,0.0703555865554267,5.527053200107133,7.551512356351402,0.0143243106403468,5.74706732362361,7.873614586368131,0.2427459075960451,0.1332177120713653,272,sigmoid2
211,211,Charge,Lasso,2,0.0620810822967053,5.564631628325871,7.596555901950398,0.0514004901449832,5.606128769652557,7.679216120116922,0.2287501808178918,0.2064184852758585,306,sigmoid2
212,212,Charge,Lasso,3,0.0572788778611919,5.568624276181144,7.626029537971388,0.0413966625357369,5.639957672770691,7.678059532969377,0.2244851291826549,0.179890748947212,249,sigmoid2
213,213,Charge,Lasso,4,0.0663470229732716,5.555564836582182,7.580467703203999,0.0360515246396839,5.629102045925676,7.736107557301701,0.2319583318677223,0.1728924148967018,298,sigmoid2
214,214,Charge,Lasso,5,0.0677251456426231,5.563917455794432,7.612849197271119,0.0353256246075868,5.597285673062504,7.580017847322693,0.238729919397814,0.1667368392839612,300,sigmoid2
215,215,Charge,Lasso,1,0.2871152941781666,4.8593207404894745,6.612796440917145,0.2305241989049747,5.091680220741122,6.956721425310428,0.4848114078795848,0.4430796981101504,516,pca1
216,216,Charge,Lasso,2,0.2819164436980031,4.885551982140886,6.64693728523879,0.2407227604497357,5.010840294915899,6.8702989185086025,0.4800340603525658,0.4543761336675731,502,pca1
217,217,Charge,Lasso,3,0.2869416073871539,4.873383501634687,6.63238016979706,0.2185977845979902,5.047773616213672,6.932171937468591,0.4872895097448915,0.4319722436972569,487,pca1
218,218,Charge,Lasso,4,0.2823418319250705,4.884024063864735,6.646026592613666,0.2345137347342571,5.030599138283745,6.893889060063582,0.4816931331714877,0.4419028029321179,490,pca1
219,219,Charge,Lasso,5,0.281293708852762,4.893916503424168,6.6842235309179685,0.2382762053139552,4.987297235332174,6.73563613354065,0.484620675019092,0.4387454216025505,494,pca1
220,220,Charge,Lasso,1,0.0877101241177967,5.461103236641082,7.480694739748331,0.0671663897366283,5.558555702243303,7.659655236427277,0.2857815251312934,0.2546716113500956,166,iDCT1
221,221,Charge,Lasso,2,0.0913721179749291,5.456137330084046,7.476995512287613,0.0631848327849997,5.561295544448816,7.631368043472134,0.2915443168151318,0.2431232593998598,182,iDCT1
222,222,Charge,Lasso,3,0.0885346886316923,5.459298607233403,7.498543870181879,0.0660002422718465,5.544470769471191,7.578886245248368,0.2915850340797276,0.2436033969985943,159,iDCT1
223,223,Charge,Lasso,4,0.0861906806341326,5.47705376605889,7.499478251617178,0.0761639202974541,5.498333266322009,7.573437548012375,0.2823619409634539,0.2785631189770464,174,iDCT1
224,224,Charge,Lasso,5,0.0845603324803414,5.49529384455129,7.543798947275,0.0810656937973871,5.427951559729043,7.398132232179859,0.2828177085698828,0.2775966836843697,172,iDCT1
225,225,SS H,Lasso,1,0.1121995977274198,0.1391869619810581,0.1844664924360997,0.0825115747102823,0.1386190926622673,0.1850978500991912,0.3017479666879744,0.2479985910008412,334,pca2
226,226,SS H,Lasso,2,0.1176537908771122,0.1381652019747835,0.1837676977214659,0.0701701568441725,0.1410772904613662,0.1868652892820067,0.3080670721150997,0.243875579066919,354,pca2
227,227,SS H,Lasso,3,0.1171539650272617,0.1376351435475335,0.1828093169249439,0.0566956341951526,0.1449552499845815,0.1923843814511979,0.3082699428170023,0.21324433764854,320,pca2
228,228,SS H,Lasso,4,0.121461040690694,0.1381556567075536,0.1834610443372568,0.0676003298991942,0.1404966408445452,0.1867266313757059,0.3144150034348904,0.2289918606514256,390,pca2
229,229,SS H,Lasso,5,0.115297853694069,0.1379923666694602,0.1830834190404747,0.0652187745005984,0.1427674965221937,0.191182079314205,0.2988757616488009,0.2384595022768689,340,pca2
230,230,SS H,Lasso,1,0.4018135480011273,0.1181045961670693,0.1514182098840341,0.3565434190332309,0.1203999905233623,0.1550103514568019,0.5946946898509745,0.5426036481817619,542,iDCT2
231,231,SS H,Lasso,2,0.3991862304782363,0.1178664142909152,0.1516420339888937,0.3613783316533799,0.1211821584422958,0.1548633758235693,0.5868807786712008,0.5636310085480073,538,iDCT2
232,232,SS H,Lasso,3,0.3981791498716043,0.117639443646843,0.1509348249410296,0.3685416623179086,0.123185965793053,0.1574041723428667,0.5877575849231749,0.5655529625257315,562,iDCT2
233,233,SS H,Lasso,4,0.4008046601921563,0.1180876309477436,0.1515121853148424,0.3638442609560463,0.1201525956945689,0.1542364183559144,0.5893067091250983,0.5593549477396927,568,iDCT2
234,234,SS H,Lasso,5,0.4042910104548359,0.1171732152535754,0.1502337648140591,0.3506498786616709,0.1231827919375926,0.159342509672769,0.5932621483260325,0.553961002307911,576,iDCT2
235,235,SS H,Lasso,1,0.857154874391805,0.0560770357567844,0.0739933233579918,0.7645381385251884,0.0706612383417183,0.0937694489855958,0.9113603646890226,0.8406960246649231,3290,iDCT5
236,236,SS H,Lasso,2,0.8518287628490965,0.0571091262948357,0.0753063530256685,0.7705923175010045,0.0699183713247109,0.092817715688749,0.9063139543028748,0.8544978723410486,3171,iDCT5
237,237,SS H,Lasso,3,0.8570578358591823,0.0558048597688761,0.0735590339429429,0.7747925890543526,0.0707556907540444,0.0940015961567727,0.9091050824684592,0.8598713209496427,3379,iDCT5
238,238,SS H,Lasso,4,0.8563614794782586,0.0562456011975666,0.0741820465110306,0.7811499018493169,0.0684959513824066,0.0904645817635886,0.9101472430620864,0.8539898431145465,3373,iDCT5
239,239,SS H,Lasso,5,0.855518838686319,0.0561021223544783,0.0739871137282363,0.771449343512891,0.0702197272200875,0.0945329969977546,0.9088089488025636,0.8556775855426716,3249,iDCT5
240,240,SS H,Lasso,1,0.3681339712990805,0.1108948523909018,0.1556224773525691,0.3355462911590006,0.1116344013031003,0.1575191800293949,0.5923083067949186,0.5552952395130022,494,sigmoid1
