,Model,Fold,Accuracy_train,Recall_train,Precision_train,F1_score_train,Accuracy_test,Recall_test,Precision_test,F1_score_test,class_0_non_zero_coef,class_1_non_zero_coef,class_2_non_zero_coef,class_3_non_zero_coef,class_4_non_zero_coef,class_0_accuracy,class_1_accuracy,class_2_accuracy,class_3_accuracy,class_4_accuracy,Compression_methd
7,LogR,8,0.9341940857975843,0.8898248411084697,0.9359882150929499,0.909966753036823,0.8667917448405253,0.8018713665132615,0.8408906860616587,0.8172032260348887,292,271,275,358,235,0.8367346938775511,0.5555555555555556,0.74,0.8961748633879781,0.9808917197452229,mean
8,LogR,9,0.9354435651811746,0.8923445320167985,0.9357631277984224,0.9110915577515974,0.8761726078799249,0.7799478504148671,0.8676836265434591,0.8118057213340689,301,284,264,359,233,0.8051948051948052,0.5142857142857142,0.6842105263157895,0.9147982062780269,0.98125,mean
9,LogR,10,0.9339858392336526,0.889295659130315,0.9333417155502,0.9084005314499359,0.8818011257035647,0.8071829142892935,0.8678028839800348,0.828190962463793,308,278,271,361,235,0.8313253012048193,0.48717948717948717,0.8297872340425532,0.9313725490196079,0.95625,mean
0,LogR,1,0.9989585503020204,0.9976377139788765,0.9994375703037119,0.9985343422673149,0.8164794007490637,0.7129336665239931,0.7594258981676829,0.7305966695834683,927,828,843,1261,772,0.6595744680851063,0.48717948717948717,0.5490196078431373,0.9273743016759777,0.9415204678362573,iDCT
1,LogR,2,0.9987502603624245,0.9976247890327787,0.9993247045582443,0.9984711662480958,0.8146067415730337,0.6781682379808383,0.7455652161679257,0.699635893252192,934,837,791,1289,771,0.7184466019417476,0.35135135135135137,0.43478260869565216,0.9281767955801105,0.9580838323353293,iDCT
2,LogR,3,0.9981253905436367,0.9952274736484188,0.998989898989899,0.9970924403328432,0.8164794007490637,0.7196658877116755,0.7394879227053139,0.7282051117034303,965,846,855,1237,752,0.8316831683168316,0.5135135135135135,0.46808510638297873,0.8379888268156425,0.9470588235294117,iDCT
3,LogR,4,0.9993751301812123,0.9986918212291099,0.9996573386636207,0.9991736439210808,0.8071161048689138,0.7087173816895179,0.7512023746234272,0.7241855232228078,935,830,829,1249,749,0.8,0.42857142857142855,0.5098039215686274,0.8578431372549019,0.9473684210526315,iDCT
4,LogR,5,0.9987502603624245,0.9975227113194405,0.9993123209169055,0.9984140366527171,0.8239700374531835,0.6786514685597863,0.7500455089837241,0.7034065753087493,969,787,855,1223,773,0.775,0.35,0.40476190476190477,0.9389671361502347,0.9245283018867925,iDCT
5,LogR,6,0.9985422740524781,0.9969863446001297,0.999205448354143,0.9980903054824479,0.8348968105065666,0.6934628450537343,0.7364125013563216,0.7110484998869728,963,815,857,1230,771,0.7529411764705882,0.41379310344827586,0.4318181818181818,0.9137055837563451,0.9550561797752809,iDCT
6,LogR,7,0.9983340274885465,0.9966572272754906,0.9990965556182948,0.9978705373869857,0.8142589118198874,0.7017942535664055,0.7607284382284383,0.7220600818756047,945,804,861,1235,761,0.8,0.4,0.4642857142857143,0.9206349206349206,0.9240506329113924,iDCT
7,LogR,8,0.9983340274885465,0.9970990101562143,0.999099606077659,0.998094587250355,0.7917448405253283,0.6863371953354799,0.7379957926945878,0.7042600488700832,978,823,836,1278,776,0.7346938775510204,0.4,0.48,0.8743169398907104,0.9426751592356688,iDCT
8,LogR,9,0.9987505206164098,0.9974349627664603,0.999308357348703,0.9983669657274185,0.8424015009380863,0.7348466125566667,0.7495591604841525,0.7413924964118757,978,805,843,1283,777,0.7922077922077922,0.5142857142857142,0.5263157894736842,0.8789237668161435,0.9625,iDCT
9,LogR,10,0.9987505206164098,0.9971794421364187,0.9993158494868872,0.9982427888349708,0.8273921200750469,0.7244441388351133,0.7543456253670449,0.7373883121479891,929,772,850,1221,759,0.7590361445783133,0.41025641025641024,0.6170212765957447,0.8921568627450981,0.94375,iDCT
0,LogR,1,0.8548219121016455,0.7908337929233069,0.8534013563216531,0.816972186580762,0.6947565543071161,0.5822462384632681,0.6158838383838384,0.5942362912384281,557,513,527,575,558,0.5,0.358974358974359,0.39215686274509803,0.7653631284916201,0.8947368421052632,rbf1
1,LogR,2,0.8496146636117475,0.7833276621319589,0.8478854872438999,0.810014257749018,0.7153558052434457,0.5914500415646653,0.6631467154777502,0.611166856046046,558,512,507,590,551,0.6504854368932039,0.24324324324324326,0.41304347826086957,0.8121546961325967,0.8383233532934131,rbf1
2,LogR,3,0.8456571547594252,0.7765587486091539,0.8438429687700548,0.8040507761324098,0.6872659176029963,0.5647707645613596,0.596760215746798,0.5763264879662812,562,494,517,580,556,0.5346534653465347,0.2702702702702703,0.3829787234042553,0.7653631284916201,0.8705882352941177,rbf1
3,LogR,4,0.8508644032493231,0.7858206759193092,0.8535107380409699,0.8135382644875196,0.704119850187266,0.6100457024915229,0.6373435185028702,0.6201302229179988,558,503,513,581,552,0.6352941176470588,0.35714285714285715,0.45098039215686275,0.7647058823529411,0.8421052631578947,rbf1
4,LogR,5,0.8527390127056863,0.7879261719170454,0.8512695503119927,0.8139875375581387,0.7191011235955056,0.57794670538957,0.6163023109314669,0.5897415835520331,566,510,510,593,548,0.5625,0.325,0.30952380952380953,0.812206572769953,0.8805031446540881,rbf1
5,LogR,6,0.8458975426905456,0.7835092752124264,0.8458930135458569,0.8093546288202415,0.7392120075046904,0.5981473112439304,0.6229465292758511,0.6051542545987559,553,514,514,584,554,0.7058823529411765,0.27586206896551724,0.3409090909090909,0.7411167512690355,0.9269662921348315,rbf1
