,Model,Fold,Accuracy_train,Recall_train,Precision_train,F1_score_train,Accuracy_test,Recall_test,Precision_test,F1_score_test,class_0_non_zero_coef,class_1_non_zero_coef,class_2_non_zero_coef,class_3_non_zero_coef,class_4_non_zero_coef,class_0_accuracy,class_1_accuracy,class_2_accuracy,class_3_accuracy,class_4_accuracy,Compression_methd
6,LogR,7,0.8521449396084965,0.7855701783816749,0.8496992622639222,0.8121374379958027,0.7054409005628518,0.5924429040251825,0.6447898278171735,0.6056725972970398,552,501,504,581,549,0.5777777777777777,0.4,0.30357142857142855,0.8201058201058201,0.8607594936708861,rbf1
7,LogR,8,0.8567263640149938,0.7929992652039841,0.8595340062200121,0.8206266595188094,0.6885553470919324,0.5809432888744931,0.6532344586526327,0.5995456184343012,547,508,510,584,546,0.6122448979591837,0.26666666666666666,0.4,0.7595628415300546,0.8662420382165605,rbf1
8,LogR,9,0.844231570179092,0.7810188751047586,0.8423809987478059,0.8063511406750257,0.7410881801125704,0.6269153736869691,0.6342656727607998,0.6300529895994913,556,511,519,580,548,0.4935064935064935,0.4857142857142857,0.4473684210526316,0.7892376681614349,0.91875,rbf1
9,LogR,10,0.844231570179092,0.7791836390292032,0.8432568695050376,0.8057237412484326,0.6904315196998124,0.5611729994977503,0.5937496027921643,0.5681817018081431,566,497,508,581,535,0.6506024096385542,0.28205128205128205,0.2553191489361702,0.7303921568627451,0.8875,rbf1
0,LogR,1,0.9287648406581962,0.8939525971733158,0.9386846423110603,0.9140571281274067,0.7209737827715356,0.610850243884075,0.6372529280402499,0.6186501187890029,807,660,695,953,751,0.5851063829787234,0.46153846153846156,0.3137254901960784,0.7932960893854749,0.9005847953216374,pca1-2
1,LogR,2,0.93418037908769,0.9041757084121151,0.9434319362736743,0.9220958927509939,0.7415730337078652,0.6197252380341817,0.66837047783677,0.6368798108617192,822,666,728,950,752,0.6407766990291263,0.32432432432432434,0.41304347826086957,0.8342541436464088,0.8862275449101796,pca1-2
2,LogR,3,0.9327223495105187,0.9025463810301686,0.9416350524673126,0.9204397064130733,0.7172284644194756,0.6015941681174807,0.6674945710761826,0.6198448694965197,806,654,707,963,750,0.5346534653465347,0.2702702702702703,0.5106382978723404,0.8100558659217877,0.8823529411764706,pca1-2
3,LogR,4,0.9345969589668819,0.9038776200017503,0.9418588475496993,0.9211519839904566,0.7134831460674157,0.6085286746277457,0.6422470398871077,0.6219972535652853,828,649,706,962,745,0.5882352941176471,0.35714285714285715,0.43137254901960786,0.7843137254901961,0.881578947368421,pca1-2
4,LogR,5,0.9327223495105187,0.9012175013248083,0.9424628307148619,0.9199218040795566,0.7359550561797753,0.5903642294015666,0.6475446388686807,0.6082831103454824,804,657,706,950,723,0.5375,0.3,0.38095238095238093,0.8591549295774648,0.8742138364779874,pca1-2
5,LogR,6,0.931695127030404,0.9003950022533009,0.9389980549467568,0.9179659380398564,0.726078799249531,0.5738074844854874,0.6003473233890235,0.5829864365767012,829,629,721,949,744,0.611764705882353,0.2413793103448276,0.3409090909090909,0.7817258883248731,0.8932584269662921,pca1-2
6,LogR,7,0.9354435651811746,0.9038521626770214,0.9455045520409338,0.9227374351545541,0.7204502814258912,0.6083544303797469,0.6509958072676991,0.6226779110157825,826,669,714,938,757,0.6444444444444445,0.375,0.3392857142857143,0.8412698412698413,0.8417721518987342,pca1-2
7,LogR,8,0.9354435651811746,0.907743041336718,0.9450906644376792,0.9249421349070003,0.6960600375234521,0.5749138906824433,0.6345323470690264,0.5867610066592819,804,645,687,950,752,0.6224489795918368,0.24444444444444444,0.34,0.7759562841530054,0.89171974522293,pca1-2
8,LogR,9,0.9308621407746772,0.8971335926481153,0.9376965391523294,0.9153636310880382,0.7410881801125704,0.6247238152454107,0.6249555475695692,0.6244223492125275,812,661,710,930,750,0.5584415584415584,0.42857142857142855,0.4473684210526316,0.7892376681614349,0.9,pca1-2
9,LogR,10,0.9325281132861308,0.9009456488471308,0.9382583421599463,0.9180774815960122,0.7298311444652908,0.5798045740292449,0.6123968178117588,0.586535116123245,801,654,713,952,760,0.6746987951807228,0.20512820512820512,0.2978723404255319,0.8088235294117647,0.9125,pca1-2
0,LogR,1,0.6790252030826911,0.5603446991996988,0.7140762437633724,0.6013308078179782,0.548689138576779,0.4110492011052436,0.471522588136318,0.417838138305648,461,362,398,511,482,0.35106382978723405,0.15384615384615385,0.13725490196078433,0.6703910614525139,0.7426900584795322,pca2
1,LogR,2,0.674234534471985,0.5555982383984824,0.7189090871909023,0.5984743387675018,0.550561797752809,0.38801984858480715,0.4382596115153038,0.3842770652630539,471,359,406,510,496,0.32038834951456313,0.10810810810810811,0.043478260869565216,0.7016574585635359,0.7664670658682635,pca2
2,LogR,3,0.6808998125390544,0.5607104776173755,0.7203109666580518,0.602681197561709,0.5318352059925093,0.39931709230235424,0.4618928433054741,0.4080021690064822,467,373,410,507,496,0.25742574257425743,0.13513513513513514,0.2127659574468085,0.7206703910614525,0.6705882352941176,pca2
3,LogR,4,0.6746511143511769,0.5523974857185264,0.7172625238945719,0.5936485654320621,0.5337078651685393,0.4151289989680082,0.5116310168752725,0.4318936781097119,469,351,411,510,504,0.3176470588235294,0.16666666666666666,0.23529411764705882,0.6323529411764706,0.7236842105263158,pca2
4,LogR,5,0.6771505936263279,0.562895211270089,0.725641132876852,0.605787463953012,0.5636704119850188,0.38551140174379606,0.45744696152963354,0.3926534059507457,460,356,408,510,491,0.2375,0.125,0.11904761904761904,0.7793427230046949,0.6666666666666666,pca2
5,LogR,6,0.6784673052894628,0.5621034341955919,0.7247774101049808,0.6043918833105939,0.5534709193245778,0.38140164487799877,0.44081010369743323,0.3888377494318792,467,366,410,518,495,0.25882352941176473,0.10344827586206896,0.13636363636363635,0.700507614213198,0.7078651685393258,pca2
6,LogR,7,0.6836734693877551,0.560893553134045,0.7268957959672685,0.6025487619890603,0.5084427767354597,0.3868813207420802,0.45669033982037827,0.39779047982829496,467,372,401,511,497,0.24444444444444444,0.2,0.16071428571428573,0.708994708994709,0.620253164556962,pca2
7,LogR,8,0.6807580174927114,0.5589460905312555,0.7188824412601896,0.6005299502800969,0.5159474671669794,0.3956578168074163,0.4585125189636468,0.4037896620473814,457,368,386,510,491,0.2755102040816326,0.2,0.14,0.6939890710382514,0.6687898089171974,pca2
8,LogR,9,0.6709704289879217,0.5559680676260438,0.7108623464370883,0.5962517924702255,0.5553470919324578,0.39894922283286693,0.47221277792379934,0.41267511367737175,452,362,399,507,508,0.2857142857142857,0.17142857142857143,0.15789473684210525,0.6547085201793722,0.725,pca2
9,LogR,10,0.6732611411911703,0.5531387563728625,0.7175276431611216,0.59492042611015,0.5684803001876173,0.4019343707747134,0.4204692508562318,0.39991936539420553,464,363,407,516,482,0.2891566265060241,0.0,0.2553191489361702,0.7401960784313726,0.725,pca2
