Unnamed: 0,Model,Fold,R2_score_train,MAE_score_train,RMSE_score_train,R2_score_test,MAE_score_test,RMSE_score_test,rho_score_train,rho_score_test,nun_zero_coefs,Compression_methd,Dataset
0,Lasso,1,0.404742908115521,0.7763798295982369,0.8874981973273306,0.3539491484056789,0.8099056156215734,0.9291497436674576,0.7000054815378943,0.6508653948179911,84,rbf2,BLAT ECOLX 2015
1,Lasso,2,0.4006681870241534,0.7804869936701315,0.8951840936800969,0.3747943345948238,0.7852156628607642,0.8952080808863956,0.6909391720632788,0.6750290270481776,85,rbf2,BLAT ECOLX 2015
2,Lasso,3,0.4402084636648617,0.7472893238054151,0.8609620284853894,0.4362861215762291,0.7455101501473073,0.8668982803932984,0.7256523949296593,0.7100693398809631,107,rbf2,BLAT ECOLX 2015
3,Lasso,4,0.4263136881832129,0.7595252167687873,0.87443659004753,0.3824313711955508,0.7836649596300109,0.8951262042876439,0.7142007483261563,0.6716427529883874,97,rbf2,BLAT ECOLX 2015
4,Lasso,5,0.4082050208998999,0.7698748396592106,0.8813492874979245,0.3910747507408673,0.796486348300019,0.9157024506416196,0.7020571744841324,0.6965432847677335,87,rbf2,BLAT ECOLX 2015
0,Lasso,1,0.4324263706613048,0.7538419294331378,0.866615185810329,0.3783593129431829,0.7894703765555992,0.9114273897948988,0.7174775823626696,0.666664754664749,98,sigmoid2,BLAT ECOLX 2015
1,Lasso,2,0.3939345828797838,0.785567755583816,0.9001988273679803,0.371288302232217,0.7883929448398471,0.8977146485373861,0.6862791908645501,0.6737123576694299,79,sigmoid2,BLAT ECOLX 2015
2,Lasso,3,0.4314880873332996,0.7543700515734153,0.8676421036405711,0.4304574383326409,0.7506666932843782,0.8713685279324584,0.7199129749787863,0.7062480757310415,103,sigmoid2,BLAT ECOLX 2015
3,Lasso,4,0.4344314155938045,0.7526065947822451,0.8682278589816415,0.3904222328630305,0.7770285155300324,0.8893162276477874,0.7185904230797222,0.6772564127572154,97,sigmoid2,BLAT ECOLX 2015
4,Lasso,5,0.4029786959919808,0.7739339592851577,0.8852324673335726,0.3840858769849845,0.8020168541292498,0.9209423962788448,0.6978181301845388,0.6914992988980964,78,sigmoid2,BLAT ECOLX 2015
0,Lasso,1,0.0415477350413593,1.0310573682475193,1.1261608735062314,0.0396291297093277,1.0332906388834522,1.1328485395704704,0.2774533219010173,0.2692424887549786,4,iDCT1,BLAT ECOLX 2015
1,Lasso,2,0.0442176904099719,1.0339385840876507,1.130467770589055,0.0367961404613169,1.016075577036011,1.1111473337761044,0.2706734040650257,0.2667536942258926,3,iDCT1,BLAT ECOLX 2015
2,Lasso,3,0.0355409110665111,1.0331617113567022,1.130089237879011,0.032826566178659,1.042385624251036,1.1355099846135697,0.2744072316801317,0.2620926390665501,4,iDCT1,BLAT ECOLX 2015
3,Lasso,4,0.0478736199804714,1.030503864851771,1.126518626983566,0.0407979851527242,1.018097668946924,1.1155696717583128,0.2966074481624176,0.2582203377310762,4,iDCT1,BLAT ECOLX 2015
4,Lasso,5,0.0290040461844621,1.0324440283897374,1.128940698591275,0.0324000268350904,1.0593148862509567,1.1543042880709415,0.2688824194528236,0.2941847125345393,4,iDCT1,BLAT ECOLX 2015
0,Lasso,1,0.4268211373108226,0.7610474941395506,0.870883923686537,0.3637950471037021,0.8036089090580335,0.922042379162152,0.7153339621209122,0.64595658995659,96,pca1-2,BLAT ECOLX 2015
1,Lasso,2,0.4807158238681756,0.7186694684681587,0.8332613454570451,0.4468117900150483,0.7290519300819891,0.8420715587934098,0.7494255493254992,0.7270672516203578,132,pca1-2,BLAT ECOLX 2015
2,Lasso,3,0.4630431242331519,0.7309453352950143,0.8432192992221579,0.4556256990654036,0.7316147044368269,0.8518979736826163,0.7378102058954438,0.7251470990028103,133,pca1-2,BLAT ECOLX 2015
3,Lasso,4,0.4850210280913116,0.7143240482398414,0.8284872440002947,0.434278505607781,0.7425138698371281,0.8567280724268028,0.7522534448206292,0.7096982312974295,134,pca1-2,BLAT ECOLX 2015
4,Lasso,5,0.4153075523252354,0.7672327012291477,0.8760444886664084,0.3986431515958468,0.7944188679026669,0.9099939726407424,0.707022731313041,0.7059110051935702,91,pca1-2,BLAT ECOLX 2015
0,Lasso,1,0.6251879427888734,0.5779291065361383,0.704242072641987,0.6098902908788918,0.5938867808748328,0.7220142006440173,0.8051425593855217,0.7967607915445364,207,bos,BLAT ECOLX 2015
1,Lasso,2,0.644981658969527,0.5606223922550043,0.6889759881302595,0.5786226029259145,0.6030679396307085,0.7349336954360359,0.8165638731196702,0.7721750059228596,223,bos,BLAT ECOLX 2015
2,Lasso,3,0.688736702039281,0.518822820340325,0.6419996499824884,0.6188191173116739,0.5689336399513,0.7128601433761526,0.8370765216445065,0.8046998683462985,317,bos,BLAT ECOLX 2015
3,Lasso,4,0.6292312442390502,0.576340926073234,0.7029794715506572,0.6035887538062488,0.5931010129733544,0.717157659463238,0.806783268468295,0.7918522445402677,225,bos,BLAT ECOLX 2015
4,Lasso,5,0.6554790298890163,0.5461227995536684,0.6724658748107536,0.6006760775532518,0.5982136921803313,0.7415407969838533,0.8228333258122491,0.7865794156790487,261,bos,BLAT ECOLX 2015
0,Lasso,1,0.3971923440821584,0.7869433499395271,0.8931092145157196,0.3464309427786004,0.8205522757932932,0.9345404441291272,0.6946918518349328,0.6291927250803033,92,pca1,BLAT ECOLX 2015
