,Dataset,Model,Fold,R2_score_train,MAE_score_train,RMSE_score_train,R2_score_test,MAE_score_test,RMSE_score_test,rho_score_train,rho_score_test,nun_zero_coefs,Compression_method
0,PCP_AAfreq_Ala,Lasso,1,0.5326346045131667,0.0189447134492283,0.0246982061483884,0.3967931392865772,0.0216621573727385,0.02801748384328,0.7298832879405551,0.6182544620745041,2227,iDCT4
1,PCP_AAfreq_Ala,Lasso,2,0.5435660788814356,0.0187195660568513,0.0243959926046478,0.3955811794726065,0.0216646458345256,0.0281058268346682,0.737408802205912,0.6182129887234534,2347,iDCT4
2,PCP_AAfreq_Ala,Lasso,3,0.5384679468460669,0.0189071313180517,0.0245598252344035,0.3806577321710727,0.0217542523774783,0.0283183089484741,0.7315529534417438,0.6091589821931266,2261,iDCT4
3,PCP_AAfreq_Ala,Lasso,4,0.5336259162286355,0.0189307357802989,0.0246812359544468,0.4102468691356854,0.021403067260787,0.0276679987586926,0.7307855118786857,0.6258414344514828,2287,iDCT4
4,PCP_AAfreq_Ala,Lasso,5,0.5296200869696299,0.0191077220291624,0.0247325937432832,0.386531432970758,0.0213288492574627,0.0284650812798916,0.7255506453203343,0.6294818440341383,2164,iDCT4
5,PCP_AAfreq_Ala,Lasso,1,0.1352194019020492,0.0258217478156189,0.0335961957659217,0.0861886669647844,0.0264458485727418,0.0344845262388058,0.3506842508536971,0.274012193405086,452,pca2
6,PCP_AAfreq_Ala,Lasso,2,0.1369878797527296,0.0257260337974201,0.0335457869316306,0.0885254690285195,0.0267629169066809,0.0345143457647515,0.3547694049606883,0.2691760554428752,452,pca2
7,PCP_AAfreq_Ala,Lasso,3,0.1462212996892985,0.0256238282420981,0.0334038862505915,0.0782871291029159,0.0265939138403528,0.0345461601144173,0.3667480517930436,0.2506939798392427,512,pca2
8,PCP_AAfreq_Ala,Lasso,4,0.1313584917319341,0.0258963717336132,0.0336837153572726,0.1016663253668157,0.0261567077969999,0.0341477001985998,0.3463170744334323,0.3036951765251867,433,pca2
9,PCP_AAfreq_Ala,Lasso,5,0.1340135123253781,0.0258640763603727,0.0335583684414806,0.085759872679192,0.0264085513240431,0.0347493279866033,0.3547078554446037,0.273435311117887,429,pca2
10,PCP_AAfreq_Ala,Lasso,1,0.3239292136916788,0.0229055884991214,0.0297052505343857,0.2532291050806823,0.0240952958375011,0.031173795745214,0.5660115332574854,0.5001240892265768,914,iDCT3
11,PCP_AAfreq_Ala,Lasso,2,0.3186865060396685,0.0229789022034457,0.0298059543501959,0.2680282045658699,0.0240662472373938,0.0309296175669499,0.5637723472782888,0.5066182793291952,892,iDCT3
12,PCP_AAfreq_Ala,Lasso,3,0.3224952756465938,0.0230095027622974,0.0297564078124755,0.2408231747457295,0.0241300066928055,0.0313525902503662,0.564826092857954,0.4873419050058106,839,iDCT3
13,PCP_AAfreq_Ala,Lasso,4,0.3156071432989854,0.0230590749909248,0.029898708808931,0.2588278746836069,0.0241220641731964,0.0310171691722591,0.559919787882154,0.503740448833011,827,iDCT3
14,PCP_AAfreq_Ala,Lasso,5,0.3192674570086855,0.0230597512972613,0.0297531900651375,0.2496307064627966,0.0239106587877925,0.0314813825995543,0.5625937966136166,0.5016636222764423,830,iDCT3
15,PCP_AAfreq_Ala,Lasso,1,0.971171980189436,0.0047181747735065,0.0061340108588725,0.9653539988098312,0.0051107145034661,0.0067146371960848,0.9835253288979078,0.9800933768460632,951,mean
16,PCP_AAfreq_Ala,Lasso,2,0.9710407983041072,0.0047177949891638,0.006145013333117,0.965695943168736,0.0050761966711121,0.0066957636945551,0.983417615126244,0.9804032509666996,943,mean
17,PCP_AAfreq_Ala,Lasso,3,0.9708760308497436,0.0047344516611857,0.0061694950382618,0.9667515172015596,0.0050358074134445,0.0065612694269789,0.9833167413448942,0.9809361200847057,954,mean
18,PCP_AAfreq_Ala,Lasso,4,0.9708476930210836,0.0047206485019921,0.0061707245932309,0.9674918891786264,0.0049964004446246,0.0064958873632296,0.9833259443817668,0.9812442333310376,945,mean
19,PCP_AAfreq_Ala,Lasso,5,0.9706488517905452,0.0047580613655988,0.0061781411720072,0.9680180918038016,0.0048878896841171,0.0064993280275489,0.9832627790290736,0.9820043907923472,956,mean
20,PCP_AAfreq_Ala,Lasso,1,0.2248578848843988,0.0246327458763399,0.0318073729688563,0.1804185205525992,0.0252357510183871,0.0326581862777268,0.4695435070955361,0.4255115161100016,488,iDCT2
21,PCP_AAfreq_Ala,Lasso,2,0.2163605443272959,0.0247122755173904,0.0319659550056017,0.2037528766634078,0.0251334579285953,0.0322590307730522,0.4628148579354847,0.4410109547265131,487,iDCT2
22,PCP_AAfreq_Ala,Lasso,3,0.224581338924788,0.0246382610370515,0.0318340916546638,0.1686162760260406,0.0254281024270718,0.0328097343874604,0.4703466893649903,0.4087547837799749,476,iDCT2
23,PCP_AAfreq_Ala,Lasso,4,0.2256328724812887,0.0245470645784618,0.0318033708753874,0.1784921983389206,0.0255543446859216,0.0326549081129856,0.4713410727450847,0.4120180392134602,515,iDCT2
24,PCP_AAfreq_Ala,Lasso,5,0.222637103695763,0.0246871252630122,0.0317948795467149,0.1787814325908122,0.0251599228745738,0.032934088686485,0.4667939383463134,0.4250302517635487,487,iDCT2
25,PCP_AAfreq_Ala,Lasso,1,0.5708707158951369,0.0181235329722838,0.0236663460565443,0.4157051348786105,0.0213313336490811,0.0275747782596041,0.7562280885877644,0.6346704503643306,2563,iDCT5
