,Dataset,Compression_method,Model,Fold,nun_zero_coefs,R2_score_train,MAE_score_train,RMSE_score_train,rho_score_train,R2_score_test,MAE_score_test,RMSE_score_test,rho_score_test,ModelSize,parameters
547,PCP mW kDa,mean,esmc,3,1818,0.9416149042981322,2.818593103290761,3.956713465925888,0.973621846241428,0.9280898506240796,3.145420473060501,4.369202718712665,0.9655635647228984,6B,6000000000.0
548,PCP mW kDa,mean,esmc,4,1765,0.9418347320962108,2.8131825744311363,3.938715548206244,0.973160534572998,0.9260391155676584,3.1813300074547923,4.477493932018616,0.9675830280588156,6B,6000000000.0
549,PCP mW kDa,mean,esmc,5,1763,0.9404064137695682,2.8161850515994526,3.963428240114976,0.9732515782056786,0.930474977806901,3.1311120230333542,4.43955969125407,0.969811847910746,6B,6000000000.0
550,PCP AAfreq Leu,mean,esmc,1,1910,0.9639948529810652,0.0042726472825757,0.0054906875701747,0.979461161172011,0.9531599327565042,0.0048213445243153,0.0062384730171894,0.9733563849857804,6B,6000000000.0
551,PCP AAfreq Leu,mean,esmc,2,1879,0.9641095526245916,0.0042657433023305,0.0054840174436071,0.9794535409539312,0.9513980925442832,0.0048951451792256,0.0063438516094501,0.9729041508033917,6B,6000000000.0
552,PCP AAfreq Leu,mean,esmc,3,1916,0.963586535485528,0.0042987350970044,0.0055120467780682,0.9791033572485512,0.9543545584404584,0.0047302703927971,0.0062009135243739,0.9751149033715696,6B,6000000000.0
553,PCP AAfreq Leu,mean,esmc,4,1893,0.9641055466779944,0.0042860980013211,0.0055037332895489,0.9796841683618898,0.9519992550199536,0.0047849269052397,0.0062136911528876,0.9719493721251372,6B,6000000000.0
554,PCP AAfreq Leu,mean,esmc,5,1891,0.9637676714367832,0.0042627900313437,0.0054727625622553,0.9792049968179296,0.954494005642994,0.0048506136979092,0.0063049676855674,0.975076703338427,6B,6000000000.0
555,PCP Instability index,mean,esmc,1,1275,0.5952078282815407,5.39973091874936,6.9932601851193645,0.7429588563387483,0.5039574940639509,5.965666703336682,7.847499381505279,0.6919012266064558,6B,6000000000.0
556,PCP Instability index,mean,esmc,2,1315,0.5927626067171432,5.3955186558325074,7.011864293913253,0.7439782158774427,0.5218406872938155,5.930822870790483,7.714508090823805,0.6914018766102703,6B,6000000000.0
557,PCP Instability index,mean,esmc,3,1404,0.5995549709730347,5.365476882281374,6.948909240432274,0.7479500718257795,0.5201260248249474,5.915692316861098,7.747367629660547,0.6958724744319675,6B,6000000000.0
558,PCP Instability index,mean,esmc,4,1302,0.5927394869879571,5.429008317087292,7.025074165867168,0.7442616930056603,0.5268853109594253,5.806204463373826,7.617683512667339,0.6969665087671216,6B,6000000000.0
559,PCP Instability index,mean,esmc,5,1468,0.6091988659571248,5.386473235870092,6.964232587882345,0.7518135996328126,0.4898557789132132,5.766379826167084,7.525002496900838,0.6815746027245779,6B,6000000000.0
560,PCP length,mean,esmc,1,1806,0.94177348067863,25.33402539471858,35.58859301585044,0.973775406512534,0.9306139414408447,27.847744321216403,38.623614715377904,0.9674062345373478,6B,6000000000.0
561,PCP length,mean,esmc,2,1792,0.9425048143628096,25.40535300400639,35.59116530535006,0.9736874153975982,0.9263875621958896,27.915734092608748,38.714593389129725,0.96662261046404,6B,6000000000.0
562,PCP length,mean,esmc,3,1819,0.942196216996898,25.262021080183267,35.45830017816657,0.9739936871157232,0.9288670018080089,28.13656706375013,39.105419246133046,0.9661606774094972,6B,6000000000.0
563,PCP length,mean,esmc,4,1764,0.9425556317397308,25.16979007667474,35.23704860027393,0.9735503029444814,0.926357476391876,28.55031981395189,40.28160078906849,0.9680362299784826,6B,6000000000.0
564,PCP length,mean,esmc,5,1757,0.9410580597270763,25.20885931841381,35.479464414818416,0.97368124706544,0.9310460984290766,28.030447138263305,39.87922556064992,0.9703454862910588,6B,6000000000.0
565,PCP Charge,mean,esmc,1,1839,0.8367760255088764,2.229393904829735,3.164225891011221,0.9345240627420766,0.7992796284951915,2.5243094470312246,3.553062570989897,0.9201255464919268,6B,6000000000.0
566,PCP Charge,mean,esmc,2,1811,0.8356147456429108,2.2424554834495414,3.1802811805594637,0.9337574288098476,0.8045306827520637,2.4584504763052237,3.4858985234311457,0.9218666237994886,6B,6000000000.0
567,PCP Charge,mean,esmc,3,1811,0.8365268355446901,2.239952309246281,3.175631484177556,0.933693637672466,0.7989184990351571,2.483244075524233,3.516560276792665,0.9231468763075568,6B,6000000000.0
568,PCP Charge,mean,esmc,4,1974,0.8397524165441248,2.220465127135855,3.1405014851665944,0.934828986403256,0.8006721129738086,2.51028465138547,3.517868655011343,0.9189690476651304,6B,6000000000.0
569,PCP Charge,mean,esmc,5,1748,0.8377027834031794,2.2420978821447397,3.1763677475208523,0.9343475891291848,0.7907350314068954,2.478277310455105,3.5304342135377467,0.9148106575813474,6B,6000000000.0
570,PCP Isoelectric point,mean,esmc,1,1541,0.8389683474356882,0.5315399675387774,0.6876351757047645,0.9247045293274808,0.8052923044677528,0.5765757060333755,0.7520319822278286,0.9126593436936528,6B,6000000000.0
571,PCP Isoelectric point,mean,esmc,2,1531,0.8388967119717542,0.5283637433044864,0.6855817010353935,0.9268693379378784,0.7989256902416306,0.5908425546386568,0.7741078349235831,0.9110339234509044,6B,6000000000.0
572,PCP Isoelectric point,mean,esmc,3,1580,0.840249814875823,0.5280357523660657,0.6845760384018424,0.9264661263788084,0.8014490740741909,0.5826586081648993,0.7607811690473721,0.9102281665312812,6B,6000000000.0
573,PCP Isoelectric point,mean,esmc,4,1499,0.839205343715781,0.5302532497739287,0.6853363528595978,0.9268661942440162,0.8042327845230285,0.5794142723844461,0.7619640891436752,0.9086245795006336,6B,6000000000.0
574,PCP Isoelectric point,mean,esmc,5,1586,0.8420559138305699,0.5258467790441368,0.6816408855035688,0.9269561915568924,0.8027145363398596,0.580724268401777,0.7540004059954559,0.907878057413975,6B,6000000000.0
575,PCP AAfreq Cys,mean,esmc,1,1831,0.9528302394242764,0.0027092421170741,0.0035387016259208,0.9356095633919356,0.9309146545327428,0.0031825226546211,0.0042989103240472,0.917233061903913,6B,6000000000.0
576,PCP AAfreq Cys,mean,esmc,2,1843,0.9531160033764868,0.0027245389567025,0.0035688524768397,0.935223810453703,0.932310849947083,0.0030586955788391,0.004053631638408,0.9210868886161764,6B,6000000000.0
577,PCP AAfreq Cys,mean,esmc,3,1839,0.951044064810576,0.0027255049697273,0.003559539193271,0.935600381654401,0.9414372173348876,0.0030847273875225,0.0041503666280309,0.9183195801994408,6B,6000000000.0
578,PCP AAfreq Cys,mean,esmc,4,1850,0.953053555764524,0.0027380555277721,0.0035909280258929,0.9360951875025912,0.9290940512382728,0.0030671952366979,0.0040416981087908,0.9109486371437288,6B,6000000000.0
579,PCP AAfreq Cys,mean,esmc,5,1861,0.9497874218848504,0.0027485432474197,0.003604645369321,0.9341305147215068,0.947054993106988,0.0030048353766812,0.0039470044124522,0.9239174674329536,6B,6000000000.0
580,PCP Hydrophobicity,mean,esmc,1,1663,0.9808328396626572,0.0307786924482445,0.0398264615059917,0.987636712344138,0.9750509163650752,0.0345580559206697,0.0452464676958595,0.98389696644746,6B,6000000000.0
581,PCP Hydrophobicity,mean,esmc,2,1673,0.9807318725951552,0.0309274804575422,0.0399464880848462,0.9875567469217026,0.9749223763184311,0.0341946769531929,0.0452750434875637,0.984622888284964,6B,6000000000.0
582,PCP Hydrophobicity,mean,esmc,3,1663,0.9808879961744232,0.030838259019573,0.0399040842642009,0.9876183137042936,0.9745679364513888,0.0345394028757624,0.0450317538980214,0.9840405190738086,6B,6000000000.0
583,PCP Hydrophobicity,mean,esmc,4,1679,0.9804344082411564,0.0309397655914434,0.0400262152376367,0.9873211166504678,0.9770708900552284,0.0336908825929241,0.04428598214235,0.9858739988231928,6B,6000000000.0
584,PCP Hydrophobicity,mean,esmc,5,1679,0.9806930000741352,0.0307884655416281,0.0398604885874797,0.9876221733482736,0.9756900178583096,0.0344718598532784,0.0451601239991476,0.9840928198580228,6B,6000000000.0
585,SS Coil,mean,esmc,1,1204,0.7237918495677713,0.0222533780275046,0.0330232154630315,0.8390281804061205,0.6686996645844034,0.0240790727798867,0.0340530518834799,0.8032163888620696,6B,6000000000.0
586,SS Coil,mean,esmc,2,1280,0.7278154468965204,0.0221564010079379,0.0325469324504322,0.8402462472947209,0.6701545198419543,0.0239635134030519,0.0350563991749518,0.8074911449702884,6B,6000000000.0
587,SS Coil,mean,esmc,3,1355,0.741123509782426,0.0216768593720313,0.0312743669755405,0.8428937131874114,0.6363256056927318,0.0249321414861633,0.0389903260556952,0.8172562145998024,6B,6000000000.0
588,SS Coil,mean,esmc,4,1365,0.7342265771971506,0.0220678360531719,0.0321569301792665,0.8434583581802706,0.6370462115238573,0.0234952274238621,0.0367928811663529,0.8126931884230184,6B,6000000000.0
589,SS Coil,mean,esmc,5,1188,0.7176130394323377,0.02222727523569,0.0326891522042711,0.8377064087671722,0.6796382491097059,0.02423023396329,0.0364842245077589,0.814483790914439,6B,6000000000.0
590,PCP AAfreq Ala,mean,esmc,1,1489,0.968346366390577,0.0049659076008605,0.0064276011546756,0.9820387547429312,0.9601867152670458,0.0054467788550542,0.0071979694467452,0.9771876781946456,6B,6000000000.0
591,PCP AAfreq Ala,mean,esmc,2,1490,0.96835384778162,0.0049706963211158,0.0064237701507455,0.9820276886023196,0.9606822599106114,0.0054819278340845,0.0071683904134389,0.9783458072717792,6B,6000000000.0
592,PCP AAfreq Ala,mean,esmc,3,1508,0.9681333492755624,0.0049861697153957,0.0064534588961302,0.9821078907762816,0.9614766146444642,0.0054529890322552,0.0070625929739509,0.9777583129770157,6B,6000000000.0
593,PCP AAfreq Ala,mean,esmc,4,1477,0.9682388210081968,0.004980335255688,0.0064409215151338,0.9818055311447802,0.9609140228090676,0.0054454968134084,0.0071228386577901,0.9792226936736004,6B,6000000000.0
594,PCP AAfreq Ala,mean,esmc,5,1504,0.9682901001238338,0.0049657501107118,0.006421592096941,0.982199846993041,0.9616988594371816,0.0054185621442493,0.0071124974567747,0.9777557336753746,6B,6000000000.0
595,SS E,mean,esmc,1,1618,0.9457996509949546,0.0243874330236548,0.0351322589390224,0.973364595140828,0.92991020958827,0.0270553054661639,0.0394481558487612,0.9664123194614044,6B,6000000000.0
596,SS E,mean,esmc,2,1688,0.9460566274907846,0.0242846074015301,0.035033898254794,0.9735473643387188,0.9325827554032844,0.0268264715695147,0.0387553680996636,0.9674953098466408,6B,6000000000.0
597,SS E,mean,esmc,3,1677,0.947001501412619,0.0240941941100664,0.0346169205984829,0.9739480541596288,0.9282091723720584,0.0272768099810388,0.0405016738538839,0.9654920774313328,6B,6000000000.0
598,SS E,mean,esmc,4,1715,0.94670361225683,0.0242676467237956,0.034713788296245,0.9736370106590452,0.9304578731851448,0.0267657908724436,0.039863613164569,0.9667384404888788,6B,6000000000.0
599,SS E,mean,esmc,5,1625,0.9450497140119982,0.0243723783254676,0.0351978790271285,0.9729067358912864,0.9324920595661385,0.0270917439415764,0.0394970565300114,0.968410725509789,6B,6000000000.0
600,PCP Hydrophobicity,mean,amplify,1,530,0.9430274080875564,0.0527693542694773,0.0686634819608773,0.9636062307509868,0.9364269510599011,0.0551530443154097,0.0722260561474301,0.9596975745337928,120M,120000000.0
601,PCP Hydrophobicity,mean,amplify,2,524,0.9419256788892062,0.053193152549839,0.0693507113740645,0.9631048583670124,0.9411432083453342,0.0535320735147396,0.0693607815231079,0.9628486483855884,120M,120000000.0
602,PCP Hydrophobicity,mean,amplify,3,524,0.9431149162607704,0.0528950944120626,0.0688435786554103,0.9639216807342124,0.9355062519511468,0.0548960827845346,0.0717111802727304,0.9583521473216756,120M,120000000.0
603,PCP Hydrophobicity,mean,amplify,4,521,0.9421678088265352,0.0528092045277029,0.0688149591334969,0.9633095833409224,0.9393257791141554,0.0549619520103877,0.0720401795157339,0.9617453572088984,120M,120000000.0
604,PCP Hydrophobicity,mean,amplify,5,529,0.9421033677334592,0.0530590596293127,0.0690258671866536,0.9632582930972942,0.9393671610720244,0.0543990601623317,0.0713208905497524,0.9614565147212676,120M,120000000.0
605,PCP mW kDa,mean,amplify,1,538,0.8626962790169288,4.137961272617494,6.067253551584175,0.9507122288698788,0.8573248266196148,4.231930086531976,6.156905983745657,0.9464462999855184,120M,120000000.0
606,PCP mW kDa,mean,amplify,2,531,0.8637338469205956,4.157092095943317,6.082755612472565,0.9502093777806216,0.8528290792391822,4.162979978981372,6.086993883820933,0.9472590007989996,120M,120000000.0
607,PCP mW kDa,mean,amplify,3,536,0.8624383609772693,4.136727829785704,6.073405433710527,0.95057636314024,0.8592544480362125,4.200902735430644,6.112578352420145,0.948996681738987,120M,120000000.0
608,PCP mW kDa,mean,amplify,4,538,0.864633188055504,4.103685764817039,6.0086768977960165,0.9511334914278354,0.8507277475551838,4.306032512468178,6.360972252248015,0.9456333880525208,120M,120000000.0
609,PCP mW kDa,mean,amplify,5,542,0.8641303299161482,4.086310723473189,5.9845637729633125,0.9511521610954056,0.851065939519906,4.3739930460199545,6.49780010131652,0.9488619806944064,120M,120000000.0
610,SS Coil,mean,amplify,1,538,0.5780282198069971,0.0276075440948121,0.0408171631445412,0.7489284542098417,0.5696536602571929,0.0283687252181296,0.0388109397832313,0.7271360152437288,120M,120000000.0
611,SS Coil,mean,amplify,2,517,0.5743350003991796,0.0276711300443607,0.0407016763035171,0.7483755033223726,0.5785869927405806,0.0276740203729431,0.039624701616062,0.7342725957342966,120M,120000000.0
612,SS Coil,mean,amplify,3,561,0.5892901805337886,0.0272878560323735,0.0393921572664208,0.7494532853049434,0.5315227759192291,0.0289764025170214,0.0442532066452122,0.7396925363751177,120M,120000000.0
613,SS Coil,mean,amplify,4,571,0.5855849155012293,0.0276064098109483,0.0401547184793891,0.7492418627001336,0.5371782391774907,0.0277981876371287,0.0415475114298338,0.7359064116447833,120M,120000000.0
614,SS Coil,mean,amplify,5,529,0.5794520315670593,0.0272239111240974,0.0398923028540553,0.7520681068391265,0.5564843049413679,0.0287595442865478,0.0429278647298864,0.7364013342315737,120M,120000000.0
615,PCP Isoelectric point,mean,amplify,1,587,0.7839441262620873,0.6219251501684896,0.7964994837278463,0.9074149796080446,0.7612846283742895,0.6500340137282192,0.8326930597165304,0.901394990396656,120M,120000000.0
616,PCP Isoelectric point,mean,amplify,2,599,0.7817644889000419,0.6241596992791715,0.7979390606821462,0.9086406589216268,0.7695008860889205,0.6402029879277756,0.8288153769404457,0.906975834223052,120M,120000000.0
617,PCP Isoelectric point,mean,amplify,3,589,0.7806569355151128,0.6267619946624072,0.8021636206856405,0.9074146614816166,0.773228245076617,0.6363448558266059,0.8130519139195798,0.9066032264034616,120M,120000000.0
618,PCP Isoelectric point,mean,amplify,4,584,0.7825577376227351,0.6229938320139757,0.7969662720264594,0.9082735556684108,0.7663445954276092,0.6459239029940896,0.8324390357267228,0.8961830894204085,120M,120000000.0
619,PCP Isoelectric point,mean,amplify,5,584,0.7824255296939469,0.624223473851527,0.8000330246989522,0.9077923654696474,0.7643247327635189,0.65055418979101,0.824102137143142,0.8936783987192984,120M,120000000.0
620,PCP length,mean,amplify,1,528,0.8638965278794333,37.07884665977243,54.4107868204034,0.9514999937511062,0.8591114178494478,37.87081603148335,55.03699408423942,0.947302305013928,120M,120000000.0
621,PCP length,mean,amplify,2,527,0.8650195647928748,37.24959332217475,54.53331259031871,0.9510637619223588,0.8544221414498987,37.23735650880907,54.443591337449625,0.948308690480025,120M,120000000.0
622,PCP length,mean,amplify,3,528,0.8637047241607196,37.05716334300384,54.44778072489257,0.9514084365093448,0.8606685761707473,37.64659843584677,54.73006031812878,0.9496262870791076,120M,120000000.0
623,PCP length,mean,amplify,4,525,0.8659471647308667,36.75501275900651,53.82868848831038,0.951836061245966,0.8519656989150081,38.57897707684327,57.11150022892216,0.9469172883456434,120M,120000000.0
624,PCP length,mean,amplify,5,527,0.8654716461546093,36.57372658412621,53.60085968487716,0.9520659810871076,0.852344537001119,39.19778818834283,58.35687849546178,0.9497926327643778,120M,120000000.0
625,PCP AAfreq Ala,mean,amplify,1,473,0.9713729900231448,0.0046771104924283,0.0061125880665134,0.9833903922784766,0.9666893895268424,0.0050020778083365,0.0065839616100525,0.9810992469974772,120M,120000000.0
626,PCP AAfreq Ala,mean,amplify,2,485,0.9706570960821458,0.00473806164281,0.0061855893193432,0.9831149184472132,0.970603632824714,0.0047186507503402,0.0061983230618844,0.9828254886140716,120M,120000000.0
627,PCP AAfreq Ala,mean,amplify,3,478,0.9708856141234116,0.0047057293845552,0.0061684799152279,0.9833015760448268,0.9693372313821098,0.0048075054807874,0.0063009732871185,0.9818826104996408,120M,120000000.0
628,PCP AAfreq Ala,mean,amplify,4,479,0.9710436113730364,0.004693957168415,0.0061499544316891,0.983167983493893,0.96850919254143,0.0049020531663269,0.0063934388869569,0.9823607725968952,120M,120000000.0
629,PCP AAfreq Ala,mean,amplify,5,469,0.9708126644785928,0.0047152194205637,0.0061608765326931,0.9832345289260856,0.9693179282332433,0.0048109782625882,0.0063658823989824,0.9819561121988578,120M,120000000.0
630,PCP Charge,mean,amplify,1,577,0.7825033166230062,2.5163723421333315,3.652597561384776,0.9164185063024765,0.7658791276358857,2.650836124235066,3.837312748149357,0.907924775088814,120M,120000000.0
631,PCP Charge,mean,amplify,2,576,0.7816174874933082,2.533287289308684,3.6655826769072353,0.915972997312128,0.7676604777771662,2.613485927729867,3.800467196960456,0.9100445082640488,120M,120000000.0
632,PCP Charge,mean,amplify,3,582,0.781782972646212,2.5361017357503544,3.669029316333097,0.9150628267432108,0.7668173945594131,2.6132195965205645,3.786867259097433,0.9107143680399076,120M,120000000.0
633,PCP Charge,mean,amplify,4,576,0.7829683420599483,2.5272218019396213,3.654809984069977,0.9157305958570928,0.7640567921012299,2.6354027769456065,3.8273601325922377,0.910873875074546,120M,120000000.0
634,PCP Charge,mean,amplify,5,572,0.7816930653133277,2.5420234231535463,3.6839099656406975,0.9169495697380868,0.7655145286395735,2.573962210547649,3.737126738639716,0.9071987529397252,120M,120000000.0
635,SS H,mean,amplify,1,504,0.9113801867925456,0.0418979179642033,0.058280764002201,0.9487617223271791,0.9027992312712916,0.0432874005387021,0.0602470695255394,0.940933432579649,120M,120000000.0
636,SS H,mean,amplify,2,511,0.9106672116093056,0.0420841396753471,0.0584729638076619,0.9473163775746798,0.9069380852325716,0.042441976322753,0.0591170683610073,0.9470049396341252,120M,120000000.0
637,SS H,mean,amplify,3,512,0.911895906543834,0.0415184133242986,0.0577502520330802,0.9484132319500996,0.901846371670593,0.0442213396255375,0.0620578990008234,0.944639714885956,120M,120000000.0
638,SS H,mean,amplify,4,521,0.909611718544675,0.04212274675976,0.058846334127584,0.9477452341529092,0.9116841334336824,0.0423010809542078,0.0574678003310597,0.944734176140046,120M,120000000.0
639,SS H,mean,amplify,5,517,0.9105052216375203,0.0418867810508028,0.0582303394966104,0.9474078011992624,0.9069484214620016,0.0432892629247329,0.0603189902227248,0.9470641374705714,120M,120000000.0
640,PCP AAfreq Leu,mean,amplify,1,540,0.9529261249773512,0.0047965728391842,0.0062781893949759,0.9726865099505314,0.9456451156263238,0.0050929341542308,0.0067203026833941,0.9679421458043748,120M,120000000.0
641,PCP AAfreq Leu,mean,amplify,2,556,0.9520593905024126,0.0048455157241752,0.0063381303578655,0.9721510782822088,0.949922163074581,0.0048888839740857,0.0064394553979615,0.9711183180279376,120M,120000000.0
642,PCP AAfreq Leu,mean,amplify,3,556,0.9521620122072004,0.0048294178585474,0.0063178359642528,0.9721227452617612,0.9497047044947728,0.0049406227497636,0.0065090956073586,0.9713843296329552,120M,120000000.0
643,PCP AAfreq Leu,mean,amplify,4,550,0.9527174025033428,0.0048125255219762,0.0063167599274042,0.972460296212353,0.947379157041864,0.0049496081347587,0.0065058579226638,0.969874961703874,120M,120000000.0
644,PCP AAfreq Leu,mean,amplify,5,556,0.9519347619313232,0.0048045129200022,0.0063033878811214,0.9721970352945778,0.9494511186902186,0.0050754198121653,0.006645143060164,0.9699875825572452,120M,120000000.0
645,PCP AAfreq Cys,mean,amplify,1,573,0.8755154561154282,0.004290968215081,0.0057487023904831,0.853183202445892,0.8645912779750522,0.0044547414378183,0.0060185065646634,0.8475831194868211,120M,120000000.0
646,PCP AAfreq Cys,mean,amplify,2,580,0.8777177870782833,0.0042973252193099,0.0057636543491407,0.8527153682223869,0.8533189763156749,0.0044532679151756,0.0059672154229739,0.8487067676962444,120M,120000000.0
647,PCP AAfreq Cys,mean,amplify,3,576,0.8723529171674551,0.0042838691305074,0.0057477325381459,0.8545764538909746,0.8772987583825749,0.0044303635512928,0.0060075872767417,0.8468893215558756,120M,120000000.0
648,PCP AAfreq Cys,mean,amplify,4,571,0.8777259111862591,0.0043243834504736,0.0057952552101056,0.8549943330069865,0.8532986704187961,0.0043735939858751,0.0058135252067865,0.8334223780715425,120M,120000000.0
649,PCP AAfreq Cys,mean,amplify,5,573,0.8734002766001752,0.0042628929742002,0.0057236446482703,0.8552968908725347,0.8737818524814372,0.0045121353888193,0.0060941902529284,0.8465873755313682,120M,120000000.0
650,SS E,mean,amplify,1,532,0.8756566754944393,0.0378976334921599,0.053212819508405,0.9407382985472152,0.8633380922310361,0.038987338715766,0.0550836949060959,0.9334684738274776,120M,120000000.0
651,SS E,mean,amplify,2,539,0.8740047151793401,0.0380309310043871,0.0535422433084234,0.9400596455349792,0.8695125869110709,0.0388594645829265,0.0539176155310748,0.9359250285490286,120M,120000000.0
652,SS E,mean,amplify,3,551,0.8750254357615666,0.0379070162344344,0.0531578569650335,0.9401019618737526,0.8662657842959097,0.0392418035803673,0.0552789467451194,0.9365486412357368,120M,120000000.0
653,SS E,mean,amplify,4,539,0.8746511811525237,0.0378268138280176,0.0532369597767709,0.939629756198456,0.8675429052652517,0.0392608616197899,0.0550161617355462,0.9375006400128266,120M,120000000.0
654,SS E,mean,amplify,5,540,0.8738381866451642,0.0379183539784244,0.0533329341155965,0.9394417992313018,0.8703480403060356,0.0390527412638948,0.0547364774492268,0.939326173084682,120M,120000000.0
655,PCP Instability index,mean,amplify,1,476,0.5364277509008123,5.7323258896400535,7.483803035697188,0.7068564562960549,0.4880156615921248,6.070845853350197,7.972603790886191,0.6877567577742165,120M,120000000.0
656,PCP Instability index,mean,amplify,2,535,0.531810186342092,5.750930667177521,7.518317430920073,0.7076247289867634,0.5162780361362291,5.951956671689485,7.759251578885123,0.6896646372761214,120M,120000000.0
657,PCP Instability index,mean,amplify,3,463,0.5267575249999527,5.781579367416748,7.554175052172212,0.7037478940200429,0.5188343039856553,5.912657252997192,7.757787772551405,0.6954863010843162,120M,120000000.0
658,PCP Instability index,mean,amplify,4,463,0.5276376866990038,5.78949219436411,7.565756889420968,0.7049758914196178,0.5181821749490179,5.889416476260595,7.687429407580883,0.6925090829100945,120M,120000000.0
659,PCP Instability index,mean,amplify,5,518,0.5368721797892242,5.799554877866309,7.581336866561649,0.70940315899666,0.4895997308323372,5.79641746715145,7.526890708765345,0.6755764375422355,120M,120000000.0
660,PCP AAfreq Cys,mean,amplify,1,862,0.8314870180656752,0.0050735109344631,0.0066885009263184,0.7851125743515162,0.8113308724957935,0.0053983378799441,0.0071042107980467,0.7710892958965313,350M,350000000.0
661,PCP AAfreq Cys,mean,amplify,2,852,0.8330922059386718,0.0050967578639165,0.0067337128393013,0.7839474248841368,0.8016167949213172,0.0052751570462396,0.0069396441563193,0.7736178637290422,350M,350000000.0
662,PCP AAfreq Cys,mean,amplify,3,860,0.8284252054147201,0.0050608340197823,0.0066637369869607,0.7878630567872561,0.8231179244998581,0.0054286137914571,0.0072130264196738,0.7592480734391551,350M,350000000.0
663,PCP AAfreq Cys,mean,amplify,4,847,0.8351272079743804,0.005106325707132,0.0067294542474973,0.7869317317086348,0.7897991687390244,0.0053081226026543,0.0069588864404839,0.7549123006010073,350M,350000000.0
664,PCP AAfreq Cys,mean,amplify,5,854,0.8256085931098216,0.0050911261764058,0.0067176724654929,0.7853763323406024,0.8334088830206176,0.0053030854991281,0.007001337725907,0.7683600935866656,350M,350000000.0
665,SS E,mean,amplify,1,762,0.8919678094805563,0.0347123122206991,0.0495999940718284,0.9489696351722504,0.8790009968227674,0.036697846834324,0.0518310755361924,0.9406653810211828,350M,350000000.0
666,SS E,mean,amplify,2,756,0.8904479959158892,0.0349320996863764,0.0499263227962341,0.9479639579565852,0.8857208041812671,0.0356175253238838,0.0504579909712661,0.9447446342718202,350M,350000000.0
667,SS E,mean,amplify,3,755,0.8926612840504103,0.0345477351115194,0.0492645870227119,0.9483596427816232,0.8778342597401574,0.0369963612283894,0.0528339654134826,0.943570746672186,350M,350000000.0
668,SS E,mean,amplify,4,756,0.8914256978620931,0.0347997448880671,0.0495469181655236,0.9480111944268276,0.8824198164983215,0.03588970115385,0.0518345989028506,0.9439644391465678,350M,350000000.0
669,SS E,mean,amplify,5,752,0.8904024023643815,0.0347724286831722,0.0497086573779553,0.9477095304873612,0.8855174776149274,0.0361018338032657,0.0514347812484579,0.946300388176656,350M,350000000.0
670,PCP Isoelectric point,mean,amplify,1,820,0.7614086566985098,0.6502586717062632,0.8370083701300708,0.8842163901056249,0.7287342209491252,0.6912903923476234,0.8876510212454686,0.8742528641325561,350M,350000000.0
671,PCP Isoelectric point,mean,amplify,2,840,0.7601817788000899,0.6520266557655022,0.836465636024627,0.8852445488941194,0.7363369758376443,0.6829713628105443,0.8864368143602256,0.8772470766832002,350M,350000000.0
672,PCP Isoelectric point,mean,amplify,3,834,0.7588991032330774,0.6556420544424215,0.8410085706079742,0.8842456955240593,0.7419452323408505,0.6744889067801417,0.8673207558544438,0.8741291487011161,350M,350000000.0
673,PCP Isoelectric point,mean,amplify,4,830,0.7595069597506312,0.6531142680419271,0.8381451177119558,0.8852668960607674,0.7387903397943019,0.680615750716528,0.8801549567399304,0.8721052218236862,350M,350000000.0
674,PCP Isoelectric point,mean,amplify,5,850,0.7609629129030203,0.6519692369620039,0.8385647283029662,0.8852394951362199,0.7330202823580496,0.6871781499709243,0.8771283959820387,0.8668570529776194,350M,350000000.0
675,SS H,mean,amplify,1,775,0.9224573298433788,0.0387471221137959,0.0545167800536898,0.955814858612658,0.9182147916480063,0.0395976615671525,0.055263509296123,0.9506268871303672,350M,350000000.0
676,SS H,mean,amplify,2,768,0.9227478493060832,0.0387381912091824,0.0543757113955842,0.9548132192723308,0.9174122410665658,0.039768883037306,0.055690964295288,0.9550337697858262,350M,350000000.0
677,SS H,mean,amplify,3,772,0.9244966743604164,0.0381536578437059,0.0534612219401637,0.956419161073466,0.9111289196186334,0.0419708869248141,0.0590505733868183,0.9496564298812956,350M,350000000.0
678,SS H,mean,amplify,4,776,0.9230194622481228,0.0386001295015101,0.0543067507353035,0.9558759156621132,0.9160898083016088,0.0403947963111274,0.0560160606277396,0.949747863749009,350M,350000000.0
679,SS H,mean,amplify,5,780,0.922544539075126,0.0386200752869876,0.0541722027328851,0.9556285350612774,0.9182632602016636,0.0400982640111235,0.0565328455101366,0.953019173581778,350M,350000000.0
680,SS Coil,mean,amplify,1,748,0.6014034326233554,0.0266103687857112,0.0396705197457742,0.7705405409022176,0.5925352376207048,0.0272772126605637,0.0377650557996036,0.7473200660549767,350M,350000000.0
681,SS Coil,mean,amplify,2,704,0.6018821935336509,0.0265372490070145,0.0393626316800704,0.7711682312584048,0.5840454677536255,0.0271870508073752,0.0393672399284997,0.7523107255426441,350M,350000000.0
682,SS Coil,mean,amplify,3,737,0.6136643493765197,0.0262437010544526,0.0382053880409817,0.7716309835979385,0.546516360409576,0.0281189565244697,0.0435392873920598,0.7601763516691061,350M,350000000.0
