,Model,Fold,R2_score_train,MAE_score_train,RMSE_score_train,R2_score_test,MAE_score_test,RMSE_score_test,rho_score_train,rho_score_test,nun_zero_coefs,Sample_size,Dataset,ModelSize
259,esmc,5,0.7696106038799297,0.4361607861064175,0.5519236974679859,0.6098040480673786,0.5588962644865925,0.7366157212358267,0.8827359808374701,0.772294307357684,151,1000,BLAT_ECOLX_2015,600M
260,esmc,1,0.8549975530139791,0.3410043603445526,0.4358208531028741,0.7543915403336431,0.4498436872789668,0.5735480688012968,0.9173721661849464,0.8645569203049813,569,3200,BLAT_ECOLX_2015,600M
261,esmc,2,0.8614693531267964,0.3338501648928199,0.4270753506765341,0.7401339557891877,0.4485208853046588,0.5840383490164056,0.91531468625102,0.8703009986596649,586,3200,BLAT_ECOLX_2015,600M
262,esmc,3,0.8639244952835525,0.3329955247539189,0.4241439511930788,0.74388484672952,0.4397980001672834,0.5746787367797628,0.9143403125233172,0.8694526231753497,593,3200,BLAT_ECOLX_2015,600M
263,esmc,4,0.8621489049451154,0.333014067526536,0.4260882678001248,0.7455371412115639,0.4497021680111294,0.5775706977723859,0.917327913827386,0.8603080390821268,583,3200,BLAT_ECOLX_2015,600M
264,esmc,5,0.8576825179505863,0.3365049214449895,0.4323402479202737,0.747157589819373,0.4473238798956901,0.5786683358483087,0.9139492714232286,0.8685812221221245,572,3200,BLAT_ECOLX_2015,600M
265,esmc,1,0.8439521587388095,0.3568312717083068,0.4554573416613344,0.7754946304676953,0.4218864003239143,0.5426261650260049,0.9109163623742922,0.8747434067434068,629,4996,BLAT_ECOLX_2015,600M
266,esmc,2,0.8451208926080465,0.3529602693161603,0.4528595500773842,0.7614914853656103,0.4396216373062263,0.5634616489460589,0.9082001650742236,0.8805324282198028,616,4996,BLAT_ECOLX_2015,600M
267,esmc,3,0.8474503473243379,0.3519943427518642,0.4494980169068449,0.7854364723797296,0.4085469316742608,0.5346495142489865,0.910958513627186,0.8817496821924621,680,4996,BLAT_ECOLX_2015,600M
268,esmc,4,0.8487437487615747,0.3496237255741563,0.4483278217359176,0.7572895005483927,0.4395765663762185,0.5648062988810145,0.9109264495350706,0.8700054042017968,629,4996,BLAT_ECOLX_2015,600M
269,esmc,5,0.8428356119186343,0.3559594825807221,0.456014989200482,0.7789438881257034,0.4153162181402809,0.5437526585679381,0.9069251903499744,0.8846418001167499,626,4996,BLAT_ECOLX_2015,600M
270,amplify,1,-4.440892098500626e-16,0.960442604470132,1.1108134323135876,-0.2866518006730083,1.1132966189068605,1.189064429731006,,,0,32,BLAT_ECOLX_2015,120M
271,amplify,2,0.1614354030851963,0.973071922950619,1.0726679629179685,-0.0824915659746869,0.7256658157874842,0.904084342108133,0.5661538461538461,0.25,1,32,BLAT_ECOLX_2015,120M
272,amplify,3,3.3237735563851345e-08,1.0438790391601094,1.14793425951197,-0.03334994716218,0.8294013702654622,1.003111608358057,0.3373096170846271,0.8280786712108252,1,32,BLAT_ECOLX_2015,120M
273,amplify,4,0.077011062537298,0.8999049634225111,0.999267342164934,0.0665967529416141,1.2306411860499675,1.373860710856157,0.44,0.7142857142857143,1,32,BLAT_ECOLX_2015,120M
274,amplify,5,0.0366012832965969,0.9623022775960882,1.1049594026145662,0.0240792906045262,1.0819051098891093,1.0886571963426763,0.4988034188034188,0.3714285714285715,1,32,BLAT_ECOLX_2015,120M
275,amplify,1,0.7240576552762196,0.4581986436328537,0.5431984574523787,-0.2159099599743605,1.1512761903849549,1.350778116102691,0.8344116268166902,0.3323308270676691,30,100,BLAT_ECOLX_2015,120M
276,amplify,2,0.4699320011385138,0.6901687146077621,0.8198709823489841,0.2244482715157988,0.7673300569884629,0.8938841850764911,0.7119549929676513,0.6210526315789473,20,100,BLAT_ECOLX_2015,120M
277,amplify,3,0.3890013384880678,0.7648865992290955,0.8859327254461292,0.3903521328138805,0.6847968712129197,0.7564720148419052,0.6937880918893577,0.732330827067669,14,100,BLAT_ECOLX_2015,120M
278,amplify,4,0.3984180825519544,0.7141272793168056,0.8352212038246022,-0.0242328319752531,1.0923488860855743,1.1500496577280896,0.6808016877637131,0.4932330827067668,8,100,BLAT_ECOLX_2015,120M
279,amplify,5,0.4338974308790098,0.7488075036010687,0.8562735988282726,0.4394658003874412,0.5334933716969446,0.7189809385149322,0.7098921706516644,0.732330827067669,16,100,BLAT_ECOLX_2015,120M
280,amplify,1,0.5885257520858147,0.6435392122843175,0.7648644880234484,0.3263809232373096,0.838602325706244,0.955713187506135,0.7983441577019912,0.6053113553113552,50,320,BLAT_ECOLX_2015,120M
281,amplify,2,0.6786104831643718,0.5567330545061577,0.6633742187958486,0.389036784398444,0.774222581734787,0.9723511253064414,0.8438494220645454,0.6409340659340659,73,320,BLAT_ECOLX_2015,120M
282,amplify,3,0.6282914956092904,0.602936975800701,0.7246348775101716,0.3169765826473748,0.8169119850002382,0.9669191905803108,0.8236696040283817,0.6198717948717948,57,320,BLAT_ECOLX_2015,120M
283,amplify,4,0.5382560734048132,0.688931301869676,0.8186099658815404,0.3629806464314187,0.7486677510339184,0.8880142578998663,0.7800333314259555,0.6205128205128204,44,320,BLAT_ECOLX_2015,120M
284,amplify,5,0.6166521720052178,0.6051982333725038,0.7291492456780078,0.4478277405824866,0.7545258224152107,0.9060953615116848,0.8063036449988555,0.6984432234432234,59,320,BLAT_ECOLX_2015,120M
285,amplify,1,0.5943174548870591,0.6025428225654303,0.739394080028363,0.5692392339653659,0.6036006113826978,0.7449631479222096,0.7871633549427421,0.7806870171754295,119,1000,BLAT_ECOLX_2015,120M
286,amplify,2,0.6398469291914803,0.5646991061974201,0.6947113227684097,0.3039062325854921,0.7643576316571631,0.9590301594719168,0.8070746907417043,0.6199789994749869,130,1000,BLAT_ECOLX_2015,120M
287,amplify,3,0.6682274540556121,0.5409475109649317,0.6639283495159986,0.4985339273019781,0.6797643188450232,0.8275133053223573,0.826515752368363,0.711404785119628,168,1000,BLAT_ECOLX_2015,120M
288,amplify,4,0.6792780218716561,0.527592152344137,0.6562125745043775,0.337820761123292,0.7420024092134789,0.931227213617462,0.8287162323691132,0.5933248331208281,158,1000,BLAT_ECOLX_2015,120M
289,amplify,5,0.6417234976261278,0.5594512469801386,0.6882670220994541,0.4836292126140605,0.6980387924254967,0.8473843448401767,0.8142964285881698,0.7105347633690842,142,1000,BLAT_ECOLX_2015,120M
290,amplify,1,0.7100334931390135,0.4875209522796394,0.6163029680504744,0.6216579260620878,0.5577424316203231,0.7118532647130676,0.8464142452096768,0.7845635304285413,375,3200,BLAT_ECOLX_2015,120M
291,amplify,2,0.6970285793282955,0.4996156884082587,0.6315858721377637,0.6201441422451969,0.5650904280113724,0.7061159325978172,0.8357098993017955,0.8029858166157633,359,3200,BLAT_ECOLX_2015,120M
292,amplify,3,0.7096830464264408,0.492606214317057,0.6195259465165341,0.6041281186001732,0.5639533890424279,0.7144713503989104,0.8458385606614776,0.7785678505673521,363,3200,BLAT_ECOLX_2015,120M
293,amplify,4,0.7340346692338742,0.4672859843070707,0.5918436338584167,0.5486719977172353,0.5986357764849892,0.7691996725988562,0.8561036019440611,0.7555722792291975,440,3200,BLAT_ECOLX_2015,120M
294,amplify,5,0.7319966749499905,0.4699112090414119,0.5932894595611999,0.576026542771251,0.5843024068739445,0.7493316772598685,0.853250780701712,0.7786050350464724,453,3200,BLAT_ECOLX_2015,120M
295,amplify,1,0.7255559499758862,0.4771668360246786,0.604012232798804,0.6136779830901344,0.559252476540071,0.711806738238129,0.851332572846951,0.7902518622518623,528,4996,BLAT_ECOLX_2015,120M
296,amplify,2,0.7152004717166419,0.4858168651474921,0.6140966737761047,0.6576675991445886,0.5366328382802356,0.6750507450895853,0.8471947442637187,0.8183619611595562,518,4996,BLAT_ECOLX_2015,120M
297,amplify,3,0.7190257974155767,0.4802443086742697,0.6100358980062005,0.6539700400673862,0.5395038485657371,0.6789660788000709,0.8474586678335617,0.8198633302641317,543,4996,BLAT_ECOLX_2015,120M
298,amplify,4,0.7210625334761986,0.482336617603627,0.6088249619982368,0.6290931778832595,0.5475140924475002,0.6982125651384494,0.8497991256809649,0.7995777621308682,522,4996,BLAT_ECOLX_2015,120M
299,amplify,5,0.7233461235923191,0.4754530007073672,0.6050209665739992,0.6285726513684444,0.553472724186823,0.7048343625889536,0.8490463246696704,0.7984993891687276,539,4996,BLAT_ECOLX_2015,120M
300,amplify,1,-4.440892098500626e-16,0.960442604470132,1.1108134323135876,-0.2866518006730083,1.1132966189068605,1.189064429731006,,,0,32,BLAT_ECOLX_2015,350M
301,amplify,2,0.8748324394698285,0.3018992320131488,0.4144221336319669,-0.9252385482480888,1.0386839004331403,1.2056991686890075,0.94,0.3214285714285715,18,32,BLAT_ECOLX_2015,350M
302,amplify,3,0.6179319468300131,0.6485195998751855,0.7095571608525552,-0.8612473165542316,1.10523796973585,1.3462558012386892,0.8728205128205128,-0.8285714285714287,6,32,BLAT_ECOLX_2015,350M
303,amplify,4,0.7071457505010827,0.4600787515961193,0.5628714376464722,0.3367052647542142,1.0038409129133707,1.1581407033524955,0.8885470085470085,0.8285714285714287,13,32,BLAT_ECOLX_2015,350M
304,amplify,5,0.539856855250382,0.6225721136456269,0.7636419329426561,-0.2261966439743217,1.18736974716862,1.220292500671702,0.775042735042735,-0.3714285714285715,8,32,BLAT_ECOLX_2015,350M
305,amplify,1,0.3114595844639869,0.7343497521962324,0.8580529159296314,0.0101966086129239,1.105429383351981,1.2187307718629936,0.5828176277543367,0.4571428571428571,16,100,BLAT_ECOLX_2015,350M
306,amplify,2,0.5125427215975327,0.6792628763608185,0.7862270878405389,-0.1951456714261483,0.944195685507608,1.1096506963941606,0.7500937646507269,-0.1714285714285714,19,100,BLAT_ECOLX_2015,350M
307,amplify,3,0.3922934245113967,0.78623011085113,0.8835427807603504,-0.0500166317422594,0.904683356068908,0.9927763570643368,0.713455227379278,0.0872180451127819,11,100,BLAT_ECOLX_2015,350M
308,amplify,4,0.377371991425198,0.7264005716181823,0.8497055425041957,-0.1168253107131329,1.0920547848473237,1.200908366344571,0.6617205813408346,0.031578947368421,13,100,BLAT_ECOLX_2015,350M
309,amplify,5,0.358735612223331,0.807670387175509,0.91134654617254,0.1884789441887652,0.7454034745988007,0.8650998073610288,0.636263478668542,0.3954887218045112,19,100,BLAT_ECOLX_2015,350M
310,amplify,1,0.762096758830024,0.4603294637939076,0.5815852008843578,0.2350667100594404,0.8071942955793429,1.01843231416545,0.8696376459143967,0.5456043956043956,109,320,BLAT_ECOLX_2015,350M
311,amplify,2,0.6094403673946857,0.6004904818877277,0.7312845744399755,0.3940961033841301,0.8261654068421664,0.9683167897737218,0.8019626916914625,0.6542124542124541,57,320,BLAT_ECOLX_2015,350M
312,amplify,3,0.5958005343021803,0.6269909685041362,0.7556415880911667,0.4161176847575483,0.769419226372633,0.8939949050309667,0.8045419432364384,0.7003205128205128,66,320,BLAT_ECOLX_2015,350M
313,amplify,4,0.6202381373714018,0.6114570422334423,0.7423899875521149,0.2406995939319161,0.821100373341692,0.9695058665984908,0.8143947413595788,0.5249542124542124,56,320,BLAT_ECOLX_2015,350M
314,amplify,5,0.7056115000579408,0.5138845706978257,0.6389698225888547,0.445085370697965,0.7345875092726222,0.9083426412056886,0.8504842355230029,0.7456043956043955,88,320,BLAT_ECOLX_2015,350M
315,amplify,1,0.5855944064394223,0.6184143230588345,0.7473010842685491,0.4216919765979996,0.7045446307704029,0.8631699806121143,0.7974045975071836,0.6556528913222831,161,1000,BLAT_ECOLX_2015,350M
316,amplify,2,0.7007924946906064,0.510625552229787,0.6332089691203318,0.232911748180113,0.8061444777879327,1.0067486551342888,0.8508743138661155,0.5683147078676968,207,1000,BLAT_ECOLX_2015,350M
317,amplify,3,0.5430143023248963,0.6475197958680932,0.7792060118160915,0.2845756692323885,0.8501218826789043,0.9884075645975752,0.7651833518489873,0.6019515487887197,110,1000,BLAT_ECOLX_2015,350M
318,amplify,4,0.5638015467667074,0.6371978112426357,0.765283320446491,0.3696201234715983,0.7428019541290743,0.9085922943524808,0.7802803832505989,0.612993324833121,137,1000,BLAT_ECOLX_2015,350M
319,amplify,5,0.4813782171462839,0.6959186853014908,0.8280816769787457,0.3829537847171136,0.7798058096598315,0.9263144742528412,0.7296825620040032,0.6675796894922374,97,1000,BLAT_ECOLX_2015,350M
320,amplify,1,0.7357659358089694,0.4691836242442674,0.5883215317057721,0.6184250443853231,0.5707826934427092,0.7148881401244533,0.8641689185772804,0.7959710747584834,573,3200,BLAT_ECOLX_2015,350M
321,amplify,2,0.7306266532730392,0.4744570927947372,0.5955371881965963,0.6058800186942492,0.5747889573160645,0.7192515784237437,0.860815615193273,0.7936565244299915,562,3200,BLAT_ECOLX_2015,350M
322,amplify,3,0.7420832760262371,0.4658953028097535,0.583933044948954,0.5469014131070982,0.6021456531105183,0.764370372201634,0.8642098550182497,0.7672607995869132,540,3200,BLAT_ECOLX_2015,350M
323,amplify,4,0.732774547146229,0.473332648114069,0.5932440305577629,0.5803206981093867,0.5889895060352967,0.7417400448700452,0.8624000644531347,0.7683360433008871,507,3200,BLAT_ECOLX_2015,350M
324,amplify,5,0.7410206083941432,0.462882178615688,0.5832156169541118,0.5757831456491656,0.6088541786532444,0.749546736719313,0.8605141579458857,0.7934531853105112,567,3200,BLAT_ECOLX_2015,350M
325,amplify,1,0.7281647619543175,0.4789696301743569,0.6011345661915827,0.6291244399569245,0.5610372614274179,0.6974313616753172,0.8574705177204759,0.8096578136578138,703,4996,BLAT_ECOLX_2015,350M
326,amplify,2,0.7321345818502936,0.4740915352764385,0.5955598841918757,0.6149312916437767,0.5686296548871645,0.7159480855288647,0.8584047038866915,0.7988232765796557,723,4996,BLAT_ECOLX_2015,350M
327,amplify,3,0.7254361387217299,0.4812484784980756,0.6030368553232154,0.6327620923000139,0.5546831038275932,0.6994633738891625,0.8557262497736294,0.8006022254719649,697,4996,BLAT_ECOLX_2015,350M
328,amplify,4,0.7253009170731992,0.4835187818548726,0.6041817865781974,0.5864644712521503,0.5862355614549097,0.7372447071581516,0.8565300446495371,0.782537639844253,665,4996,BLAT_ECOLX_2015,350M
329,amplify,5,0.7261055736169528,0.4775721645839145,0.6019960511930318,0.6205633586517412,0.56290005678212,0.7123931970918216,0.8542445482581231,0.8056139390059818,715,4996,BLAT_ECOLX_2015,350M
330,esm1v,1,-1.5543122344752194e-15,0.3312713290868755,0.3834207995529056,-0.1928955418876339,0.3072868451575906,0.3629641740067017,,,0,32,PABP_doubles,650M
331,esm1v,2,-4.218847493575595e-15,0.2645390390744488,0.3207985580024556,-1.6610572357785602,0.5152001043055398,0.5740955720643821,,,0,32,PABP_doubles,650M
332,esm1v,3,-8.881784197001252e-16,0.333106945705881,0.3896305640354768,-1.095426000531443,0.3138346655588175,0.3378581871140613,,,0,32,PABP_doubles,650M
333,esm1v,4,0.1430052287400131,0.2966681599092366,0.3456026016500092,-0.1812769125993065,0.3606177639613266,0.3939849187522394,0.6526495726495727,0.0857142857142857,2,32,PABP_doubles,650M
334,esm1v,5,0.3941831976346474,0.2597729530246958,0.3083479416293962,-0.2782850765346345,0.2582911152108357,0.3117017693180437,0.7962393162393162,-0.3714285714285715,2,32,PABP_doubles,650M
335,esm1v,1,0.870644111019053,0.1121177032660984,0.1355556202067631,-0.0625938136582027,0.3457619679702712,0.4313956393084526,0.9487107360525084,0.4661654135338345,44,100,PABP_doubles,650M
336,esm1v,2,0.6098725932164482,0.2062005864668676,0.2417008669127417,0.049163402713081,0.3408173146227329,0.4118154151665827,0.8706047819971872,0.4451127819548871,22,100,PABP_doubles,650M
337,esm1v,3,0.1704573166050228,0.3185812379233423,0.3675822472103907,0.0407775291326242,0.3294171833143424,0.3592308877383332,0.5570089076418191,0.3699248120300751,4,100,PABP_doubles,650M
338,esm1v,4,0.575985616927813,0.227837828297936,0.2669031693155533,-0.0019778385024069,0.2706994423674692,0.3371067058131101,0.8380215658696671,0.3308270676691728,19,100,PABP_doubles,650M
339,esm1v,5,0.8334310234414744,0.136128078409613,0.1639303324886049,-0.3124517954827366,0.3511792792636559,0.4111046730648224,0.93370839193624,0.3218045112781954,51,100,PABP_doubles,650M
340,esm1v,1,0.6062167375048737,0.202894919024782,0.2434185478858431,0.3541563696794184,0.2855793174233375,0.3396211546979732,0.8196641928561379,0.6440934065934065,51,320,PABP_doubles,650M
341,esm1v,2,0.65927896798731,0.1918445630775918,0.2315176408857816,0.4545416413955189,0.2353396916350509,0.2903263462128248,0.8602745516752166,0.6470238095238094,59,320,PABP_doubles,650M
342,esm1v,3,0.6585621878666466,0.192118747954091,0.2324553125408379,0.4424003929230973,0.233911071482985,0.2902334362049436,0.8475861266140353,0.7149807118223903,55,320,PABP_doubles,650M
343,esm1v,4,0.7741598874722327,0.1487220193323792,0.1877367789380737,0.3242741616260209,0.2771259418492167,0.3285534780432193,0.8952048148907699,0.6075091575091573,95,320,PABP_doubles,650M
344,esm1v,5,0.6230225488863325,0.201924111973234,0.2467297020548083,0.381166499402757,0.2413331879666441,0.2847007149890892,0.822100245372365,0.7054796873137034,54,320,PABP_doubles,650M
345,esm1v,1,0.7640583424023873,0.1514237619430569,0.1895158187671012,0.6023481621631354,0.1947618106487775,0.2415005383842264,0.8912972352974097,0.7940823520588015,189,1000,PABP_doubles,650M
346,esm1v,2,0.802568203396495,0.1367249375812061,0.1714091159455346,0.6285748339218834,0.1892878328589434,0.2440252696173614,0.9080043788822566,0.826226965509308,233,1000,PABP_doubles,650M
347,esm1v,3,0.7986158952905928,0.1408629255260743,0.1741353293285077,0.5859585103490913,0.1977843937543957,0.2519397569199685,0.9087435711637843,0.7880987024675618,235,1000,PABP_doubles,650M
348,esm1v,4,0.7908341987787285,0.1441087373528188,0.179480212708314,0.5556847566806467,0.2024350407764097,0.249015420122124,0.9027309455067531,0.7734178354458863,196,1000,PABP_doubles,650M
349,esm1v,5,0.7995901433934456,0.1389369552684837,0.173362924876953,0.6435036445695572,0.1889637079647458,0.2355361827475063,0.9083027366530544,0.8219755493887347,242,1000,PABP_doubles,650M
350,esm1v,1,0.836253598887287,0.1247895791459565,0.1580551919686827,0.7354000345035444,0.1553607358655027,0.2006590977050207,0.9288871214916204,0.8723727600463163,566,3200,PABP_doubles,650M
351,esm1v,2,0.8403630279626548,0.1228169927138797,0.1555606073650456,0.7261052861555323,0.159414044164822,0.2067330546943106,0.9281044869040967,0.8851000633889923,574,3200,PABP_doubles,650M
352,esm1v,3,0.825822990440295,0.127706113039019,0.1624467406256893,0.715396114102369,0.1638068923398429,0.2109329352220592,0.9226762255683488,0.8745450632605427,472,3200,PABP_doubles,650M
353,esm1v,4,0.8506752146885991,0.1189057167600644,0.1516241383586078,0.7181887289531805,0.1582854011349693,0.2032818024727129,0.932274148057318,0.8746632023632316,624,3200,PABP_doubles,650M
354,esm1v,5,0.8306212293572699,0.1260869096390739,0.1608986801109427,0.7315431711524718,0.1544346480857824,0.2013429155331739,0.9240581316630362,0.8642889453696961,544,3200,PABP_doubles,650M
355,esm1v,1,0.8042075185517324,0.1328963506940614,0.1721349374739665,0.7591696562691777,0.1491016657152337,0.1965779164080258,0.9159584402295096,0.8928689952846628,744,10000,PABP_doubles,650M
356,esm1v,2,0.8063753491909564,0.1332292474400006,0.1721161477056436,0.7498935280741265,0.1485823355201643,0.1960370975644455,0.9161517894699044,0.8931406262264856,749,10000,PABP_doubles,650M
357,esm1v,3,0.8025329465185513,0.1339431080076003,0.1739684442167091,0.7601253159934221,0.1480261798687756,0.1914553101837993,0.9142311558322364,0.8965665915474456,735,10000,PABP_doubles,650M
358,esm1v,4,0.8060651479717171,0.1336974091746298,0.1730345916195847,0.7520621061261821,0.1454362792858015,0.1917564109250494,0.9153289468159967,0.8903161814883833,758,10000,PABP_doubles,650M
359,esm1v,5,0.8064428055049809,0.132800946004825,0.1725741615557581,0.7517515935618411,0.1474715602342003,0.193151816713288,0.915832575201125,0.8930490969916071,765,10000,PABP_doubles,650M
360,esm1v,1,0.7865939213839855,0.1397088683873511,0.1808088503331888,0.7689011032547203,0.1431129207459415,0.1897751086477853,0.9098216592554416,0.905122303738228,723,32000,PABP_doubles,650M
361,esm1v,2,0.7880554586068464,0.1385009911009589,0.1804072112893737,0.7622663337417047,0.1467144922686004,0.1915357631809742,0.9108588140938908,0.8994175238609946,734,32000,PABP_doubles,650M
362,esm1v,3,0.7854380300138262,0.139774444355883,0.1819578374628308,0.7733028002221943,0.1432764418055749,0.1852419746544484,0.9100700299138156,0.9008252570683296,721,32000,PABP_doubles,650M
363,esm1v,4,0.786397015361986,0.1390990895869911,0.1810938718645171,0.7701138813685822,0.14506510501053,0.1884449538714849,0.909909975299288,0.9043401311686498,729,32000,PABP_doubles,650M
364,esm1v,5,0.7840856938865642,0.1400063403203468,0.1823522498256226,0.7805847524025062,0.1408906327746648,0.1829562446850244,0.9093600149340731,0.906470996066844,740,32000,PABP_doubles,650M
365,esm1v,1,0.7839355494828968,0.1399904013574084,0.1818148184792868,0.7720294267065928,0.1440062249597948,0.1877588353745118,0.9076097755327964,0.9075320833079862,724,36521,PABP_doubles,650M
366,esm1v,2,0.7847864459945681,0.1397929883171913,0.181474003891096,0.7680698602135667,0.1441330775586245,0.189308899380576,0.908946644599962,0.9021118027447164,715,36521,PABP_doubles,650M
367,esm1v,3,0.7862328075039928,0.1395904107913099,0.1811229852697126,0.7639216531531199,0.145063560492497,0.1898661617055684,0.9101156628241158,0.8945728669869372,726,36521,PABP_doubles,650M
368,esm1v,4,0.7828312448145477,0.1400018492133146,0.1825388547401484,0.7776430421756452,0.1434464210446444,0.1843321891167159,0.9079340853037996,0.906471243402464,724,36521,PABP_doubles,650M
369,esm1v,5,0.7836421606364405,0.1402795356574804,0.1823553370648022,0.7742952343422175,0.1421262874978246,0.1851129675217422,0.9085467617609612,0.903310677833216,724,36521,PABP_doubles,650M
370,esm2,1,-1.5543122344752194e-15,0.3312713290868755,0.3834207995529056,-0.1928955418876339,0.3072868451575906,0.3629641740067017,,,0,32,PABP_doubles,8M
371,esm2,2,-4.218847493575595e-15,0.2645390390744488,0.3207985580024556,-1.6610572357785602,0.5152001043055398,0.5740955720643821,,,0,32,PABP_doubles,8M
372,esm2,3,0.0504442645771818,0.3250624300411201,0.3796760894835931,-1.1098694927935764,0.3124916934391682,0.3390205932129581,0.5965811965811965,-0.0285714285714285,1,32,PABP_doubles,8M
373,esm2,4,-2.220446049250313e-15,0.3155518180524269,0.3733257248817405,-0.2384843998697083,0.373092772727183,0.4034121834075163,,,0,32,PABP_doubles,8M
374,esm2,5,-4.884981308350689e-15,0.3451970955418865,0.396159793361225,-0.0764354250115708,0.2099901006592458,0.286035145679087,,,0,32,PABP_doubles,8M
375,esm2,1,0.6040525202971653,0.2045644969971756,0.2371609696701284,-0.2768595566686898,0.4056989311993038,0.4728938596231898,0.79887482419128,0.0345864661654135,30,100,PABP_doubles,8M
376,esm2,2,0.5707065954115633,0.2125213570648498,0.2535432691591772,0.117098755266741,0.3553328197017906,0.3968311167190128,0.8139709329582748,0.4060150375939849,23,100,PABP_doubles,8M
377,esm2,3,0.3856616874701077,0.2732744099772612,0.3163289648216734,0.2287936124472432,0.2953900108832229,0.3221063662528168,0.7104313173933428,0.5548872180451127,21,100,PABP_doubles,8M
378,esm2,4,0.435033234305123,0.2681083997048504,0.3080880738649393,0.1397358740147039,0.2767884870370117,0.3123591555353373,0.7587201125175809,0.4135338345864661,21,100,PABP_doubles,8M
379,esm2,5,0.3882361579085532,0.2715935750329918,0.3141623691919579,0.145426597316892,0.2930868638194138,0.331730511810765,0.709774964838256,0.4060150375939849,19,100,PABP_doubles,8M
380,esm2,1,0.6535353402078796,0.1841832595755221,0.228325549750493,0.327406872474698,0.2981558422898592,0.3465829999864386,0.8341437010814428,0.6018772893772893,65,320,PABP_doubles,8M
381,esm2,2,0.6169354949752283,0.2018861980309888,0.2454825201311257,0.3682888499008372,0.2449995276247605,0.3124387697884224,0.8140790302124601,0.5661630036630036,58,320,PABP_doubles,8M
382,esm2,3,0.5372494869820175,0.221406360189402,0.2706182760123778,0.3854087561278408,0.2635121954381236,0.3047048720675117,0.7583419329262274,0.6673382250691916,46,320,PABP_doubles,8M
383,esm2,4,0.6850074559249375,0.1772035350785779,0.2217169820878982,0.2928717689416905,0.2810081607533393,0.3361010692853583,0.8438153910418366,0.5833333333333333,66,320,PABP_doubles,8M
384,esm2,5,0.5537669751534258,0.2235347947838825,0.2684383753320669,0.3924894082961377,0.2219584449292707,0.2820840801397111,0.7729367321386723,0.6458407262411024,40,320,PABP_doubles,8M
385,esm2,1,0.7076056712863998,0.1681892845232607,0.2109733628219358,0.5101058153502043,0.2183668371241366,0.2680511954057152,0.8587877169907406,0.7499602490062254,165,1000,PABP_doubles,8M
386,esm2,2,0.7192769322903642,0.1649728738567452,0.2043922463802195,0.5308734127231278,0.2129769591670513,0.2742484373052509,0.8610684573946363,0.7588677562693688,162,1000,PABP_doubles,8M
387,esm2,3,0.7317952450038607,0.1639030561079516,0.2009590337465752,0.4799762692207991,0.2228512944066768,0.2823490664450957,0.8736623808647244,0.7129453236330909,166,1000,PABP_doubles,8M
388,esm2,4,0.722668631882849,0.1670432252980121,0.2066668087516505,0.5256038577385616,0.2099172883287127,0.2573067676930879,0.8642036282411261,0.7314107852696319,173,1000,PABP_doubles,8M
389,esm2,5,0.7007910989487093,0.1710418140054067,0.2118282807591014,0.6160428939501686,0.1951240039295657,0.2444395300014315,0.8579205146489576,0.7992799819995501,164,1000,PABP_doubles,8M
390,esm2,1,0.7070273443037902,0.1678351817017597,0.2114153072629037,0.6298433549102744,0.1917421345090821,0.2373322401885968,0.8628468689227627,0.8156909852694507,283,3200,PABP_doubles,8M
391,esm2,2,0.699553436590032,0.1704679504692945,0.2134108569579477,0.6234863865658947,0.1925299255830759,0.242386505956981,0.8575994634138995,0.8241318976149477,265,3200,PABP_doubles,8M
392,esm2,3,0.7096702886037964,0.1672141936811826,0.2097303725110627,0.6271285564810918,0.1877570166186752,0.2414368439296911,0.8616799232657913,0.8292858507568778,287,3200,PABP_doubles,8M
393,esm2,4,0.7042400206063131,0.1693848512192809,0.2133890352988899,0.6181319984003372,0.1886928669232706,0.2366333531089138,0.8612451393526548,0.8182332688716588,268,3200,PABP_doubles,8M
394,esm2,5,0.7044485645852612,0.1702120245285306,0.2125394389212277,0.6185907759225178,0.1885713807964097,0.239990870580108,0.8615518504847066,0.8074879522305951,274,3200,PABP_doubles,8M
395,esm2,1,0.6674660315221428,0.17588124928423,0.2243308637076277,0.6541165856955631,0.1842220876923023,0.2355830246808338,0.8458396453407259,0.8439307427630374,293,10000,PABP_doubles,8M
396,esm2,2,0.6744069079083775,0.1748039166535756,0.2231921339241762,0.6266039074930085,0.1866592309511961,0.2395304240648442,0.8503780000691465,0.8241066016114483,297,10000,PABP_doubles,8M
397,esm2,3,0.6680416789838766,0.1766960254587716,0.225561480447881,0.6469652714422253,0.1827268773020396,0.2322650815607201,0.8464713101856766,0.8386946396488355,287,10000,PABP_doubles,8M
398,esm2,4,0.6716552045057889,0.1761720154260331,0.2251490242350092,0.6413035365408749,0.1796776435567764,0.230643906906363,0.8483420393133501,0.8324479755020179,292,10000,PABP_doubles,8M
399,esm2,5,0.6690526436987545,0.1765158484253565,0.225657914866928,0.6462560983888233,0.1822361434808927,0.2305685367437099,0.8486526178080648,0.8309827092419818,291,10000,PABP_doubles,8M
400,esm2,1,0.6626744018274944,0.1785692410314209,0.2273217242404048,0.649089861347645,0.1823158326327161,0.2338504827359056,0.8449362441379503,0.843173856590756,284,32000,PABP_doubles,8M
401,esm2,2,0.6632772913716207,0.1784368283362299,0.2273939880943199,0.6439053088967572,0.1834062567368108,0.2344160167201158,0.8456925834856611,0.8396997834202573,289,32000,PABP_doubles,8M
