,Model,Fold,R2_score_train,MAE_score_train,RMSE_score_train,R2_score_test,MAE_score_test,RMSE_score_test,rho_score_train,rho_score_test,nun_zero_coefs,Compression_method,Dataset,Dataset_Name,ModelSize,parameters,dataset_size,group,prot_length
942,esm2,3,0.1562554689869938,0.3149779046672981,0.3728324671151137,0.1438816584001483,0.3046267492567887,0.3600884232917963,0.4793148677754547,0.413737747761096,19,mean,POLG_HCVJF_Sun2014,POLG Sun2014,650M,650000000.0,1716,Viral replication,3033
943,esm2,4,0.1442135643501916,0.3148488970340573,0.3739293067155043,0.1212206568017235,0.3195035136793259,0.3723289607362977,0.457560593775388,0.389304180695818,18,mean,POLG_HCVJF_Sun2014,POLG Sun2014,650M,650000000.0,1716,Viral replication,3033
944,esm2,5,0.1062420801220488,0.3219547898020953,0.3778686988517986,0.0841656687417552,0.3359012490416971,0.3965423602624764,0.4220889998997804,0.3857431012526119,12,mean,POLG_HCVJF_Sun2014,POLG Sun2014,650M,650000000.0,1716,Viral replication,3033
945,esm2,1,0.3911865777724543,0.2245698046448478,0.2941266013778765,0.3520689392539087,0.2307541828844645,0.312475045474769,0.656876703151332,0.6295193805218597,99,mean,AMIE_PSEAE_Whitehead,AMIE PSEAE,650M,650000000.0,6568,Enzyme function,346
946,esm2,2,0.3398516622953058,0.2355191133964728,0.3086448448030117,0.3081578059455958,0.2432964467533828,0.3131481527888091,0.6165824509108934,0.5833231122098133,68,mean,AMIE_PSEAE_Whitehead,AMIE PSEAE,650M,650000000.0,6568,Enzyme function,346
947,esm2,3,0.3774230438245373,0.2256035123959121,0.2965208296952872,0.3578269817064565,0.2376159621428137,0.3146173303006769,0.6439623080143874,0.6372080934167138,99,mean,AMIE_PSEAE_Whitehead,AMIE PSEAE,650M,650000000.0,6568,Enzyme function,346
948,esm2,4,0.3373445571044996,0.2378311085395014,0.3111304419529687,0.3164185550598395,0.2308324801794373,0.303537628960235,0.6109362136161517,0.5946632690246942,62,mean,AMIE_PSEAE_Whitehead,AMIE PSEAE,650M,650000000.0,6568,Enzyme function,346
949,esm2,5,0.3597912985025469,0.2312528403655015,0.3050979474593607,0.3363475131603882,0.2342477598274198,0.3021097582488826,0.6309216171970429,0.6061093664867444,81,mean,AMIE_PSEAE_Whitehead,AMIE PSEAE,650M,650000000.0,6568,Enzyme function,346
950,esm2,1,0.6130491545484216,0.5881384773224682,0.7155551147777053,0.5798456455152193,0.6113903586420907,0.7493018316881167,0.800465705035055,0.778892362892363,136,mean,BLAT_ECOLX_Ranganathan2015,BLAT ECOLX 2015,650M,650000000.0,4996,Growth,286
951,esm2,2,0.6586669389108888,0.5488356555873616,0.6755661318834754,0.6207964450306738,0.5733202430960489,0.6971861347247855,0.8246591700656493,0.8093703924365246,190,mean,BLAT_ECOLX_Ranganathan2015,BLAT ECOLX 2015,650M,650000000.0,4996,Growth,286
952,esm2,3,0.5444797549639003,0.6451267855443403,0.7766488002056794,0.526617910481508,0.6494506839635322,0.7944099756059957,0.7606635032142881,0.7521182184188195,82,mean,BLAT_ECOLX_Ranganathan2015,BLAT ECOLX 2015,650M,650000000.0,4996,Growth,286
953,esm2,4,0.5368696081486037,0.652006429111864,0.7856746104581144,0.5120117962223663,0.6741819992027456,0.7956944331186656,0.7567663505772665,0.7425510961863666,69,mean,BLAT_ECOLX_Ranganathan2015,BLAT ECOLX 2015,650M,650000000.0,4996,Growth,286
954,esm2,5,0.5254492747017812,0.6580635313793891,0.7892302820842165,0.5100908347415982,0.68183390528986,0.8213536044538419,0.7522065359062553,0.7342768901165693,68,mean,BLAT_ECOLX_Ranganathan2015,BLAT ECOLX 2015,650M,650000000.0,4996,Growth,286
955,esm2,1,0.3930911012859037,0.1621029793130874,0.222189246587318,0.2944371288144585,0.1701504089410642,0.2237557743134999,0.5548313256390539,0.4609648403849061,44,mean,IF1_ECOLI,IF1 ECOLI,650M,650000000.0,1439,Growth,72
956,esm2,2,0.3436721643537778,0.1650367903554383,0.2274564516247167,0.3690101874334763,0.1697630596538243,0.2264817205356345,0.5381321759090191,0.4948157237131549,39,mean,IF1_ECOLI,IF1 ECOLI,650M,650000000.0,1439,Growth,72
957,esm2,3,0.3522321245571067,0.1596782888419384,0.2217590627255699,0.3160906998064403,0.1750843455454739,0.2509453319028867,0.5447764549905895,0.5584945966593134,38,mean,IF1_ECOLI,IF1 ECOLI,650M,650000000.0,1439,Growth,72
958,esm2,4,0.3750142758743596,0.1636316418380957,0.2248046070732946,0.3248811166822246,0.1616757404320328,0.2222168106826667,0.5426661303154734,0.5559866692882992,36,mean,IF1_ECOLI,IF1 ECOLI,650M,650000000.0,1439,Growth,72
959,esm2,5,0.3782157737182499,0.1634116650679849,0.2224607331382993,0.317599517827474,0.1649922786054805,0.2309400767597862,0.5608977156028614,0.5139803632473252,40,mean,IF1_ECOLI,IF1 ECOLI,650M,650000000.0,1439,Growth,72
960,esm2,1,0.8433361359467639,0.1096173948497391,0.1450186870711149,0.6154395264874668,0.1716958987665734,0.2200378606310552,0.8875028020483905,0.7960144888028421,271,mean,PABP_YEAST_Fields2013_singles,PABP singles,650M,650000000.0,1187,Growth,577
961,esm2,2,0.8492738258907944,0.1094043818994575,0.1389700562124106,0.6234521126946867,0.1721283782551967,0.2378130687481623,0.8844851501806685,0.8000855424188452,279,mean,PABP_YEAST_Fields2013_singles,PABP singles,650M,650000000.0,1187,Growth,577
962,esm2,3,0.8165041707390281,0.1155796624519634,0.1543360436160828,0.6923433637725052,0.1677398353113607,0.2082040754926795,0.8809296144262561,0.8048377471563609,261,mean,PABP_YEAST_Fields2013_singles,PABP singles,650M,650000000.0,1187,Growth,577
963,esm2,4,0.8011950899374128,0.1252248948031785,0.1644299722834649,0.7029623953259749,0.1472712480781539,0.1876552359830752,0.8762579535910792,0.7568605215096122,243,mean,PABP_YEAST_Fields2013_singles,PABP singles,650M,650000000.0,1187,Growth,577
964,esm2,5,0.529246235174919,0.2028028971025186,0.2518557686511411,0.4956358784886598,0.2022151324294273,0.2494302752996194,0.7422427295690149,0.6775694615971254,59,mean,PABP_YEAST_Fields2013_singles,PABP singles,650M,650000000.0,1187,Growth,577
965,esm2,1,0.408295908336398,0.4890375945173402,0.6543108331598896,0.3652105887595281,0.4884726966468476,0.6468336394748643,0.5338807648848466,0.5291056946639644,37,mean,BRCA1_HUMAN_BRCT,BRCA1 BRCT,650M,650000000.0,1450,Growth,1863
966,esm2,2,0.5658012676444417,0.4161363291500163,0.5558166630712962,0.4330028578890953,0.4444068773675251,0.6333528507918428,0.6203398790312408,0.5524547942739236,115,mean,BRCA1_HUMAN_BRCT,BRCA1 BRCT,650M,650000000.0,1450,Growth,1863
967,esm2,3,0.586386215999792,0.3957110368185008,0.5330999485908421,0.4688209175304851,0.4800367380484966,0.6536628421978705,0.63551253102803,0.5162468080090417,129,mean,BRCA1_HUMAN_BRCT,BRCA1 BRCT,650M,650000000.0,1450,Growth,1863
968,esm2,4,0.4469988143663704,0.4686168124493798,0.6300680169752506,0.4444742015951006,0.4694904324442375,0.6155045614172244,0.5592958835330082,0.5466878353547897,53,mean,BRCA1_HUMAN_BRCT,BRCA1 BRCT,650M,650000000.0,1450,Growth,1863
969,esm2,5,0.4874072657674733,0.4475366576882771,0.6047598033812124,0.4291070760441158,0.4781548143748287,0.6319109644765052,0.5831288458793374,0.5246514048190979,66,mean,BRCA1_HUMAN_BRCT,BRCA1 BRCT,650M,650000000.0,1450,Growth,1863
970,esm2,1,0.2992585201202864,1.126597087465086,1.34452256652603,0.2877120187333126,1.115340770148541,1.3372969025543484,0.5734919659298001,0.5524008158165271,47,mean,BLAT_ECOLX_Palzkill2012,BLAT ECOLX 2012,650M,650000000.0,5259,Growth,286
971,esm2,2,0.2916308575182011,1.1348942416568215,1.354628066364736,0.2585098779517679,1.1365033357251784,1.3530805641721104,0.5688805108515823,0.531746085220878,38,mean,BLAT_ECOLX_Palzkill2012,BLAT ECOLX 2012,650M,650000000.0,5259,Growth,286
972,esm2,3,0.2646663988626631,1.1519017816001018,1.3702958787974984,0.2412291404795724,1.1830095548195974,1.4060837187546196,0.5423136029065719,0.5338064076864473,29,mean,BLAT_ECOLX_Palzkill2012,BLAT ECOLX 2012,650M,650000000.0,5259,Growth,286
973,esm2,4,0.2764951776345934,1.142384739398292,1.3594933822673363,0.2834463813254027,1.154562383757062,1.369370526453485,0.554294158380387,0.5663815640694638,37,mean,BLAT_ECOLX_Palzkill2012,BLAT ECOLX 2012,650M,650000000.0,5259,Growth,286
974,esm2,5,0.2890287280158713,1.1314916955460694,1.3480605926443672,0.2631109057722013,1.1578008696416802,1.387248358063747,0.5686628595373181,0.5297492406982126,39,mean,BLAT_ECOLX_Palzkill2012,BLAT ECOLX 2012,650M,650000000.0,5259,Growth,286
975,esm2,1,0.5401184963965062,0.1676560187562933,0.2239648772635444,0.4949709644304783,0.1909692206532936,0.266396850379716,0.7401780707764256,0.7307990273765874,64,mean,RL401_YEAST_Bolon2013,RL401 2013,3B,3000000000.0,1269,Growth,128
976,esm2,2,0.492271405327834,0.186082102107297,0.2439591867444565,0.4447694411080714,0.1823864335666491,0.2480530204552893,0.7235662027956427,0.7005068494107058,46,mean,RL401_YEAST_Bolon2013,RL401 2013,3B,3000000000.0,1269,Growth,128
977,esm2,3,0.5941211444114904,0.1637718201764111,0.2214583821866689,0.5092674143180191,0.1727942209638009,0.2156948264451426,0.7714087579466262,0.7126794290325167,81,mean,RL401_YEAST_Bolon2013,RL401 2013,3B,3000000000.0,1269,Growth,128
978,esm2,4,0.722036910141743,0.1319208538881663,0.1814119772619233,0.5754299926702636,0.1521831261096742,0.2122107711400608,0.83174544562046,0.7728061719852384,154,mean,RL401_YEAST_Bolon2013,RL401 2013,3B,3000000000.0,1269,Growth,128
979,esm2,5,0.6042704072485395,0.1569020004746482,0.2124708518402364,0.5401557898721208,0.1728849909522316,0.2381835220948865,0.7805068974155243,0.7893566741432589,85,mean,RL401_YEAST_Bolon2013,RL401 2013,3B,3000000000.0,1269,Growth,128
980,esm2,1,0.4867414618387211,0.1048424792045304,0.1336359329819735,0.4497004645410535,0.1069635525024842,0.1389497368631785,0.6940343157767719,0.6337815647104704,59,mean,RL401_YEAST_Fraser2016,RL401 2016,3B,3000000000.0,1324,Growth,128
981,esm2,2,0.5386007979520211,0.0993000500518525,0.1274712396126561,0.4337579987493757,0.1021153743565669,0.1375804132653862,0.7123665935448439,0.6805843157695266,78,mean,RL401_YEAST_Fraser2016,RL401 2016,3B,3000000000.0,1324,Growth,128
982,esm2,3,0.494327969093471,0.1060082551597919,0.1344607657863715,0.3191905174892414,0.1152245978341803,0.1452969779418562,0.7181948466396209,0.5919644752920625,55,mean,RL401_YEAST_Fraser2016,RL401 2016,3B,3000000000.0,1324,Growth,128
983,esm2,4,0.7201893761078164,0.0725596742026264,0.0976372681609118,0.484885894207089,0.0993009567274808,0.1389669451530756,0.8036817608589636,0.7224603940587335,232,mean,RL401_YEAST_Fraser2016,RL401 2016,3B,3000000000.0,1324,Growth,128
984,esm2,5,0.5252003711593181,0.0986629756929803,0.1278348603085321,0.4775213889535221,0.1116027574568965,0.1383368733670956,0.7325540760587136,0.6581636833824235,68,mean,RL401_YEAST_Fraser2016,RL401 2016,3B,3000000000.0,1324,Growth,128
985,esm2,1,0.5008632187827671,0.1798676866839834,0.2254653128169466,0.4398776709198075,0.185606346506871,0.2316679968930673,0.7226667420750533,0.6476547910382875,194,mean,PTEN_HUMAN_Fowler2018,PTEN HUMAN,3B,3000000000.0,4229,Protein stability,403
986,esm2,2,0.5941881272748382,0.1582452660607619,0.2008772986981928,0.496311564640767,0.1820040066864559,0.2304233523581277,0.7683361962940687,0.6859467516850877,336,mean,PTEN_HUMAN_Fowler2018,PTEN HUMAN,3B,3000000000.0,4229,Protein stability,403
987,esm2,3,0.5242741163793196,0.1731477963459309,0.218495776422171,0.4660438647769007,0.1860201207456174,0.2329551105540069,0.7285896592533068,0.7003268800606232,220,mean,PTEN_HUMAN_Fowler2018,PTEN HUMAN,3B,3000000000.0,4229,Protein stability,403
988,esm2,4,0.4619120301732763,0.1875878152987106,0.2339932909562977,0.3805098613248288,0.1961009502833819,0.2440565787649659,0.6945536636456522,0.6438742038783165,148,mean,PTEN_HUMAN_Fowler2018,PTEN HUMAN,3B,3000000000.0,4229,Protein stability,403
989,esm2,5,0.4715093917526634,0.1839163495711368,0.2296765403496412,0.4296092409587687,0.1943546355486434,0.2435063069023574,0.7033166634048792,0.6660852167211299,157,mean,PTEN_HUMAN_Fowler2018,PTEN HUMAN,3B,3000000000.0,4229,Protein stability,403
990,esm2,1,0.2208030343832311,0.2161641242956198,0.3098990778679467,0.1864666526044511,0.2184663670150548,0.3113919143820335,0.4416386968796104,0.385753730019379,26,mean,HSP82_YEAST_Bolon2016,HSP82 YEAST,3B,3000000000.0,4543,Growth,709
991,esm2,2,0.6998408145540732,0.1281755286727104,0.1910318455111811,0.6298425139806791,0.1483685686998612,0.2158526909345526,0.6349212114307887,0.6261829481257689,294,mean,HSP82_YEAST_Bolon2016,HSP82 YEAST,3B,3000000000.0,4543,Growth,709
992,esm2,3,0.705643954881467,0.1268261170612757,0.1889361072389472,0.6496902535804403,0.1436200321900047,0.211099644907614,0.6316856256913651,0.6371736936579402,299,mean,HSP82_YEAST_Bolon2016,HSP82 YEAST,3B,3000000000.0,4543,Growth,709
993,esm2,4,0.7353632707798174,0.1207583465755136,0.178829419133984,0.6166329204426961,0.14184316253704,0.2222638716934933,0.6570490339656752,0.5832537265262361,339,mean,HSP82_YEAST_Bolon2016,HSP82 YEAST,3B,3000000000.0,4543,Growth,709
994,esm2,5,0.7062220302188774,0.1298651143617555,0.1918863168581627,0.6319156773514294,0.1342672890043885,0.201996853989515,0.6348944701921335,0.5892679015279063,305,mean,HSP82_YEAST_Bolon2016,HSP82 YEAST,3B,3000000000.0,4543,Growth,709
995,esm2,1,0.1847661555931381,0.7572974098723466,1.0047245263515936,0.0997551436641952,0.7852944360850519,1.115624701320587,0.4883165105439876,0.3927339209042829,16,mean,UBE4B_MOUSE_Klevit2013_singles,UBE4B singles,3B,3000000000.0,899,Other,1173
996,esm2,2,0.2010788657181359,0.7407030510980237,1.0103466194144883,0.1413654700530185,0.7994861271569104,1.0276303684014236,0.5333978573810819,0.4024383468625574,22,mean,UBE4B_MOUSE_Klevit2013_singles,UBE4B singles,3B,3000000000.0,899,Other,1173
997,esm2,3,0.1942734754648829,0.7498778447963929,1.0069574462048174,0.179582947938697,0.7715074712857207,1.0345868088550887,0.4830818475986741,0.4394531913141439,29,mean,UBE4B_MOUSE_Klevit2013_singles,UBE4B singles,3B,3000000000.0,899,Other,1173
998,esm2,4,0.1926082578056083,0.7626748400104854,1.0335677336627511,0.1190090245783388,0.7510838854717147,0.9614905655794532,0.5001042833664466,0.3706523109066833,20,mean,UBE4B_MOUSE_Klevit2013_singles,UBE4B singles,3B,3000000000.0,899,Other,1173
999,esm2,5,0.1981646732432463,0.7578964752723196,0.998535040157384,0.0990650196782342,0.7978701633727404,1.1101905069090263,0.4914102802138887,0.3401225394461849,16,mean,UBE4B_MOUSE_Klevit2013_singles,UBE4B singles,3B,3000000000.0,899,Other,1173
1000,esm2,1,0.5208468478348265,0.2147739497761693,0.2849257779958019,0.4947395163911576,0.2134566374024447,0.2712647901501754,0.6852840108541515,0.6777327703508651,74,mean,RL401_YEAST_Bolon2014,RL401 2014,3B,3000000000.0,1435,Other,128
1001,esm2,2,0.32045660842068,0.2642287380666268,0.3376236376937842,0.2679114040975562,0.2567019305079656,0.3331939387058814,0.5836302844403368,0.4801041317043883,23,mean,RL401_YEAST_Bolon2014,RL401 2014,3B,3000000000.0,1435,Other,128
1002,esm2,3,0.3544594057556699,0.2518230518626003,0.3269841061789418,0.2968387772776965,0.2582653829444991,0.3365359489464564,0.6174361215633408,0.5152938207413219,30,mean,RL401_YEAST_Bolon2014,RL401 2014,3B,3000000000.0,1435,Other,128
1003,esm2,4,0.34184538033998,0.2506467747605221,0.3236070164745167,0.3064431499551996,0.2719999782133601,0.3601063684394016,0.6027334395449206,0.6202371354108052,30,mean,RL401_YEAST_Bolon2014,RL401 2014,3B,3000000000.0,1435,Other,128
1004,esm2,5,0.4663539586397065,0.2217587126578603,0.2936212066586917,0.4276649280348576,0.2413277611042979,0.3177751313193822,0.6632694149224834,0.6850889607967785,52,mean,RL401_YEAST_Bolon2014,RL401 2014,3B,3000000000.0,1435,Other,128
1005,esm2,1,0.2294076936186914,0.2129679943550248,0.2843346040541193,0.2064351785551451,0.2139455011743595,0.2876069229839154,0.4846993549638508,0.4494781389194912,130,mean,B3VI55_LIPST_Whitehead2015,B3VI55 LIPST,3B,3000000000.0,8067,Growth,439
1006,esm2,2,0.2124050216341743,0.2150861677209628,0.2873202345072069,0.192771256160029,0.2167686502311605,0.2906393698646111,0.4696455714943893,0.4363078546095051,93,mean,B3VI55_LIPST_Whitehead2015,B3VI55 LIPST,3B,3000000000.0,8067,Growth,439
1007,esm2,3,0.1991361018187789,0.2165595772882567,0.2892518036085038,0.1745116923716627,0.2207939430566138,0.2959548098428929,0.4530825166974592,0.4400667648577613,68,mean,B3VI55_LIPST_Whitehead2015,B3VI55 LIPST,3B,3000000000.0,8067,Growth,439
1008,esm2,4,0.2086436798041925,0.2144978556833217,0.2866138431963232,0.2006636334179492,0.2199519708360564,0.2948643932754067,0.4666130416777742,0.4489427232846225,94,mean,B3VI55_LIPST_Whitehead2015,B3VI55 LIPST,3B,3000000000.0,8067,Growth,439
1009,esm2,5,0.2176774542976458,0.2150785956644073,0.2879578288573453,0.1851812590537158,0.2169453124528779,0.2855127776613433,0.4716705141073845,0.4474430016681991,99,mean,B3VI55_LIPST_Whitehead2015,B3VI55 LIPST,3B,3000000000.0,8067,Growth,439
1010,esm2,1,0.6699790214200736,0.0443643035378935,0.0825852488355296,0.633412621736315,0.0436339345820637,0.0780253436788938,0.4283001068251023,0.4316628816911745,112,mean,parEparD_Laub2015_all,parEparD all,3B,3000000000.0,9193,Growth,93
1011,esm2,2,0.6306127666005685,0.0444464969680665,0.0837584253022467,0.6468849757571029,0.0464816660536369,0.0906692575575712,0.4339691886853886,0.4635353965161139,95,mean,parEparD_Laub2015_all,parEparD all,3B,3000000000.0,9193,Growth,93
1012,esm2,3,0.6499244720875563,0.0444162466070916,0.083084112530116,0.653469037513073,0.0444783941449198,0.0840865646366886,0.4466704541272184,0.3893721674990367,104,mean,parEparD_Laub2015_all,parEparD all,3B,3000000000.0,9193,Growth,93
1013,esm2,4,0.6440589207810861,0.046469265092039,0.0857150766088164,0.5976995162702003,0.0457800603634569,0.0819512217111773,0.4390946296120669,0.4418313010443523,88,mean,parEparD_Laub2015_all,parEparD all,3B,3000000000.0,9193,Growth,93
1014,esm2,5,0.6218237292611064,0.0451430534608861,0.0853390233170292,0.6184530617459923,0.0475047013014053,0.0921219148313188,0.4465293425997655,0.4589671920183524,80,mean,parEparD_Laub2015_all,parEparD all,3B,3000000000.0,9193,Growth,93
1015,esm2,1,0.692108341208374,0.158407721125628,0.2033005312986394,0.5379861714159618,0.194457382040379,0.2411807154657558,0.8272626807085594,0.7272222725398557,108,mean,PABP_YEAST_Fields2013_singles,PABP singles,3B,3000000000.0,1187,Growth,577
1016,esm2,2,0.6946252173542579,0.1593011235037461,0.1978078309909779,0.5543338619054586,0.1857907537606719,0.2587202535652355,0.8158342603467623,0.7800489443277937,112,mean,PABP_YEAST_Fields2013_singles,PABP singles,3B,3000000000.0,1187,Growth,577
1017,esm2,3,0.6947220293412996,0.1526786396854664,0.19906824938611,0.6448107577196385,0.1816586409936565,0.2237103022261344,0.825318364781288,0.8139613708602944,129,mean,PABP_YEAST_Fields2013_singles,PABP singles,3B,3000000000.0,1187,Growth,577
1018,esm2,4,0.6404606127858448,0.1753140965875867,0.2211264365658308,0.5767902242974688,0.1857683922405064,0.2239921586170275,0.8064898858064095,0.7335479997620159,86,mean,PABP_YEAST_Fields2013_singles,PABP singles,3B,3000000000.0,1187,Growth,577
1019,esm2,5,0.6515776056095004,0.1709411605583455,0.2166746142916384,0.6374488519208346,0.1708549568227087,0.2114763061172105,0.8070525858646981,0.7526976033923546,95,mean,PABP_YEAST_Fields2013_singles,PABP singles,3B,3000000000.0,1187,Growth,577
1020,esm2,1,0.4075817613137859,0.3784602202148006,0.4687175218299299,0.3600280148564604,0.4133084719431235,0.489525108379886,0.6886539262010588,0.6304682152467472,64,mean,TIM_SULSO,TIM SULSO,3B,3000000000.0,1519,Growth,248
1021,esm2,2,0.425732958395661,0.3754546238276058,0.4644222997604218,0.3856399964670539,0.3829501423440311,0.4679753932274452,0.69920518934947,0.6342891191621319,70,mean,TIM_SULSO,TIM SULSO,3B,3000000000.0,1519,Growth,248
1022,esm2,3,0.3585562220194571,0.4043142919548002,0.4865412924604713,0.3289479418059902,0.3977120756611044,0.5066940808110578,0.6493851998433778,0.6396231814725908,52,mean,TIM_SULSO,TIM SULSO,3B,3000000000.0,1519,Growth,248
1023,esm2,4,0.4457164166417501,0.3695986358864129,0.456005687432261,0.3367450183746241,0.3971752035996657,0.4875088892809904,0.6973799794181257,0.618137434968691,65,mean,TIM_SULSO,TIM SULSO,3B,3000000000.0,1519,Growth,248
1024,esm2,5,0.4547396330022617,0.3626130498440632,0.4481097536221126,0.4037353440611868,0.3794916875693807,0.4797161785619227,0.709658921515773,0.6651660460573767,79,mean,TIM_SULSO,TIM SULSO,3B,3000000000.0,1519,Growth,248
1025,esm2,1,0.4222364495866995,0.2334847892312244,0.2786645365785304,0.3272382937275373,0.2530041967600249,0.2999369067998003,0.6787332512028138,0.5737659854000183,98,mean,MTH3_HAEAESTABILIZED_Tawfik2015,MTH3 HAEAESTABILIZED,3B,3000000000.0,1777,Growth,331
1026,esm2,2,0.3757127451928681,0.2435436282696479,0.2877994712176073,0.328817189591981,0.2622782243972414,0.3071584336980108,0.6403842101714453,0.6196004416458658,74,mean,MTH3_HAEAESTABILIZED_Tawfik2015,MTH3 HAEAESTABILIZED,3B,3000000000.0,1777,Growth,331
1027,esm2,3,0.3966016247553803,0.2410296504796809,0.2854912413846684,0.2953683160049537,0.2550600460902066,0.3034181609906063,0.6565812276449194,0.5603665919811722,82,mean,MTH3_HAEAESTABILIZED_Tawfik2015,MTH3 HAEAESTABILIZED,3B,3000000000.0,1777,Growth,331
1028,esm2,4,0.4410831273886093,0.2297297833090761,0.2736939343686418,0.2924499557851648,0.2570500199223908,0.3086978972469221,0.6944291828101107,0.5475124524664952,107,mean,MTH3_HAEAESTABILIZED_Tawfik2015,MTH3 HAEAESTABILIZED,3B,3000000000.0,1777,Growth,331
1029,esm2,5,0.3759940915179324,0.2475082218781134,0.2908558764368751,0.3346633129073859,0.2500175613148111,0.2936624703735712,0.6486848457258922,0.6045917021050397,61,mean,MTH3_HAEAESTABILIZED_Tawfik2015,MTH3 HAEAESTABILIZED,3B,3000000000.0,1777,Growth,331
1030,esm2,1,0.4083538936073487,0.4932951064365141,0.6542787721001143,0.376806703407049,0.4922967860400144,0.6408983413106251,0.5192303881362423,0.5361371472179831,55,mean,BRCA1_HUMAN_BRCT,BRCA1 BRCT,3B,3000000000.0,1450,Growth,1863
1031,esm2,2,0.4200492587683033,0.4887652622470561,0.6423664361848366,0.3036329379817239,0.512897372727886,0.7018986469329556,0.5341535963495231,0.4432533897846447,57,mean,BRCA1_HUMAN_BRCT,BRCA1 BRCT,3B,3000000000.0,1450,Growth,1863
1032,esm2,3,0.4586602496165809,0.4606914560304772,0.6098823963439317,0.349732468272571,0.5408532605005412,0.7232348595346859,0.549247517830514,0.4681205952729517,71,mean,BRCA1_HUMAN_BRCT,BRCA1 BRCT,3B,3000000000.0,1450,Growth,1863
1033,esm2,4,0.4676979607532343,0.4636008909362966,0.618163657178112,0.4104315523043955,0.4861591216525753,0.6340832430238882,0.5625604543777328,0.5089207083680237,84,mean,BRCA1_HUMAN_BRCT,BRCA1 BRCT,3B,3000000000.0,1450,Growth,1863
1034,esm2,5,0.4087355325320859,0.4910675873138184,0.6495126059672165,0.3274644343551381,0.5145306442073673,0.6858611273391826,0.5354380855341873,0.4413438920510867,45,mean,BRCA1_HUMAN_BRCT,BRCA1 BRCT,3B,3000000000.0,1450,Growth,1863
1035,esm2,1,0.3422583445820715,0.233574223994292,0.3057171969227533,0.3320601540674887,0.2376841808845282,0.3172631384436279,0.6489126755057301,0.6492505950925082,77,mean,AMIE_PSEAE_Whitehead,AMIE PSEAE,3B,3000000000.0,6568,Enzyme function,346
1036,esm2,2,0.3738946716640117,0.2283502295352135,0.3005813013324123,0.3305403733473613,0.2317023298379493,0.3080410017782343,0.666109318145696,0.6342813285383144,84,mean,AMIE_PSEAE_Whitehead,AMIE PSEAE,3B,3000000000.0,6568,Enzyme function,346
1037,esm2,3,0.3708713406307411,0.2259113379430716,0.2980769683458736,0.3315462972207703,0.2417039281278258,0.3209905752566411,0.6630669832674702,0.6516287582300038,84,mean,AMIE_PSEAE_Whitehead,AMIE PSEAE,3B,3000000000.0,6568,Enzyme function,346
1038,esm2,4,0.3852878170439442,0.2265271266828243,0.2996639717508072,0.3762870456774325,0.2202460504123161,0.2899411029464639,0.6778884005864646,0.6552540721349951,92,mean,AMIE_PSEAE_Whitehead,AMIE PSEAE,3B,3000000000.0,6568,Enzyme function,346
1039,esm2,5,0.3710645692203876,0.2278651220778393,0.3023998213262193,0.3397475126297552,0.232075507494065,0.3013348858476578,0.6684785557759167,0.626147216309471,77,mean,AMIE_PSEAE_Whitehead,AMIE PSEAE,3B,3000000000.0,6568,Enzyme function,346
1040,esm2,1,0.1814863495522601,1.600929212570154,1.9175614866123536,0.1828353802137973,1.5546876239022074,1.8758188514629608,0.432338213335587,0.4299948058135664,43,mean,BF520_env_Bloom2018,BF520 env,3B,3000000000.0,12577,Viral replication,852
1041,esm2,2,0.1761749893930881,1.603083604941303,1.9203405498362,0.1669212939126404,1.5839134119593905,1.9081225689451071,0.4262485307501826,0.4206773291590476,34,mean,BF520_env_Bloom2018,BF520 env,3B,3000000000.0,12577,Viral replication,852
1042,esm2,3,0.1971065726260171,1.5685056047294266,1.888732946167471,0.184029411273245,1.6010273242919753,1.916400909275055,0.4445662810005023,0.4137824019076724,50,mean,BF520_env_Bloom2018,BF520 env,3B,3000000000.0,12577,Viral replication,852
1043,esm2,4,0.2002919315738152,1.5711114768497385,1.8878474098635885,0.1833853102862761,1.5822910138944073,1.9061469068420207,0.4417032762840563,0.4336340325120546,55,mean,BF520_env_Bloom2018,BF520 env,3B,3000000000.0,12577,Viral replication,852
1044,esm2,5,0.19122759593284,1.5689286616686482,1.8879875886988973,0.1940739560862879,1.618645010279905,1.935018465045612,0.4402947972480445,0.4359971002552967,48,mean,BF520_env_Bloom2018,BF520 env,3B,3000000000.0,12577,Viral replication,852
1045,esm2,1,0.5961321696520221,0.2347161445868385,0.3161603873960784,0.4777001430738543,0.2829124765254966,0.3719387755410031,0.8023365542007824,0.7267504755447162,330,mean,UBC9_HUMAN_Roth2017,UBC9 HUMAN,3B,3000000000.0,2722,Growth,159
1046,esm2,2,0.5957916090555941,0.2359832105478019,0.3188614583995838,0.4976022777531623,0.2671382688337332,0.3535698924936472,0.8046552305630098,0.7483677311164203,345,mean,UBC9_HUMAN_Roth2017,UBC9 HUMAN,3B,3000000000.0,2722,Growth,159
1047,esm2,3,0.5907201015477983,0.2370587675777964,0.3225758637414031,0.4504254280283988,0.2745038932872418,0.3615682276177205,0.8022559856883607,0.7008708832092392,324,mean,UBC9_HUMAN_Roth2017,UBC9 HUMAN,3B,3000000000.0,2722,Growth,159
